NumMotors,positionAmplitude[deg],Lambda,Frequency[Hz],
8,40,12,0.5
absReceived_ts[s],absReceived_ts[us],0GoalPosition[rad],1GoalPosition[rad],2GoalPosition[rad],3GoalPosition[rad],4GoalPosition[rad],5GoalPosition[rad],6GoalPosition[rad],7GoalPosition[rad],0FbckPosition[rad],1FbckPosition[rad],2FbckPosition[rad],3FbckPosition[rad],4FbckPosition[rad],5FbckPosition[rad],6FbckPosition[rad],7FbckPosition[rad],0FbckCurrent[mA],1FbckCurrent[mA],2FbckCurrent[mA],3FbckCurrent[mA],4FbckCurrent[mA],5FbckCurrent[mA],6FbckCurrent[mA],7FbckCurrent[mA],0FbckVoltage[volts],1FbckVoltage[volts],2FbckVoltage[volts],3FbckVoltage[volts],4FbckVoltage[volts],5FbckVoltage[volts],6FbckVoltage[volts],7FbckVoltage[volts],ax,ay,az,Wx,Wy,Wz
1756746557,957551,-0.000324781444808127457615082,0.0013014233953123587050893,0.00298476515521846124875949,0.00420364936756284935520656,0.0044167070299958085394243,0.00325258209026889344439581,0.000698830395571912576374585,-0.00278602814088810919398997,0.00076717704517704511917725,0.00383588522588522613798734,0.00076717704517704511917725,0.00230153113553113524911153,0.00383588522588522613798734,0.0099733015873015862240436,0.00230153113553113524911153,0.00383588522588522613798734,-2.690000057220458984375,0,0,0,-2.690000057220458984375,0,0,0,11.80000019073486328125,11.69999980926513671875,11.80000019073486328125,11.6000003814697265625,11.69999980926513671875,11.69999980926513671875,11.6000003814697265625,11.6000003814697265625,-0.490256994962692260742188,0.0602069981396198272705078,-0.854548990726470947265625,-0.140000000596046447753906,-0.140000000596046447753906,-0.349999994039535522460938
1756746557,973506,-0.000971747768940264345163826,0.00226068123521592839395011,0.00571051571933374208650536,0.00833988952253657440938373,0.00903658232287799477455703,0.00699199604500953461605484,0.00209090417146778591653278,-0.00483956378959791641558574,0.00076717704517704511917725,0.00383588522588522613798734,0.00076717704517704511917725,0.00230153113553113524911153,0.00383588522588522613798734,0.0099733015873015862240436,0.00383588522588522613798734,0.00383588522588522613798734,-8.06999969482421875,-24.2100009918212890625,-5.38000011444091796875,0,-13.450000762939453125,-96.84000396728515625,-8.06999969482421875,-83.3899993896484375,11.80000019073486328125,11.5,11.69999980926513671875,11.5,11.5,11.6000003814697265625,11.5,11.5,-0.489951997995376586914062,0.0613659992814064025878906,-0.856378972530364990234375,-0.0700000002980232238769531,-0.0700000002980232238769531,-0.349999994039535522460938
1756746557,989501,-0.00193623910205031196651859,0.00286693276268849134291727,0.00814986777265805026337908,0.0123687277784258024826425,0.0138162923065588347237842,0.0111847127982733478973598,0.00416619471105254216697356,-0.00613739954549315062937165,0.00076717704517704511917725,0.00383588522588522613798734,0.00230153113553113524911153,0.00230153113553113524911153,0.00383588522588522613798734,0.0099733015873015862240436,0.00383588522588522613798734,0.00230153113553113524911153,-21.520000457763671875,-2.690000057220458984375,32.279998779296875,61.87000274658203125,29.590000152587890625,-21.520000457763671875,-2.690000057220458984375,-99.529998779296875,11.80000019073486328125,11.6000003814697265625,11.69999980926513671875,11.5,11.5,11.6000003814697265625,11.5,11.5,-0.486597001552581787109375,0.0603289976716041564941406,-0.853329002857208251953125,-0.0700000002980232238769531,-0.0700000002980232238769531,-0.420000016689300537109375
1756746558,5537,-0.00321155545110251520318778,0.00311157116777186328396287,0.01027721020774578601642,0.0162507729198768692546739,0.0187113891025827948355609,0.0157942334975003997876719,0.00691028567725288350026558,-0.00666111034042677838118429,0.00076717704517704511917725,0.00383588522588522613798734,0.00230153113553113524911153,0.00383588522588522613798734,0.00537023931623931572582054,0.0099733015873015862240436,0.00230153113553113524911153,0.00076717704517704511917725,-26.90000152587890625,0,37.659999847412109375,48.420001983642578125,43.04000091552734375,0,-2.690000057220458984375,-51.1100006103515625,11.80000019073486328125,11.6000003814697265625,11.69999980926513671875,11.5,11.5,11.5,11.3999996185302734375,11.5,-0.48976898193359375,0.0597190000116825103759766,-0.854671001434326171875,-0.280000001192092895507812,-0.84000003337860107421875,-0.62999999523162841796875
1756746558,37487,-0.00478898996696639107917282,0.00298827259991199913405358,0.0120688442704520275394753,0.0199474470757692173839004,0.02367654727874459255621,0.0207812812582573863684487,0.0103044425921012226810003,-0.00639715836213433034634912,0.00076717704517704511917725,0.00230153113553113524911153,0.00383588522588522613798734,0.00690459340659340618101547,0.00537023931623931572582054,0.0099733015873015862240436,0.00383588522588522613798734,-0.00076717704517704511917725,-75.31999969482421875,0,37.659999847412109375,34.970001220703125,43.04000091552734375,91.45999908447265625,26.90000152587890625,-43.04000091552734375,11.69999980926513671875,11.5,11.6000003814697265625,11.3999996185302734375,11.3999996185302734375,11.5,11.30000019073486328125,11.3999996185302734375,-0.50739800930023193359375,0.0617929995059967041015625,-0.853938996791839599609375,-0.210000008344650268554688,-0.910000026226043701171875,1.88999998569488525390625
1756746558,53502,-0.00665787015491214710649626,0.00249303321171043777704224,0.0135031097510224639551835,0.0234211867660360367748851,0.0286657965749673102062722,0.0261039989973025562952635,0.0143257015091252850463865,-0.00533697235581576112650737,0.00076717704517704511917725,0.00076717704517704511917725,0.00383588522588522613798734,0.00843894749694749750357214,0.0099733015873015862240436,0.00843894749694749750357214,0.00230153113553113524911153,-0.00383588522588522613798734,-75.31999969482421875,26.90000152587890625,34.970001220703125,45.729999542236328125,37.659999847412109375,110.29000091552734375,13.450000762939453125,-13.450000762939453125,11.69999980926513671875,11.5,11.5,11.3999996185302734375,11.3999996185302734375,11.3999996185302734375,11.30000019073486328125,11.3999996185302734375,-0.495685994625091552734375,0.0633789971470832824707031,-0.854366004467010498046875,-0.140000000596046447753906,-0.910000026226043701171875,2.8700001239776611328125
1756746558,69500,-0.00880561321464159822702822,0.00162419786573858191888742,0.0145605129640425344506038,0.0266356582952126490215772,0.0336327806003535456635944,0.031718179803175060305076,0.018946988088179250037113,-0.00347700907838068874744497,0.00076717704517704511917725,0.00076717704517704511917725,0.00537023931623931572582054,0.0115076556776556766792385,0.0130420097680097671344335,0.00690459340659340618101547,0.00383588522588522613798734,-0.00537023931623931572582054,-96.84000396728515625,0,51.1100006103515625,72.6300048828125,88.7700042724609375,110.29000091552734375,48.420001983642578125,-5.38000011444091796875,11.69999980926513671875,11.5,11.5,11.3999996185302734375,11.3999996185302734375,11.3999996185302734375,11.30000019073486328125,11.30000019073486328125,-0.513009965419769287109375,0.063805997371673583984375,-0.85241401195526123046875,0,-1.39999997615814208984375,3.71000003814697265625
1756746558,85499,-0.0112177826708464590393932,0.000382473655542978551932776,0.015223826453332256480877,0.0295559370310061013398251,0.0385309810000430269516514,0.0375774760810599489646577,0.0241372394470953759160192,-0.00081878224360283136974703,-0.00076717704517704511917725,-0.00076717704517704511917725,0.00690459340659340618101547,0.0130420097680097671344335,0.0161107179487179480448233,0.0099733015873015862240436,0.00383588522588522613798734,-0.00537023931623931572582054,-99.529998779296875,29.590000152587890625,78.01000213623046875,96.84000396728515625,115.67000579833984375,147.9499969482421875,86.0800018310546875,-2.690000057220458984375,11.69999980926513671875,11.5,11.5,11.3999996185302734375,11.30000019073486328125,11.30000019073486328125,11.30000019073486328125,11.30000019073486328125,-0.5265519618988037109375,0.06142699718475341796875,-0.8517429828643798828125,0,-1.88999998569488525390625,4.059999942779541015625
1756746558,101552,-0.0138781652726997998398284,-0.00122906427821400866980117,0.0154781996510438505515461,0.0321487183021666733662158,0.0433139897624531811093362,0.0436336625101931066539329,0.0298615696258842031052261,0.00263112502694999366922857,-0.00230153113553113524911153,-0.00383588522588522613798734,0.00690459340659340618101547,0.0161107179487179480448233,0.0207137802197802194104082,0.0130420097680097671344335,0.00843894749694749750357214,-0.00690459340659340618101547,-91.45999908447265625,43.04000091552734375,86.0800018310546875,121.0500030517578125,150.6399993896484375,164.089996337890625,104.910003662109375,48.420001983642578125,11.6000003814697265625,11.3999996185302734375,11.3999996185302734375,11.19999980926513671875,11.30000019073486328125,11.30000019073486328125,11.19999980926513671875,11.19999980926513671875,-0.52478301525115966796875,0.0616709999740123748779297,-0.851682007312774658203125,0,-1.33000004291534423828125,1.53999996185302734375
1756746558,133421,-0.0167688400930848247050164,-0.00320498016857384375455364,0.0153112333778114406007687,0.0343824740901904971068781,0.0479357215499318853324517,0.0498368511123441701449188,0.036081418267153879397835,0.00686107609006980125043729,-0.00537023931623931572582054,-0.00383588522588522613798734,0.00690459340659340618101547,0.0191794261294261289552132,0.025316842490842487306546,0.0191794261294261289552132,0.0115076556776556766792385,-0.00843894749694749750357214,-72.6300048828125,43.04000091552734375,104.910003662109375,110.29000091552734375,137.19000244140625,164.089996337890625,118.3600006103515625,56.490001678466796875,11.5,11.30000019073486328125,11.3999996185302734375,11.19999980926513671875,11.19999980926513671875,11.19999980926513671875,11,11.19999980926513671875,-0.5195980072021484375,0.0628300011157989501953125,-0.8493030071258544921875,0.769999980926513671875,-2.0299999713897705078125,1.88999998569488525390625
