0.000000000000000000e+00,1.023427498980963524e+00,1.247453736399479540e+00,1.100489944717266466e+00,1.180285647863818843e+00,6.402140035985981470e-01,-7.578144137875759689e-01,-1.557442656051569063e+00,-2.527209682187986139e+00,-3.270669814034909528e+00,-3.528403702487613369e+00,-2.917321873877361416e+00,-2.080985423359348108e+00,-1.700936762456439322e+00,-1.856326192555336929e+00,-1.471647812390187493e+00,-1.650530055751883607e+00,-2.717253882370172846e+00,-2.700123115752661729e+00,-1.854694853810497701e+00,-3.198675560163952158e-01,8.719504699295126393e-01,2.134097387699121384e+00,3.813663955400355743e+00,6.416523006487775405e+00,7.637584872061246699e+00,6.773495875934472110e+00,5.953233077717897892e+00,6.352812927153805411e+00,9.213634985483157180e+00,9.227445274416623988e+00,5.484136799954027808e+00,2.888730607232690151e+00,1.642905314333564792e+00,7.773231303944829751e-01,-3.725384176000812619e+00,-3.676999445054965232e+00,2.097653300364052953e+00,4.782177615312756203e+00,1.470976454784043153e-01
1.000000000000000021e-03,1.034181110615666199e+00,1.326568355310935532e+00,1.147516643099439460e+00,1.218823883841032352e+00,7.004603494895043081e-01,-6.766876778342442167e-01,-1.475376329453272017e+00,-2.474890974402579769e+00,-3.237283693984402078e+00,-3.541953162274959599e+00,-3.005633416593854967e+00,-2.141308281753325993e+00,-1.745272516373748140e+00,-1.896546325835363866e+00,-1.496470478967975248e+00,-1.729520536269975928e+00,-2.925537267751931125e+00,-2.964929344700877767e+00,-2.071047123461461581e+00,-4.523306344651973898e-01,7.779416319970566818e-01,2.038008867936745627e+00,3.703494687883631009e+00,6.278733783665568779e+00,7.504308296981671234e+00,6.697969662929645907e+00,5.947443679052618393e+00,6.450647622831530370e+00,9.544498479068444396e+00,9.728513926528629341e+00,5.861705384146729259e+00,3.102785487301891187e+00,1.761176455914660099e+00,8.329397591907530263e-01,-3.635088215588259786e+00,-3.771202421083718725e+00,1.957488823310552295e+00,4.811709299141573304e+00,3.029918956978323585e-01
2.000000000000000042e-03,1.040083705336155129e+00,1.373385923929524743e+00,1.175171697139104410e+00,1.241378754814150387e+00,7.364114552461206165e-01,-6.275288640825400499e-01,-1.425226350143045329e+00,-2.442132819670395527e+00,-3.215598475711693105e+00,-3.548396868327328590e+00,-3.057175916055158815e+00,-2.176503485136295879e+00,-1.771059727822552610e+00,-1.919790741633912168e+00,-1.510667820833034192e+00,-1.776183773969095103e+00,-3.049358927950908793e+00,-3.122677457908213938e+00,-2.200054769208103611e+00,-5.317215916834524547e-01,7.210218655735352034e-01,1.979174559625779040e+00,3.635318806757358523e+00,6.192609681065770921e+00,7.420289026603711591e+00,6.649093352394168654e+00,5.940833283949369381e+00,6.506055731176010326e+00,9.738605079489584426e+00,1.002503543777391215e+01,6.085923777240518362e+00,3.229957237971787798e+00,1.831391331367048014e+00,8.659489213144406783e-01,-3.579159502572421658e+00,-3.825917460989314289e+00,1.872441628053373552e+00,4.827116876996901951e+00,3.963914760342486798e-01
3.000000000000000062e-03,1.045614843861641052e+00,1.419753323274424384e+00,1.202442151730794606e+00,1.263545526235655636e+00,7.722210952032267928e-01,-5.780574192163393521e-01,-1.374476256826943521e+00,-2.408462693604866978e+00,-3.192805550349515187e+00,-3.553703961569175007e+00,-3.107733060926732183e+00,-2.211017636205909298e+00,-1.796292305026462977e+00,-1.942431734655406084e+00,-1.524392870662947708e+00,-1.822343127802072082e+00,-3.172376349253673844e+00,-3.279621376283661682e+00,-2.328488892093820262e+00,-6.110340772511655416e-01,6.637700863261515316e-01,1.919559877142824167e+00,3.565763652818392693e+00,6.104184334602206441e+00,7.333562208351727563e+00,6.597832364050339571e+00,5.932112894763604594e+00,6.559233252040554518e+00,9.929693026125747224e+00,1.031870897372680318e+01,6.308522073598855862e+00,3.356247965751273377e+00,1.901085114478675564e+00,8.987068771556849800e-01,-3.522066001609607255e+00,-3.879402435225167256e+00,1.786777299406351549e+00,4.840964526288459524e+00,4.896753459395364327e-01
4.000000000000000083e-03,1.050558053952490134e+00,1.465378008382960395e+00,1.229087471308052848e+00,1.285085548560706892e+00,8.077811653437021455e-01,-5.281323657654719561e-01,-1.322821769693984795e+00,-2.373385107064113431e+00,-3.168289297561015960e+00,-3.557220908003210447e+00,-3.156703295881029270e+00,-2.244435282214155336e+00,-1.820634101372260005e+00,-1.964107252426887662e+00,-1.537365296674832127e+00,-1.867675517164817833e+00,-3.294036297822655612e+00,-3.435182058627207713e+00,-2.455923971594061506e+00,-6.901628595778703801e-01,6.060401656768815704e-01,1.858764284602920203e+00,3.494094031327853678e+00,6.012210077204550807e+00,7.242646708130454414e+00,6.542863056352041795e+00,5.920083440528532748e+00,6.608865073221727116e+00,1.011589187448474725e+01,1.060768350905150825e+01,6.528405011363581423e+00,3.481058067851582560e+00,1.969906971487629610e+00,9.310451374838618621e-01,-3.463185592105554100e+00,-3.930913724233299877e+00,1.700208416828612012e+00,4.852350315295068661e+00,5.827063563344128116e-01
5.000000000000000104e-03,1.055178883444638505e+00,1.510581809160703504e+00,1.255382605792624728e+00,1.306276272394500504e+00,8.431928068965139911e-01,-4.779771829364921620e-01,-1.270691883074756223e+00,-2.337551999553982185e+00,-3.142841587367349199e+00,-3.559760249822986111e+00,-3.204791044789777388e+00,-2.277243303103244632e+00,-1.844481620507159914e+00,-1.985248675749251568e+00,-1.549922734488261566e+00,-1.912541171339047885e+00,-3.414913742549153142e+00,-3.589934452083002547e+00,-2.582770044100980655e+00,-7.691640592027935153e-01,5.480694361731810460e-01,1.797345638001565327e+00,3.421295935505086039e+00,5.918331994441372146e+00,7.149478070215055325e+00,6.485890170729893711e+00,5.906253309268215901e+00,6.656545810230017679e+00,1.029935965180361102e+01,1.089399508600144983e+01,6.746730827718300461e+00,3.605017405372644035e+00,2.038229440419235594e+00,9.631432938210217065e-01,-3.403350940128623492e+00,-3.981330691547603884e+00,1.613176131414034931e+00,4.862389408222283826e+00,6.755672529982162944e-01
6.000000000000000125e-03,1.059423207353923146e+00,1.555290899141783090e+00,1.281267043785636384e+00,1.327057746407355410e+00,8.784284118578042921e-01,-4.275575509798399954e-01,-1.218011541842349832e+00,-2.300840294019932397e+00,-3.116309169387979416e+00,-3.561158782049246518e+00,-3.251845283587864177e+00,-2.309337404015143314e+00,-1.867750523656017680e+00,-2.005765245511033967e+00,-1.561994977309785204e+00,-1.956858646272839231e+00,-3.534868451153200031e+00,-3.743731289318186661e+00,-2.708918657793581986e+00,-8.480100234577143681e-01,4.898224286335176592e-01,1.735205013357790538e+00,3.347187089669215077e+00,5.822240235739891467e+00,7.053688144505789737e+00,6.426584243932197182e+00,5.890323383906107324e+00,6.701946300265065659e+00,1.047962617853792189e+01,1.117717657585213331e+01,6.963222265192742455e+00,3.727974115751016448e+00,2.105963738455621126e+00,9.949587203633301069e-01,-3.342407773413095029e+00,-4.030466804792258273e+00,1.525610207073613056e+00,4.870856454310976247e+00,7.682221725580249405e-01
7.000000000000000146e-03,1.063072647891278866e+00,1.599188543745783786e+00,1.306486392474402569e+00,1.347180289988737734e+00,9.133605585577635466e-01,-3.767607469642387241e-01,-1.164506312723978088e+00,-2.262775887722539458e+00,-3.088092413095016475e+00,-3.560763548605864859e+00,-3.297239606713572080e+00,-2.340285193370559291e+00,-1.890092455547469630e+00,-2.025284280669940706e+00,-1.573295578729825284e+00,-2.000280952175503835e+00,-3.653281809127888025e+00,-3.895909433182387360e+00,-2.833875211850361175e+00,-9.265520109914374691e-01,4.311856207235174043e-01,1.671977167323422719e+00,3.271074922269601615e+00,5.722743010255591400e+00,6.953851989274113521e+00,6.363657266691398640e+00,5.871105911569452829e+00,6.743728975909348833e+00,1.065472490888569013e+01,1.145522373544549666e+01,7.176666264914542737e+00,3.849261646663804548e+00,2.172722193236674926e+00,1.026305632111519373e+00,-3.279769058722207919e+00,-4.077552733805537954e+00,1.437272382314546793e+00,4.876846694046697905e+00,8.604828638782637817e-01
8.000000000000000167e-03,1.066273720137714376e+00,1.640840819972585241e+00,1.330317072782574161e+00,1.366131175619794469e+00,9.466757469601689845e-01,-3.279091526189683026e-01,-1.112837838634668230e+00,-2.225638166931062756e+00,-3.060224402905004304e+00,-3.559494868862089767e+00,-3.339904736434051724e+00,-2.369365070262291706e+00,-1.911036566135737136e+00,-2.043488982145583943e+00,-1.583738925736198899e+00,-2.041436301223628735e+00,-3.765959599065515917e+00,-4.040896249228821624e+00,-2.952994839075572031e+00,-1.001646122125252392e+00,3.748168654536316313e-01,1.610864048244871505e+00,3.197163787853669170e+00,5.625732757703261200e+00,6.856199098527982372e+00,6.301575141551062131e+00,5.851063925787631348e+00,6.781962590828838344e+00,1.081990913994825299e+01,1.171905141552964835e+01,7.379638189132361248e+00,3.964629530451546202e+00,2.236194053341809429e+00,1.056104188748269390e+00,-3.218918498538965611e+00,-4.121644813973896149e+00,1.352259812360575353e+00,4.881356523346591203e+00,9.486750115222815083e-01
8.999999999999999320e-03,1.068922789206016688e+00,1.679452855337480788e+00,1.352288265087544961e+00,1.383525603993491337e+00,9.777658157065323152e-01,-2.818288555287546404e-01,-1.063845807316985637e+00,-2.189969967763203407e+00,-3.033059007589944400e+00,-3.557231661746627971e+00,-3.378960257381878218e+00,-2.395975763902964850e+00,-1.930141705059580159e+00,-2.059980575414113613e+00,-1.593080325469082403e+00,-2.079531841279360194e+00,-3.870803765649541539e+00,-4.176021221850326981e+00,-3.064094485417511393e+00,-1.071951894245530168e+00,3.216729948361308211e-01,1.552849920535993800e+00,3.126589067813913658e+00,5.532637690300774125e+00,6.762117752728101117e+00,6.241136670316860702e+00,5.830286036252066317e+00,6.815687969837892268e+00,1.097187079155163403e+01,1.196362528451547291e+01,7.568337063358575811e+00,4.071922349287114606e+00,2.295188879133152504e+00,1.083794677384619654e+00,-3.160787151681471396e+00,-4.161806438297903199e+00,1.272000841005199501e+00,4.884109007935788505e+00,1.031221372522808322e+00
