iter,time,x,y,z,roll,pitch,yaw
1.200000000000000000e+01,1.200000000000000372e-02,4.749974081363642853e+00,1.002646224672810726e-01,-3.382812838871145089e-04,9.379578220219536577e-04,-2.971605438650826159e-05,4.767981827971992659e-02
1.300000000000000000e+01,1.300000000000000461e-02,4.749969475897356297e+00,1.003077138328802714e-01,-3.947678749821096310e-04,1.098990923322402252e-03,-4.645490550814201924e-05,4.727106281626908268e-02
1.400000000000000000e+01,1.400000000000000550e-02,4.749964547754931488e+00,1.003526081823165467e-01,-4.550202296697425245e-04,1.270743996961837263e-03,-6.495918434312741851e-05,4.683882999398034097e-02
1.500000000000000000e+01,1.500000000000000638e-02,4.749959331880530655e+00,1.003987172397338701e-01,-5.190702759445093781e-04,1.451191431423262679e-03,-8.564847448577772582e-05,4.638956730279999996e-02
1.600000000000000000e+01,1.600000000000000727e-02,4.749953899561364601e+00,1.004457206182847312e-01,-5.870303001973188215e-04,1.639722680755725803e-03,-1.102571776419036809e-04,4.592771288125309381e-02
1.700000000000000000e+01,1.700000000000000816e-02,4.749948277787967577e+00,1.004935216152087890e-01,-6.587171284911571287e-04,1.832543812436335934e-03,-1.384069593981518409e-04,4.545398495608930778e-02
1.800000000000000000e+01,1.800000000000000905e-02,4.749942478113909239e+00,1.005419987631619161e-01,-7.340696817812168316e-04,2.032710868785259084e-03,-1.692455596880027002e-04,4.496839757503337531e-02
1.900000000000000000e+01,1.900000000000000994e-02,4.749936494006219867e+00,1.005907018046707513e-01,-8.131729575027878045e-04,2.236872382349121974e-03,-2.024159200155750682e-04,4.447480030669404005e-02
2.000000000000000000e+01,2.000000000000001082e-02,4.749930397994343245e+00,1.006391945423286693e-01,-8.960101349890362606e-04,2.445614529780759661e-03,-2.374499009594188692e-04,4.397623932623465071e-02
2.100000000000000000e+01,2.100000000000001171e-02,4.749924254430760939e+00,1.006868831971442085e-01,-9.827104429487817407e-04,2.660900850194467676e-03,-2.743728298635339513e-04,4.347604390013430631e-02
2.200000000000000000e+01,2.200000000000001260e-02,4.749918068192148013e+00,1.007334864613839004e-01,-1.073152398482635304e-03,2.882909335003114998e-03,-3.128759069699338369e-04,4.297637552144863149e-02
2.300000000000000000e+01,2.300000000000001349e-02,4.749911794563576706e+00,1.007786216932855805e-01,-1.167354229957909273e-03,3.115003616484007809e-03,-3.539495130207015450e-04,4.247870230867004798e-02
2.400000000000000000e+01,2.400000000000001438e-02,4.749905316847762293e+00,1.008219655938572129e-01,-1.265648581421040947e-03,3.358671046380566627e-03,-3.996234785204055839e-04,4.198484057606838293e-02
2.500000000000000000e+01,2.500000000000001527e-02,4.749898699648618106e+00,1.008631329178972663e-01,-1.367969587937341519e-03,3.615101232450724372e-03,-4.492080879578974617e-04,4.149679555085723781e-02
2.600000000000000000e+01,2.600000000000001615e-02,4.749891932629888736e+00,1.009020374352915111e-01,-1.474076235991515337e-03,3.885356737238651603e-03,-5.011727283732447802e-04,4.101478124757492599e-02
2.700000000000000000e+01,2.700000000000001704e-02,4.749884994456130549e+00,1.009386916946687085e-01,-1.583919193404157962e-03,4.171085259798059525e-03,-5.550596078298664082e-04,4.053806509311914941e-02
2.800000000000000000e+01,2.800000000000001793e-02,4.749877867216561356e+00,1.009731879653819886e-01,-1.697533786661433244e-03,4.475431841174170450e-03,-6.112303142036257242e-04,4.006493134067326545e-02
2.900000000000000000e+01,2.900000000000001882e-02,4.749870515427111251e+00,1.010053888868191474e-01,-1.814902656299435119e-03,4.790661045069189578e-03,-6.694661329746942613e-04,3.959819695781952031e-02
3.000000000000000000e+01,3.000000000000001971e-02,4.749862912330957698e+00,1.010350634493641792e-01,-1.936020665804208960e-03,5.119768022355242892e-03,-7.294878457460018950e-04,3.914159606320913309e-02
3.100000000000000000e+01,3.100000000000002059e-02,4.749855072478077034e+00,1.010622291805255979e-01,-2.061004972888560039e-03,5.461215246264205375e-03,-7.914181666262010140e-04,3.869528378836233073e-02
3.200000000000000000e+01,3.200000000000002148e-02,4.749846998817951693e+00,1.010868869511487578e-01,-2.190240728002510254e-03,5.815193169425098701e-03,-8.568850955601448049e-04,3.825858707545388981e-02
3.300000000000000000e+01,3.300000000000002237e-02,4.749838684902189634e+00,1.011089720644450102e-01,-2.323851449449200121e-03,6.182694665755113228e-03,-9.263343001166823854e-04,3.783170902857382889e-02
3.400000000000000000e+01,3.400000000000002326e-02,4.749830124605681547e+00,1.011284775072979619e-01,-2.462113869157425868e-03,6.564432460937916561e-03,-1.000767910209310330e-03,3.741441484467401823e-02
3.500000000000000000e+01,3.500000000000002415e-02,4.749821348901969387e+00,1.011452904682636766e-01,-2.605448207640567292e-03,6.964789017299485505e-03,-1.082544900884441219e-03,3.700779943311855585e-02
3.600000000000000000e+01,3.600000000000002504e-02,4.749812339719575505e+00,1.011592314069678783e-01,-2.753835526727610797e-03,7.385819868514996098e-03,-1.171609092005532204e-03,3.661304200387273389e-02
3.700000000000000000e+01,3.700000000000002592e-02,4.749803098405172896e+00,1.011703134401463061e-01,-2.907080036153615946e-03,7.827994239463146806e-03,-1.266896610896406372e-03,3.622958484031433418e-02
3.800000000000000000e+01,3.800000000000002681e-02,4.749793619280625379e+00,1.011785582663560917e-01,-3.065194923199073430e-03,8.284462092438120775e-03,-1.368745845474972356e-03,3.585676052087166665e-02
3.900000000000000000e+01,3.900000000000002770e-02,4.749783923253386497e+00,1.011839694482895985e-01,-3.228167994747714858e-03,8.758393278797333911e-03,-1.477017635958421948e-03,3.549513170391012384e-02
4.000000000000000000e+01,4.000000000000002859e-02,4.749774045223870367e+00,1.011864641466533599e-01,-3.395892276398893538e-03,9.252655093660099028e-03,-1.591252796673936487e-03,3.514543702575388673e-02
4.100000000000000000e+01,4.100000000000002948e-02,4.749763980878054959e+00,1.011860127746305599e-01,-3.568050508980142449e-03,9.767264401215150840e-03,-1.710593733740939371e-03,3.480809438826759639e-02
4.200000000000000000e+01,4.200000000000003036e-02,4.749753747933483261e+00,1.011826549971038408e-01,-3.744511971379608541e-03,1.030154391822910021e-02,-1.834395510187158962e-03,3.448327693204380345e-02
4.300000000000000000e+01,4.300000000000003125e-02,4.749743334421931529e+00,1.011765741095610599e-01,-3.925358701726575604e-03,1.085445094169878479e-02,-1.962476888615061199e-03,3.417080318916492637e-02
4.400000000000000000e+01,4.400000000000003214e-02,4.749732711649442329e+00,1.011677395269706542e-01,-4.110658119513245327e-03,1.142644470353036852e-02,-2.094564046325020357e-03,3.387070357283614164e-02
4.500000000000000000e+01,4.500000000000003303e-02,4.749721907063794824e+00,1.011562815487573042e-01,-4.300276354347202200e-03,1.201622972661355038e-02,-2.230108139552378077e-03,3.358254676421782575e-02
4.600000000000000000e+01,4.600000000000003392e-02,4.749710932950183206e+00,1.011424379944100282e-01,-4.494244384211408885e-03,1.262828923192251332e-02,-2.368626039548127338e-03,3.330461064010604988e-02
4.700000000000000000e+01,4.700000000000003481e-02,4.749699803040056345e+00,1.011263927382658884e-01,-4.692644009839675237e-03,1.326674493874335087e-02,-2.510032761854796846e-03,3.303507518826199335e-02
4.800000000000000000e+01,4.800000000000003569e-02,4.749688519975524770e+00,1.011081916705501432e-01,-4.895635603371800183e-03,1.393533046870241293e-02,-2.654189109178473061e-03,3.277175825564887512e-02
4.900000000000000000e+01,4.900000000000003658e-02,4.749677104903645919e+00,1.010881213630488162e-01,-5.102379902824346301e-03,1.462718736731647741e-02,-2.800043582703803935e-03,3.251128462117291312e-02
5.000000000000000000e+01,5.000000000000003747e-02,4.749665549260825514e+00,1.010661457930238233e-01,-5.312008430847374278e-03,1.534693511701286546e-02,-2.946533568183529184e-03,3.225424652380766422e-02
5.100000000000000000e+01,5.100000000000003836e-02,4.749653808778327324e+00,1.010423755590034722e-01,-5.524519622298061476e-03,1.609732052053082854e-02,-3.093657258325999138e-03,3.199951429947343884e-02
5.200000000000000000e+01,5.200000000000003925e-02,4.749641911632995317e+00,1.010170937703736144e-01,-5.739937175210852414e-03,1.687796017008392005e-02,-3.241559911647540204e-03,3.174667373262196612e-02
5.300000000000000000e+01,5.300000000000004013e-02,4.749629884915498756e+00,1.009903397730619184e-01,-5.958482706665362699e-03,1.769147054016302970e-02,-3.391343214142139573e-03,3.149395766112620537e-02
5.400000000000000000e+01,5.400000000000004102e-02,4.749617751915041985e+00,1.009621920574854670e-01,-6.180487630903009656e-03,1.853549957629862383e-02,-3.543786275569393851e-03,3.124211276711146013e-02
5.500000000000000000e+01,5.500000000000004191e-02,4.749605530926307217e+00,1.009329124237820785e-01,-6.405862344405152849e-03,1.940655320017004026e-02,-3.698248704292694811e-03,3.099076394717757699e-02
5.600000000000000000e+01,5.600000000000004280e-02,4.749593247957302644e+00,1.009028620707446283e-01,-6.634497066368469365e-03,2.030618501830238481e-02,-3.854100204413013486e-03,3.073854324669097332e-02
5.700000000000000000e+01,5.700000000000004369e-02,4.749580881239356955e+00,1.008723297439480665e-01,-6.866674294558155339e-03,2.123405233786644641e-02,-4.011633309473294773e-03,3.048438486398517139e-02
5.800000000000000000e+01,5.800000000000004458e-02,4.749568413369766873e+00,1.008416420759003923e-01,-7.102260681596482376e-03,2.218679590338327318e-02,-4.170977760237226661e-03,3.022702864893880154e-02
5.900000000000000000e+01,5.900000000000004546e-02,4.749555798605410217e+00,1.008111658030261676e-01,-7.340716664929341356e-03,2.316138316383780857e-02,-4.331626205649863337e-03,2.996464300263995337e-02
6.000000000000000000e+01,6.000000000000004635e-02,4.749543070611661477e+00,1.007809675264331878e-01,-7.581897273136579962e-03,2.414939727295361757e-02,-4.493554161752566500e-03,2.969996380498638247e-02
6.100000000000000000e+01,6.100000000000004724e-02,4.749530224795433853e+00,1.007511851061866637e-01,-7.825870793804598838e-03,2.514544552947870631e-02,-4.656862198554989618e-03,2.943236706417646370e-02
6.200000000000000000e+01,6.200000000000004813e-02,4.749517225862813774e+00,1.007220359707508978e-01,-8.072681205864960449e-03,2.614266376681242954e-02,-4.822496022068190058e-03,2.916084632098605439e-02
6.300000000000000000e+01,6.300000000000004208e-02,4.749504118855720769e+00,1.006937501731380025e-01,-8.322573060249976659e-03,2.713759703216240410e-02,-4.992151151752999283e-03,2.888610224767160228e-02
6.400000000000000000e+01,6.400000000000004297e-02,4.749490869981541685e+00,1.006666798733913681e-01,-8.575847805682984895e-03,2.812746158034713437e-02,-5.167132838528099015e-03,2.860490633158977933e-02
6.500000000000000000e+01,6.500000000000004385e-02,4.749477473553538331e+00,1.006409392191460195e-01,-8.832652844646333642e-03,2.911102258058545500e-02,-5.348784140471352089e-03,2.831901460291875311e-02
6.600000000000000000e+01,6.600000000000004474e-02,4.749463899874545980e+00,1.006167716269752849e-01,-9.092991375302379373e-03,3.009363988641079041e-02,-5.537868440766757772e-03,2.802627777977607926e-02
6.700000000000000000e+01,6.700000000000004563e-02,4.749450128932702242e+00,1.005942284480993154e-01,-9.357213985414159635e-03,3.107352618694533136e-02,-5.735778628166654514e-03,2.773063789155350706e-02
6.800000000000000000e+01,6.800000000000004652e-02,4.749436138788710515e+00,1.005737196041265880e-01,-9.625407321824208662e-03,3.205222480339942059e-02,-5.942608376875435638e-03,2.742885281068401654e-02
6.900000000000000000e+01,6.900000000000004741e-02,4.749421973213597603e+00,1.005553501382711046e-01,-9.897597758245293975e-03,3.302909887646573311e-02,-6.158460661229936406e-03,2.712112898161268826e-02
7.000000000000000000e+01,7.000000000000004829e-02,4.749407619259732982e+00,1.005393103495987039e-01,-1.017357037286339624e-02,3.400949209646813437e-02,-6.382395852738920183e-03,2.680627097783182256e-02
7.100000000000000000e+01,7.100000000000004918e-02,4.749393095281733146e+00,1.005255427768280974e-01,-1.045326307244167502e-02,3.499533311158509186e-02,-6.613806969853808226e-03,2.648409882375167210e-02
7.200000000000000000e+01,7.200000000000005007e-02,4.749378389129501166e+00,1.005142546927285246e-01,-1.073644582219182748e-02,3.598327664476853177e-02,-6.852302382994723828e-03,2.615356769974404652e-02
7.300000000000000000e+01,7.300000000000005096e-02,4.749363521869421234e+00,1.005055067124900059e-01,-1.102299881451454522e-02,3.697809507483917207e-02,-7.096615215168133872e-03,2.581443382643298229e-02
7.400000000000000000e+01,7.400000000000005185e-02,4.749348481845165004e+00,1.004993575734085265e-01,-1.131286782317906039e-02,3.797262600838638424e-02,-7.346447894093444120e-03,2.546798114598576579e-02
7.500000000000000000e+01,7.500000000000005274e-02,4.749333304830508418e+00,1.004960941334482188e-01,-1.160601039478517324e-02,3.895960694533597002e-02,-7.601855321631267870e-03,2.511325161099994818e-02
7.600000000000000000e+01,7.600000000000005362e-02,4.749318001104884779e+00,1.004958162349620376e-01,-1.190248223354246036e-02,3.994217555889063853e-02,-7.862911216598877928e-03,2.474830647725764776e-02
7.700000000000000000e+01,7.700000000000005451e-02,4.749302552143641165e+00,1.004983541567192884e-01,-1.220230880459349625e-02,4.092306658852901818e-02,-8.129669347393120304e-03,2.437530711396324740e-02
7.800000000000000000e+01,7.800000000000005540e-02,4.749286980221683052e+00,1.005035042497502140e-01,-1.250567030084157386e-02,4.189831696560383789e-02,-8.402522528198286267e-03,2.399507499708066968e-02
7.900000000000000000e+01,7.900000000000005629e-02,4.749271257758381992e+00,1.005114233943364410e-01,-1.281266744283087247e-02,4.286238577084785367e-02,-8.681361102807594321e-03,2.360837330071294954e-02
8.000000000000000000e+01,8.000000000000005718e-02,4.749255412484947314e+00,1.005223663603277418e-01,-1.312328466548777321e-02,4.380796296598530454e-02,-8.966641575531619779e-03,2.321340979184651626e-02
8.100000000000000000e+01,8.100000000000005806e-02,4.749239428516266237e+00,1.005364247923793419e-01,-1.343720914814927093e-02,4.472731658125226467e-02,-9.258107821233041435e-03,2.281044474625378710e-02
8.200000000000000000e+01,8.200000000000005895e-02,4.749223284162721548e+00,1.005534589481422714e-01,-1.375414334774808026e-02,4.561922620834463205e-02,-9.555291794819620321e-03,2.240148616967554962e-02
8.300000000000000000e+01,8.300000000000005984e-02,4.749206981008516237e+00,1.005731248438256759e-01,-1.407399351593050310e-02,4.648381390621041803e-02,-9.858418490663156675e-03,2.198814334594739045e-02
8.400000000000000000e+01,8.400000000000006073e-02,4.749190508489662399e+00,1.005955513756328079e-01,-1.439665016876096916e-02,4.731754192677586207e-02,-1.016713465030250063e-02,2.157127882000229452e-02
8.500000000000000000e+01,8.500000000000006162e-02,4.749173863355568237e+00,1.006205077725570302e-01,-1.472220088273899427e-02,4.812505548163193564e-02,-1.048149591132219172e-02,2.115159612478578061e-02
8.600000000000000000e+01,8.600000000000006251e-02,4.749157045704637703e+00,1.006478465276972323e-01,-1.505076184391827311e-02,4.890875589187654998e-02,-1.080153470511402425e-02,2.072953771746188084e-02
8.700000000000000000e+01,8.700000000000006339e-02,4.749140044811729133e+00,1.006774068767106178e-01,-1.538214390576680794e-02,4.966295518389549080e-02,-1.112663723060158816e-02,2.030603113086803038e-02
8.800000000000000000e+01,8.800000000000006428e-02,4.749122828299252141e+00,1.007090043653024597e-01,-1.571626672238803438e-02,5.038518186476546173e-02,-1.145660791474578666e-02,1.988153583102180572e-02
8.900000000000000000e+01,8.900000000000006517e-02,4.749105410878749822e+00,1.007424718068227337e-01,-1.605293398047317327e-02,5.107424766157304258e-02,-1.179116694487580830e-02,1.945851221990706897e-02
9.000000000000000000e+01,9.000000000000006606e-02,4.749087777571817881e+00,1.007776992200131172e-01,-1.639191033973476028e-02,5.172975524500045275e-02,-1.212991262192453235e-02,1.903651484520180182e-02
9.100000000000000000e+01,9.100000000000006695e-02,4.749069914291020211e+00,1.008143752304557772e-01,-1.673294923434855488e-02,5.234768848803430380e-02,-1.247271365885560535e-02,1.861787600919050795e-02
9.200000000000000000e+01,9.200000000000006783e-02,4.749051791580944482e+00,1.008525562496330186e-01,-1.707609683775037496e-02,5.292729076074711991e-02,-1.281941095607441738e-02,1.820315748638198783e-02
9.300000000000000000e+01,9.300000000000006872e-02,4.749033427954810982e+00,1.008921451243656453e-01,-1.742143521609157766e-02,5.346970350867234073e-02,-1.316990295349018680e-02,1.779329682718868572e-02
9.400000000000000000e+01,9.400000000000006961e-02,4.749014811572288330e+00,1.009331097126336813e-01,-1.776868537577457052e-02,5.397192832975609977e-02,-1.352407732050608935e-02,1.738863073610083174e-02
9.500000000000000000e+01,9.500000000000007050e-02,4.748995959187436888e+00,1.009752655640701047e-01,-1.811765555672768466e-02,5.443161859261433366e-02,-1.388177508998444942e-02,1.699054504387252640e-02
9.600000000000000000e+01,9.600000000000007139e-02,4.748976907960023475e+00,1.010185804151648575e-01,-1.846825518032404675e-02,5.484552975227245664e-02,-1.424282328055559432e-02,1.659884665052100902e-02
9.700000000000000000e+01,9.700000000000007228e-02,4.748957672906792382e+00,1.010626964906859715e-01,-1.882058162605223378e-02,5.522286528502105829e-02,-1.460699159421419147e-02,1.621397577695145309e-02
9.800000000000000000e+01,9.800000000000007316e-02,4.748938262936625243e+00,1.011073798300785864e-01,-1.917472527410055833e-02,5.557140293507281670e-02,-1.497411096981693390e-02,1.583625868095898601e-02
9.900000000000000000e+01,9.900000000000007405e-02,4.748918725950592723e+00,1.011524161374777464e-01,-1.953089274921561078e-02,5.589563694897613927e-02,-1.534423982680355181e-02,1.546639456487266390e-02
1.000000000000000000e+02,1.000000000000000749e-01,4.748899052112948382e+00,1.011977606183158823e-01,-1.988912872084633299e-02,5.619637996959148118e-02,-1.571739110098557823e-02,1.510508342967004092e-02
1.010000000000000000e+02,1.010000000000000758e-01,4.748879220722743710e+00,1.012439058181064111e-01,-2.024975633732630301e-02,5.647259451010409881e-02,-1.609455849569907393e-02,1.474844866718551251e-02
1.020000000000000000e+02,1.020000000000000767e-01,4.748859241129525621e+00,1.012911020903864701e-01,-2.061304992478038903e-02,5.672214449766539018e-02,-1.647603176837142414e-02,1.439422548673132546e-02
1.030000000000000000e+02,1.030000000000000776e-01,4.748839150326988445e+00,1.013394136189335604e-01,-2.097906402830350403e-02,5.693400318693798978e-02,-1.686235631723964623e-02,1.404227298841443858e-02
1.040000000000000000e+02,1.040000000000000785e-01,4.748819006495295092e+00,1.013883498194123184e-01,-2.134730855105228253e-02,5.710730178607296981e-02,-1.725249724716793054e-02,1.369501418985226426e-02
1.050000000000000000e+02,1.050000000000000794e-01,4.748798818955902945e+00,1.014379623536532660e-01,-2.171743980107849331e-02,5.723419919757653795e-02,-1.764589267985550158e-02,1.335158985593333167e-02
1.060000000000000000e+02,1.060000000000000803e-01,4.748778581785513708e+00,1.014884559181297857e-01,-2.208909293227286769e-02,5.731329798156963723e-02,-1.804182423700573246e-02,1.301003608024482033e-02
1.070000000000000000e+02,1.070000000000000812e-01,4.748758280346717875e+00,1.015399794215921248e-01,-2.246189250485859656e-02,5.734592894155424864e-02,-1.843970090170876652e-02,1.267003653112071943e-02
1.080000000000000000e+02,1.080000000000000820e-01,4.748737890558880181e+00,1.015927227892947510e-01,-2.283582413933849323e-02,5.733191548293131712e-02,-1.883971749261847961e-02,1.233053188852748297e-02
1.090000000000000000e+02,1.090000000000000829e-01,4.748717432049677889e+00,1.016465677573039628e-01,-2.321062780159189112e-02,5.727038779966189819e-02,-1.924181035168737175e-02,1.199201230447355729e-02
1.100000000000000000e+02,1.100000000000000838e-01,4.748696873667284990e+00,1.017012661703866755e-01,-2.358608535989703200e-02,5.716573555117036159e-02,-1.964503615896506794e-02,1.165467984143301466e-02
1.110000000000000000e+02,1.110000000000000847e-01,4.748676205424725794e+00,1.017567600053538995e-01,-2.396216785919120379e-02,5.701841574067829238e-02,-2.004911285836152857e-02,1.131809740753016852e-02
1.120000000000000000e+02,1.120000000000000856e-01,4.748655419417346479e+00,1.018131948506662693e-01,-2.433917894142704347e-02,5.682895292899553530e-02,-2.045419969888984113e-02,1.098125402864240374e-02
1.130000000000000000e+02,1.130000000000000865e-01,4.748634533959048554e+00,1.018704793641262152e-01,-2.471703363821318306e-02,5.659102596163128468e-02,-2.086024877248515708e-02,1.064547452050116499e-02
1.140000000000000000e+02,1.140000000000000874e-01,4.748613589316486028e+00,1.019284281846602053e-01,-2.509548927014334033e-02,5.630102160186666038e-02,-2.126703015123432294e-02,1.031309303593079540e-02
1.150000000000000000e+02,1.150000000000000883e-01,4.748592588765673916e+00,1.019868851294028766e-01,-2.547444152364738285e-02,5.595547401156938938e-02,-2.167487905932197201e-02,9.986276226885623664e-03
1.160000000000000000e+02,1.160000000000000892e-01,4.748571495458724812e+00,1.020451434600452151e-01,-2.585364637006325531e-02,5.556481100371171711e-02,-2.208338746016669241e-02,9.666934335433915310e-03
1.170000000000000000e+02,1.170000000000000900e-01,4.748550333840319659e+00,1.021029358499807721e-01,-2.623307376808513627e-02,5.513748389010195150e-02,-2.249260229539440381e-02,9.353913334818775294e-03
1.180000000000000000e+02,1.180000000000000909e-01,4.748529125132604278e+00,1.021603675790027504e-01,-2.661304093646784177e-02,5.467167292835357906e-02,-2.290338970531302643e-02,9.046848223135086492e-03
1.190000000000000000e+02,1.190000000000000918e-01,4.748507889137663973e+00,1.022177851865495035e-01,-2.699394815630666924e-02,5.416881900684148571e-02,-2.331617189923274047e-02,8.744490769446368328e-03
1.200000000000000000e+02,1.200000000000000927e-01,4.748486665905534920e+00,1.022753576077183868e-01,-2.737606697567623176e-02,5.363087837897656529e-02,-2.373159601672591990e-02,8.445060809413273278e-03
1.210000000000000000e+02,1.210000000000000936e-01,4.748465470819663636e+00,1.023333887242418444e-01,-2.775971177742363183e-02,5.305431969341753429e-02,-2.415080757301479863e-02,8.147029364510057631e-03
1.220000000000000000e+02,1.220000000000000945e-01,4.748444288530363266e+00,1.023920273053773450e-01,-2.814488297398614475e-02,5.243958267909889365e-02,-2.457405157862968537e-02,7.849010864251812492e-03
1.230000000000000000e+02,1.230000000000000954e-01,4.748423088499509781e+00,1.024513741597430083e-01,-2.853167126787493901e-02,5.178396706258383414e-02,-2.500155230828093877e-02,7.550613347407093834e-03
1.240000000000000000e+02,1.240000000000000963e-01,4.748401885431149161e+00,1.025118165842541229e-01,-2.892007738837083439e-02,5.108070924795243134e-02,-2.543330159975099036e-02,7.249867367303021448e-03
1.250000000000000000e+02,1.250000000000000833e-01,4.748380715258766038e+00,1.025733684176718397e-01,-2.930987565795241737e-02,5.032985566817143458e-02,-2.586854653415460170e-02,6.946796848544586900e-03
1.260000000000000000e+02,1.260000000000000842e-01,4.748359629072630206e+00,1.026359043116734648e-01,-2.970101335289123193e-02,4.952893999550554704e-02,-2.630753595818258184e-02,6.641550571965044308e-03
1.270000000000000000e+02,1.270000000000000850e-01,4.748338640217818707e+00,1.026992685188378579e-01,-3.009316987895476261e-02,4.867915665017122362e-02,-2.674990151157063956e-02,6.334426657548530154e-03
1.280000000000000000e+02,1.280000000000000859e-01,4.748317752595338170e+00,1.027634276409904041e-01,-3.048613925437530098e-02,4.778026546382427298e-02,-2.719549150005673432e-02,6.025867598996589164e-03
1.290000000000000000e+02,1.290000000000000868e-01,4.748296911244525020e+00,1.028285576955987601e-01,-3.087945603594051402e-02,4.683246987865105626e-02,-2.764357916693671591e-02,5.715179831328711518e-03
1.300000000000000000e+02,1.300000000000000877e-01,4.748276156765288469e+00,1.028944938218109839e-01,-3.127278195775665820e-02,4.583535867177131878e-02,-2.809438344210613003e-02,5.402938831528890373e-03
1.310000000000000000e+02,1.310000000000000886e-01,4.748255420214623435e+00,1.029610565650853765e-01,-3.166611534119432442e-02,4.479242585585577197e-02,-2.854797013032350783e-02,5.089905881707986607e-03
1.320000000000000000e+02,1.320000000000000895e-01,4.748234706203859012e+00,1.030280918835360243e-01,-3.205950438360612859e-02,4.370582817978189288e-02,-2.900485617132586569e-02,4.776896024611676506e-03
1.330000000000000000e+02,1.330000000000000904e-01,4.748214025428489471e+00,1.030949775550373537e-01,-3.245301077429305764e-02,4.258926863139557428e-02,-2.946542126987505839e-02,4.465069819830923964e-03
1.340000000000000000e+02,1.340000000000000913e-01,4.748193391800344720e+00,1.031613774923614280e-01,-3.284698383298976371e-02,4.145009519561430184e-02,-2.993089639183654782e-02,4.155518026213680938e-03
1.350000000000000000e+02,1.350000000000000921e-01,4.748172792286110777e+00,1.032274436777537302e-01,-3.324150789794724087e-02,4.029535009776011312e-02,-3.040176233390501359e-02,3.845921215474407823e-03
1.360000000000000000e+02,1.360000000000000930e-01,4.748152221119756433e+00,1.032929246288898928e-01,-3.363655487129885852e-02,3.912788721546939241e-02,-3.087788746799491335e-02,3.539494994036763292e-03
1.370000000000000000e+02,1.370000000000000939e-01,4.748131682455204228e+00,1.033577973462444233e-01,-3.403252046770455230e-02,3.794753964382290706e-02,-3.135954499340187773e-02,3.236974964006912592e-03
1.380000000000000000e+02,1.380000000000000948e-01,4.748111196399570133e+00,1.034220484084259761e-01,-3.443012373184661107e-02,3.675626467852714796e-02,-3.184848116075600366e-02,2.939011818079120125e-03
1.390000000000000000e+02,1.390000000000000957e-01,4.748090751769434625e+00,1.034857268241263367e-01,-3.482921740263589944e-02,3.554816061007076700e-02,-3.234418356012702667e-02,2.645467512892466649e-03
1.400000000000000000e+02,1.400000000000000966e-01,4.748070375893695072e+00,1.035487557376831708e-01,-3.522968637052541208e-02,3.432194701197302522e-02,-3.284655493147048411e-02,2.356196533245129981e-03
1.410000000000000000e+02,1.410000000000000975e-01,4.748050057383405687e+00,1.036110281572517056e-01,-3.563164850265478772e-02,3.308159042957662527e-02,-3.335602282163363519e-02,2.071132083387409659e-03
