iter,time,x,y,z,roll,pitch,yaw,fx,fz
0.000000000000000000e+00,0.000000000000000000e+00,4.750000000000000000e+00,1.000000000000000056e-01,-1.149999999999999981e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,-1.817757539683952928e-01,3.293414875864982605e+00
1.000000000000000000e+00,1.000000000000000021e-03,4.750000000000000000e+00,1.000000000000000056e-01,-1.149999999999999981e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,-1.817757539683952928e-01,3.293414875864982605e+00
2.000000000000000000e+00,2.000000000000000042e-03,4.750163977990862207e+00,1.000059587138253242e-01,-1.152214659525930759e-02,-4.893345736713926308e-04,-5.659114309808366272e-05,5.002190933171815623e-02,-1.817757539683952928e-01,3.293414875864982605e+00
3.000000000000000000e+00,3.000000000000000062e-03,4.750488793361610895e+00,1.000148939284593724e-01,-1.153248307423324071e-02,-5.921621212129218881e-04,-5.692521410338713395e-05,5.010171278050200988e-02,-1.817757539683952928e-01,3.293414875864982605e+00
4.000000000000000000e+00,4.000000000000000083e-03,4.750963319036904942e+00,1.000250910699073403e-01,-1.153231331890857726e-02,-3.345455792456986099e-04,-5.391080795114078228e-06,5.026461324083929261e-02,-1.817757539683952928e-01,3.293414875864982605e+00
5.000000000000000000e+00,5.000000000000000104e-03,4.751575054694937350e+00,1.000369296643672523e-01,-1.152314191899793915e-02,2.558055807504802659e-04,9.278681851720982365e-05,5.051293798626405734e-02,-1.817757539683952928e-01,3.293414875864982605e+00
6.000000000000000000e+00,6.000000000000000125e-03,4.752311837405235551e+00,1.000522955462308100e-01,-1.153245064211084504e-02,4.967075040370125261e-04,1.464686442593787774e-04,5.083332679649774088e-02,-1.817757539683952928e-01,3.293414875864982605e+00
7.000000000000000000e+00,7.000000000000000146e-03,4.753161563281874002e+00,1.000738666667951998e-01,-1.155903366435402820e-02,4.301781197755330521e-04,1.599166738783797115e-04,5.120058797977854181e-02,-1.817757539683952928e-01,3.293414875864982605e+00
8.000000000000000000e+00,8.000000000000000167e-03,4.754112725352193536e+00,1.001045349609290536e-01,-1.160172357757119875e-02,9.540002328952204569e-05,1.373419674428610904e-04,5.158564576027527271e-02,-1.817757539683952928e-01,3.293414875864982605e+00
9.000000000000000000e+00,9.000000000000001055e-03,4.755154769101506140e+00,1.001476000030406543e-01,-1.163991624711790962e-02,-2.063212199282724035e-04,1.172640902078470049e-04,5.194943837879746618e-02,-1.817757539683952928e-01,3.293414875864982605e+00
1.000000000000000000e+01,1.000000000000000194e-02,4.756278902244571505e+00,1.002049027340501941e-01,-1.169231812037452821e-02,-7.142903142121938276e-04,6.781027353297552906e-05,5.227169362092522198e-02,-1.817757539683952928e-01,3.293414875864982605e+00
1.100000000000000000e+01,1.100000000000000283e-02,4.757474360395052670e+00,1.002782123959904959e-01,-1.173921645006628829e-02,-1.171683864737066427e-03,2.368853016854188809e-05,5.252771468804965510e-02,-1.817757539683952928e-01,3.293414875864982605e+00
1.200000000000000000e+01,1.200000000000000372e-02,4.758734063032656891e+00,1.003686650478829850e-01,-1.178120417417057725e-02,-1.583483307787323519e-03,-1.575111521767702527e-05,5.269928188045461259e-02,-1.817757539683952928e-01,3.293414875864982605e+00
1.300000000000000000e+01,1.300000000000000461e-02,4.760051171907577761e+00,1.004763650688619142e-01,-1.181881155914573517e-02,-1.954273945230216442e-03,-5.109281828463707598e-05,5.277866893299983098e-02,-1.817757539683952928e-01,3.293414875864982605e+00
1.400000000000000000e+01,1.400000000000000550e-02,4.761419263452434159e+00,1.006006886998530303e-01,-1.185251213111576316e-02,-2.288124340541649454e-03,-8.284964738325406586e-05,5.276618141548189422e-02,-1.817757539683952928e-01,3.293414875864982605e+00
1.500000000000000000e+01,1.500000000000000638e-02,4.762832305326569760e+00,1.007405944086108979e-01,-1.188272832899078119e-02,-2.588667903680810095e-03,-1.114661733341293370e-04,5.266696399485609748e-02,-1.817757539683952928e-01,3.293414875864982605e+00
1.600000000000000000e+01,1.600000000000000727e-02,4.764284632574821821e+00,1.008948373020765038e-01,-1.190983684213553495e-02,-2.859162757261255600e-03,-1.373252413632286562e-04,5.248871322926243477e-02,-1.817757539683952928e-01,3.293414875864982605e+00
1.700000000000000000e+01,1.700000000000000816e-02,4.765770924842033018e+00,1.010621013757962566e-01,-1.193417350005843147e-02,-3.102536659928815943e-03,-1.607558689940002949e-04,5.224025260438992097e-02,-1.817757539683952928e-01,3.293414875864982605e+00
1.800000000000000000e+01,1.800000000000000905e-02,4.767286185094743445e+00,1.012410777100272580e-01,-1.195603768461196703e-02,-3.321424087487249988e-03,-1.820408824000363524e-04,5.193068679324729792e-02,-1.817757539683952928e-01,3.293414875864982605e+00
1.900000000000000000e+01,1.900000000000000994e-02,4.768825719956325315e+00,1.014305094924365658e-01,-1.197569628501873006e-02,-3.518198130368306586e-03,-2.014237824305986635e-04,5.156891254447921319e-02,-1.817757539683952928e-01,3.293414875864982605e+00
