iter,u_fl,u_bd,u_in,div_fl,div_bd,div_in,p_fl,p_bd,p_in,nin,nbd
173,1.460838e-01,1.394628e-01,9.042820e-02,5.580502e-01,6.857872e+01,3.186277e+01,8.230350e+00,7.131863e+00,4.061838e+00,5027,5439
174,1.459364e-01,1.428591e-01,8.749077e-02,4.039917e-01,7.841869e+01,3.149415e+01,8.067791e+00,6.312344e+00,4.062468e+00,4980,5501
175,1.456327e-01,1.332915e-01,8.791135e-02,7.670603e-01,6.649538e+01,2.481726e+01,7.915100e+00,6.626058e+00,4.238853e+00,4958,5535
176,1.448130e-01,1.373240e-01,8.594146e-02,4.034100e-01,5.665542e+01,2.454208e+01,7.898144e+00,6.308215e+00,4.123123e+00,4960,5597
177,1.437008e-01,1.385005e-01,8.617107e-02,4.486694e-01,6.117732e+01,2.424441e+01,7.865273e+00,6.242564e+00,3.424990e+00,4998,5543
178,1.432939e-01,1.300747e-01,8.579011e-02,4.953461e-01,4.698294e+01,3.133448e+01,7.786843e+00,6.032433e+00,3.588556e+00,4988,5488
179,1.426817e-01,1.320510e-01,8.543716e-02,4.271393e-01,5.509518e+01,2.944867e+01,7.748309e+00,5.728589e+00,3.527663e+00,5034,5476
180,1.415148e-01,1.338737e-01,8.497483e-02,4.265938e-01,6.180662e+01,2.911902e+01,7.686268e+00,5.758476e+00,3.822177e+00,5039,5465
181,1.403352e-01,1.245261e-01,8.441029e-02,4.449806e-01,5.394834e+01,2.862276e+01,7.844183e+00,5.753334e+00,4.029763e+00,5029,5474
182,1.398395e-01,1.261882e-01,8.361916e-02,4.334869e-01,5.094570e+01,2.937162e+01,7.958719e+00,5.746409e+00,4.126486e+00,5042,5406
183,1.391145e-01,1.264998e-01,8.266802e-02,5.561066e-01,5.126651e+01,2.752951e+01,7.946000e+00,5.445315e+00,3.663866e+00,5035,5465
184,1.387309e-01,1.239655e-01,8.151930e-02,4.418373e-01,4.450833e+01,2.180910e+01,7.900753e+00,5.234116e+00,2.929074e+00,5023,5486
185,1.386346e-01,1.184593e-01,8.053013e-02,4.448013e-01,4.349632e+01,2.144523e+01,7.765699e+00,5.007559e+00,2.997286e+00,5006,5516
186,1.384166e-01,1.190685e-01,7.933376e-02,5.732403e-01,4.258801e+01,2.108516e+01,7.879244e+00,4.917692e+00,3.166839e+00,4999,5528
187,1.377560e-01,1.174950e-01,7.797474e-02,4.501514e-01,3.604411e+01,2.073067e+01,8.020209e+00,5.170880e+00,3.509221e+00,4982,5494
188,1.364925e-01,1.146948e-01,7.572668e-02,4.532890e-01,3.533308e+01,2.940511e+01,7.986925e+00,4.896430e+00,3.341757e+00,5013,5466
189,1.365380e-01,1.103344e-01,7.346161e-02,4.572983e-01,3.772174e+01,2.487809e+01,7.985235e+00,4.816409e+00,3.474248e+00,5010,5491
190,1.362321e-01,1.110164e-01,7.208128e-02,5.286026e-01,3.939940e+01,2.449136e+01,7.860163e+00,4.494721e+00,3.179337e+00,5004,5515
191,1.354304e-01,1.110263e-01,7.066040e-02,4.555817e-01,3.960830e+01,1.478857e+01,7.912212e+00,4.414822e+00,2.583124e+00,4983,5534
192,1.341107e-01,1.066415e-01,6.906392e-02,4.602280e-01,3.691351e+01,2.318567e+01,7.966576e+00,4.423154e+00,2.597899e+00,5015,5491
193,1.335075e-01,1.037554e-01,6.860246e-02,4.646606e-01,3.590728e+01,2.165918e+01,7.950618e+00,4.168426e+00,2.545878e+00,5009,5480
194,1.331811e-01,1.009869e-01,6.818589e-02,4.665146e-01,3.325113e+01,2.048378e+01,7.885642e+00,4.085985e+00,2.459084e+00,4993,5506
195,1.323781e-01,1.012509e-01,6.822798e-02,4.656372e-01,3.306948e+01,2.844036e+01,7.805149e+00,4.019767e+00,2.501546e+00,4999,5521
196,1.311285e-01,1.015668e-01,6.788857e-02,4.626350e-01,3.294045e+01,2.832927e+01,7.757055e+00,3.978686e+00,2.289591e+00,4997,5543
197,1.304820e-01,9.877864e-02,6.754452e-02,4.608154e-01,2.999492e+01,1.431148e+01,7.744908e+00,3.900902e+00,2.147322e+00,4986,5526
198,1.300344e-01,9.542405e-02,6.590991e-02,4.652214e-01,3.330061e+01,2.041633e+01,7.767837e+00,3.682359e+00,2.263354e+00,4997,5498
199,1.294016e-01,9.267873e-02,6.606524e-02,4.675484e-01,3.308139e+01,1.477177e+01,7.706852e+00,3.399406e+00,2.160372e+00,4999,5488
200,1.286121e-01,9.022378e-02,6.649835e-02,4.682961e-01,3.540145e+01,2.303226e+01,7.660248e+00,3.310633e+00,2.210977e+00,4988,5479
201,1.285019e-01,9.099480e-02,6.956862e-02,4.671097e-01,3.434144e+01,2.227180e+01,7.577688e+00,3.225927e+00,2.256416e+00,4986,5504
202,1.281735e-01,9.033832e-02,7.027595e-02,4.642448e-01,3.241497e+01,2.156162e+01,7.476187e+00,3.168188e+00,2.504872e+00,4986,5511
203,1.276684e-01,8.913592e-02,6.788512e-02,4.646416e-01,3.286780e+01,2.094489e+01,7.451182e+00,3.279406e+00,2.147050e+00,4995,5538
204,1.270513e-01,8.768624e-02,6.834859e-02,4.668007e-01,3.239251e+01,3.098467e+01,7.408553e+00,3.396041e+00,2.240062e+00,5001,5497
205,1.261777e-01,8.611403e-02,6.988082e-02,4.675102e-01,3.329327e+01,2.997561e+01,7.422768e+00,3.770919e+00,2.424287e+00,5027,5490
206,1.260369e-01,8.418657e-02,7.114054e-02,4.665909e-01,3.157634e+01,2.146840e+01,7.356063e+00,3.895783e+00,2.567762e+00,5032,5489
207,1.256479e-01,8.375093e-02,7.246298e-02,4.641571e-01,3.582574e+01,2.889199e+01,7.281352e+00,4.116936e+00,2.691038e+00,5014,5495
208,1.251436e-01,8.284654e-02,7.346560e-02,4.603653e-01,3.482732e+01,2.827417e+01,7.169832e+00,4.324914e+00,2.867224e+00,4995,5525
209,1.245267e-01,8.100072e-02,7.505504e-02,4.553299e-01,3.475214e+01,1.676871e+01,7.083250e+00,4.676802e+00,2.984776e+00,4992,5517
210,1.237331e-01,8.079052e-02,7.659496e-02,4.495163e-01,3.402239e+01,2.073788e+01,7.095531e+00,5.058790e+00,3.168904e+00,4979,5539
211,1.234332e-01,8.220411e-02,7.796907e-02,4.478760e-01,3.363652e+01,3.395240e+01,7.090789e+00,5.514175e+00,3.387669e+00,4993,5516
212,1.230280e-01,8.363943e-02,8.315120e-02,6.311264e-01,4.449861e+01,3.355878e+01,6.971690e+00,6.089711e+00,3.520469e+00,5005,5525
213,1.228574e-01,8.502217e-02,8.510680e-02,4.427834e-01,4.461447e+01,2.374697e+01,6.866945e+00,6.496268e+00,3.604766e+00,5026,5490
214,1.227929e-01,8.718541e-02,8.713081e-02,4.387665e-01,4.412840e+01,2.310691e+01,6.821504e+00,6.385787e+00,3.635010e+00,5027,5504
215,1.227174e-01,9.103135e-02,8.925832e-02,4.336319e-01,4.013956e+01,1.842805e+01,6.743251e+00,6.610708e+00,3.640016e+00,5031,5502
216,1.225782e-01,9.454557e-02,9.221812e-02,4.993019e-01,4.650410e+01,1.975789e+01,6.661085e+00,6.938388e+00,3.922494e+00,5043,5490
217,1.223349e-01,9.577040e-02,9.471770e-02,5.310917e-01,4.542790e+01,2.376542e+01,6.657034e+00,7.317409e+00,4.099025e+00,5011,5512
218,1.227989e-01,9.948210e-02,9.616792e-02,5.513916e-01,5.020695e+01,2.606675e+01,6.788745e+00,7.474198e+00,4.134701e+00,4991,5514
219,1.233761e-01,1.030861e-01,9.815209e-02,5.902405e-01,5.441486e+01,2.764862e+01,7.551386e+00,8.197488e+00,4.129560e+00,4988,5481
220,1.249723e-01,1.065941e-01,1.010318e-01,6.074104e-01,5.870926e+01,3.091072e+01,7.944480e+00,9.054469e+00,4.039432e+00,4988,5531
221,1.266263e-01,1.107304e-01,1.045259e-01,6.735916e-01,6.423665e+01,3.060812e+01,9.071198e+00,9.572280e+00,4.006270e+00,4978,5560
222,1.287182e-01,1.164268e-01,1.056916e-01,6.864243e-01,7.233949e+01,2.968973e+01,9.533191e+00,1.001275e+01,4.193617e+00,4989,5551
223,1.313228e-01,1.221060e-01,1.078842e-01,1.279606e+00,7.677005e+01,3.514047e+01,1.056576e+01,1.055578e+01,3.978625e+00,4990,5549
224,1.349374e-01,1.161183e-01,1.098957e-01,7.214890e-01,7.297784e+01,3.014267e+01,1.123095e+01,1.275764e+01,4.210820e+00,4976,5559
225,1.391454e-01,1.157039e-01,1.137935e-01,7.460228e-01,7.753678e+01,6.740051e+01,1.189717e+01,1.456401e+01,3.910047e+00,4987,5541
226,1.432906e-01,1.153163e-01,1.141305e-01,1.666079e+00,7.732177e+01,3.386123e+01,1.315969e+01,1.703690e+01,3.979915e+00,4986,5536
227,1.478361e-01,1.325132e-01,1.145862e-01,9.512744e-01,7.595447e+01,3.292175e+01,1.618950e+01,1.688659e+01,4.147522e+00,4953,5583
228,1.521814e-01,1.375056e-01,1.168526e-01,9.326477e-01,8.273549e+01,8.400394e+01,1.647916e+01,1.617149e+01,4.527521e+00,4956,5572
229,1.554914e-01,1.355250e-01,1.169107e-01,9.549751e-01,9.579298e+01,8.890592e+01,1.706903e+01,1.901684e+01,4.402153e+00,4974,5579
230,1.549325e-01,1.288848e-01,1.157288e-01,9.923172e-01,8.815904e+01,3.052629e+01,1.802126e+01,2.038279e+01,4.541345e+00,4973,5549
231,1.543974e-01,1.437051e-01,1.164325e-01,1.032705e+00,9.641096e+01,9.756506e+01,1.859266e+01,1.867661e+01,5.379381e+00,4994,5533
232,1.586882e-01,1.405063e-01,1.168862e-01,1.101343e+00,9.844914e+01,1.005709e+02,1.841882e+01,2.157880e+01,4.016442e+00,4991,5550
233,1.553362e-01,1.358901e-01,1.146702e-01,1.086800e+00,1.235844e+02,3.353492e+01,1.957386e+01,2.109967e+01,3.859714e+00,4983,5483
234,1.549787e-01,1.399584e-01,1.129772e-01,1.053471e+00,1.113542e+02,8.276579e+01,1.824107e+01,2.011366e+01,3.969044e+00,4975,5508
235,1.538654e-01,1.291205e-01,1.142671e-01,1.074585e+00,1.029175e+02,2.675030e+01,1.817068e+01,2.293975e+01,4.893404e+00,4994,5507
236,1.527337e-01,1.378748e-01,1.137936e-01,1.017113e+00,7.880482e+01,2.622914e+01,1.827530e+01,1.805291e+01,4.082255e+00,5005,5489
237,1.510173e-01,1.305452e-01,1.130067e-01,1.063396e+00,8.334595e+01,8.271899e+01,1.707062e+01,2.145645e+01,3.769273e+00,5013,5435
238,1.493253e-01,1.317859e-01,1.159909e-01,1.003038e+00,8.655585e+01,7.149299e+01,1.692046e+01,1.788057e+01,4.432267e+00,5031,5447
239,1.472950e-01,1.298196e-01,1.143055e-01,9.225092e-01,8.714084e+01,3.286320e+01,1.540062e+01,1.817005e+01,3.462086e+00,4998,5458
240,1.453093e-01,1.265290e-01,1.136062e-01,8.837833e-01,7.922501e+01,7.951599e+01,1.557180e+01,1.665787e+01,3.418312e+00,4993,5467
241,1.436134e-01,1.328548e-01,1.097017e-01,1.001526e+00,9.180110e+01,6.819991e+01,1.432241e+01,1.595345e+01,3.272578e+00,4984,5493
242,1.430988e-01,1.322291e-01,1.181190e-01,9.352760e-01,9.655908e+01,5.725685e+01,1.351440e+01,1.521144e+01,3.258928e+00,4986,5493
243,1.467334e-01,1.365048e-01,1.142397e-01,8.566666e-01,1.256152e+02,3.711966e+01,1.372847e+01,1.526066e+01,3.055871e+00,4983,5520
244,1.497814e-01,1.364651e-01,1.136017e-01,8.341331e-01,1.135930e+02,3.670921e+01,1.312828e+01,1.410587e+01,3.129006e+00,4974,5548
245,1.519348e-01,1.392261e-01,1.088700e-01,8.520041e-01,9.634605e+01,3.618732e+01,1.253804e+01,1.487256e+01,2.885907e+00,4981,5534
246,1.536473e-01,1.396711e-01,1.076580e-01,8.721619e-01,1.166999e+02,3.790505e+01,1.242255e+01,1.426664e+01,3.028278e+00,4983,5522
247,1.565347e-01,1.406095e-01,1.137819e-01,8.241730e-01,9.913762e+01,3.632181e+01,1.212936e+01,1.435637e+01,2.771250e+00,4984,5496
248,1.578392e-01,1.416506e-01,1.130054e-01,8.783188e-01,7.800880e+01,3.467175e+01,1.191703e+01,1.370337e+01,2.892117e+00,4987,5498
249,1.578883e-01,1.398491e-01,1.088263e-01,9.458656e-01,9.929201e+01,3.294236e+01,1.167484e+01,1.348199e+01,3.031340e+00,4985,5498
250,1.601194e-01,1.439441e-01,1.083349e-01,6.907997e-01,1.042764e+02,3.394583e+01,1.109631e+01,1.216317e+01,2.899252e+00,4960,5469
251,1.607064e-01,1.424076e-01,1.080927e-01,6.609192e-01,9.044434e+01,3.340721e+01,1.059146e+01,1.166437e+01,2.984276e+00,4946,5563
252,1.618674e-01,1.453709e-01,1.124324e-01,7.809525e-01,1.069465e+02,3.283815e+01,1.022086e+01,1.092864e+01,2.718268e+00,4955,5544
253,1.617140e-01,1.433016e-01,1.042149e-01,6.688042e-01,1.008700e+02,3.966359e+01,9.984411e+00,1.065773e+01,2.784935e+00,4960,5538
254,1.633772e-01,1.417914e-01,1.037242e-01,1.177764e+00,9.655295e+01,3.759396e+01,9.766368e+00,9.955405e+00,2.901705e+00,4960,5536
255,1.643223e-01,1.442690e-01,1.031317e-01,6.471702e-01,8.086262e+01,3.545184e+01,9.760225e+00,9.589289e+00,2.800938e+00,4952,5558
256,1.633368e-01,1.433275e-01,1.075991e-01,7.240314e-01,7.334841e+01,2.679822e+01,9.587240e+00,9.208102e+00,2.689375e+00,4957,5497
257,1.638160e-01,1.410327e-01,1.066230e-01,6.928883e-01,6.341265e+01,3.646804e+01,9.242001e+00,8.986889e+00,2.728710e+00,4980,5482
258,1.641877e-01,1.413146e-01,1.007062e-01,1.238945e+00,9.329969e+01,2.920638e+01,9.159593e+00,8.142127e+00,2.690829e+00,4976,5487
259,1.626934e-01,1.419874e-01,1.002079e-01,1.040768e+00,8.491349e+01,3.419471e+01,9.125659e+00,8.133677e+00,3.396187e+00,4975,5495
260,1.621951e-01,1.386316e-01,9.969836e-02,4.221344e-01,7.456241e+01,3.205962e+01,9.055232e+00,7.600606e+00,3.613355e+00,4989,5525
261,1.620671e-01,1.380024e-01,1.029022e-01,8.822775e-01,6.170670e+01,2.264511e+01,8.791033e+00,7.246047e+00,3.469847e+00,4976,5495
262,1.611609e-01,1.378841e-01,1.019488e-01,6.044750e-01,8.463383e+01,3.293382e+01,8.575899e+00,6.988034e+00,3.200728e+00,4974,5506
263,1.603829e-01,1.353329e-01,9.525801e-02,4.427643e-01,7.939778e+01,3.211932e+01,8.625643e+00,6.256934e+00,3.331609e+00,4969,5516
264,1.593700e-01,1.345237e-01,9.419657e-02,6.089802e-01,6.913892e+01,3.127819e+01,8.706495e+00,6.264686e+00,3.541771e+00,4977,5507
265,1.596163e-01,1.335074e-01,9.453095e-02,1.111734e+00,5.724313e+01,2.477761e+01,8.718545e+00,6.131425e+00,3.820975e+00,5002,5520
266,1.587791e-01,1.289527e-01,9.452341e-02,4.661465e-01,6.253294e+01,3.171397e+01,8.686538e+00,6.199409e+00,4.014151e+00,4995,5513
267,1.581442e-01,1.299440e-01,9.441721e-02,4.603004e-01,5.191831e+01,2.302929e+01,8.566739e+00,5.895529e+00,3.169182e+00,4984,5508
268,1.572139e-01,1.293334e-01,9.293490e-02,4.667892e-01,4.599839e+01,2.233052e+01,8.634359e+00,5.510187e+00,3.146438e+00,4965,5485
269,1.559892e-01,1.265475e-01,9.411611e-02,4.731522e-01,5.082206e+01,2.733415e+01,8.688527e+00,5.652733e+00,3.506625e+00,4983,5510
270,1.559421e-01,1.234840e-01,9.338836e-02,4.824333e-01,5.320026e+01,2.654082e+01,8.598805e+00,5.458893e+00,3.591486e+00,4995,5512
271,1.553050e-01,1.247088e-01,9.191288e-02,4.860954e-01,4.967297e+01,2.575008e+01,8.493592e+00,5.550097e+00,3.771059e+00,4987,5484
272,1.541626e-01,1.233507e-01,9.039936e-02,4.825630e-01,3.960819e+01,3.015466e+01,8.418465e+00,5.380784e+00,3.045257e+00,5010,5474
273,1.525947e-01,1.198252e-01,8.816886e-02,4.903488e-01,3.401497e+01,2.810167e+01,8.536971e+00,5.269067e+00,3.056981e+00,5009,5516
274,1.515562e-01,1.175114e-01,8.717984e-02,4.942970e-01,3.061754e+01,2.612122e+01,8.509612e+00,4.831951e+00,2.940824e+00,4987,5551
275,1.507678e-01,1.188386e-01,8.580700e-02,4.933434e-01,4.620701e+01,2.420493e+01,8.408095e+00,4.928239e+00,3.234627e+00,5001,5529
276,1.495437e-01,1.176887e-01,8.524748e-02,4.874115e-01,4.221343e+01,2.228228e+01,8.245137e+00,4.917381e+00,3.364951e+00,5000,5526
277,1.490289e-01,1.148708e-01,8.485804e-02,4.813766e-01,3.310985e+01,2.150909e+01,8.205420e+00,4.840953e+00,3.253758e+00,4988,5489
278,1.486357e-01,1.111846e-01,8.475580e-02,4.750967e-01,3.703143e+01,2.090464e+01,8.276753e+00,4.587422e+00,2.389573e+00,4981,5487
279,1.480251e-01,1.109367e-01,8.469364e-02,4.713669e-01,3.538265e+01,2.640332e+01,8.276727e+00,4.358028e+00,2.539689e+00,4996,5512
280,1.471228e-01,1.122118e-01,8.453623e-02,4.772186e-01,3.009886e+01,2.038258e+01,8.125137e+00,4.054126e+00,2.614971e+00,4981,5565
281,1.464990e-01,1.111805e-01,8.440465e-02,4.812889e-01,3.180658e+01,2.369255e+01,8.050836e+00,4.028835e+00,2.640186e+00,4970,5545
282,1.458981e-01,1.086484e-01,8.400108e-02,4.829788e-01,3.465915e+01,2.318252e+01,8.070012e+00,3.979871e+00,2.431576e+00,4976,5509
283,1.449397e-01,1.053689e-01,8.358975e-02,4.809475e-01,3.310804e+01,1.859741e+01,7.991540e+00,3.811507e+00,2.380876e+00,4980,5531
284,1.438092e-01,1.024937e-01,8.363694e-02,4.757462e-01,3.150938e+01,1.830946e+01,7.934597e+00,3.700562e+00,2.577231e+00,4989,5514
285,1.426038e-01,1.027604e-01,8.327331e-02,4.773407e-01,3.142669e+01,2.211396e+01,7.888474e+00,3.562658e+00,2.391765e+00,4997,5473
286,1.420105e-01,1.042058e-01,8.192862e-02,4.785614e-01,3.082579e+01,2.092349e+01,7.849130e+00,3.407173e+00,1.978204e+00,4987,5457
287,1.415386e-01,1.040054e-01,8.360606e-02,4.766159e-01,2.955056e+01,1.980835e+01,7.782640e+00,3.491880e+00,2.034519e+00,5005,5456
288,1.409323e-01,1.029664e-01,8.366756e-02,4.720230e-01,3.284934e+01,2.241712e+01,7.763391e+00,3.255606e+00,2.236125e+00,4999,5489
289,1.404250e-01,1.015614e-01,8.370599e-02,4.653625e-01,3.244864e+01,2.260384e+01,7.715303e+00,3.244624e+00,2.214499e+00,5010,5523
290,1.398694e-01,9.934469e-02,8.357836e-02,4.567566e-01,3.290866e+01,2.290530e+01,7.697090e+00,3.198245e+00,2.206637e+00,5010,5497
291,1.392906e-01,9.793446e-02,8.413421e-02,4.539375e-01,3.099568e+01,2.518907e+01,7.654283e+00,3.105619e+00,2.281518e+00,5005,5504
292,1.386312e-01,9.631048e-02,8.477965e-02,4.513283e-01,3.271860e+01,2.447548e+01,7.596548e+00,3.204010e+00,2.367349e+00,5000,5513
293,1.380118e-01,9.558909e-02,8.538320e-02,4.467964e-01,3.145518e+01,2.375453e+01,7.501626e+00,3.287388e+00,2.428827e+00,4993,5534
294,1.374009e-01,9.473577e-02,8.604267e-02,4.399223e-01,3.013467e+01,2.299636e+01,7.370317e+00,3.624310e+00,2.580891e+00,5001,5529
295,1.367266e-01,9.386286e-02,8.659413e-02,4.352798e-01,3.545892e+01,2.584593e+01,7.353522e+00,3.992130e+00,2.623323e+00,4992,5550
296,1.360062e-01,9.399644e-02,8.788647e-02,4.348984e-01,3.590402e+01,2.647196e+01,7.323513e+00,4.414330e+00,2.621274e+00,4986,5570
297,1.355928e-01,9.382037e-02,8.913676e-02,4.330139e-01,3.613215e+01,3.097894e+01,7.261303e+00,4.710947e+00,2.910409e+00,4981,5572
298,1.353772e-01,9.411055e-02,9.020550e-02,4.295731e-01,3.448682e+01,2.966466e+01,7.191051e+00,4.965834e+00,2.953566e+00,4981,5558
299,1.351514e-01,9.444281e-02,9.347080e-02,4.241600e-01,3.333519e+01,3.392901e+01,7.090856e+00,5.204982e+00,2.951857e+00,4989,5538
300,1.349425e-01,9.637740e-02,9.491421e-02,4.705925e-01,3.282713e+01,3.305171e+01,6.992403e+00,5.705413e+00,3.050379e+00,5000,5531
301,1.347309e-01,1.004899e-01,9.621234e-02,5.159569e-01,3.927266e+01,2.029660e+01,6.934968e+00,5.806887e+00,3.116764e+00,4979,5555
302,1.344413e-01,1.036163e-01,9.782587e-02,4.108734e-01,4.120101e+01,2.050488e+01,6.872425e+00,6.319488e+00,3.192209e+00,4972,5564
303,1.340738e-01,1.036633e-01,9.943718e-02,4.982090e-01,4.387709e+01,2.097724e+01,6.795417e+00,6.595881e+00,3.233101e+00,4975,5522
304,1.337062e-01,1.050607e-01,1.008961e-01,4.892807e-01,4.734025e+01,2.134964e+01,6.801750e+00,7.007374e+00,3.775399e+00,4983,5524
305,1.333790e-01,1.061707e-01,1.093311e-01,5.306511e-01,4.817340e+01,4.235701e+01,6.770186e+00,7.111979e+00,3.348545e+00,5011,5505
306,1.331800e-01,1.102272e-01,1.073318e-01,5.526314e-01,4.408367e+01,3.256183e+01,6.796544e+00,7.666130e+00,4.081969e+00,5012,5490
307,1.330656e-01,1.137072e-01,1.063899e-01,5.413973e-01,4.834945e+01,2.614878e+01,7.363605e+00,7.998165e+00,3.917631e+00,5015,5472
308,1.331379e-01,1.148523e-01,1.126350e-01,5.863070e-01,5.512796e+01,3.254524e+01,7.691256e+00,8.748792e+00,3.551933e+00,5008,5494
309,1.332293e-01,1.177274e-01,1.138400e-01,6.112754e-01,5.746761e+01,3.297983e+01,8.396032e+00,9.698449e+00,3.543644e+00,4981,5556
310,1.332702e-01,1.224241e-01,1.152053e-01,1.420559e+00,7.037568e+01,3.285278e+01,9.010950e+00,1.040504e+01,3.663797e+00,4979,5540
311,1.332303e-01,1.209291e-01,1.189028e-01,6.923485e-01,7.251915e+01,4.927505e+01,1.024902e+01,1.078734e+01,3.603021e+00,4983,5529
312,1.334988e-01,1.229030e-01,1.199519e-01,7.531624e-01,9.179732e+01,3.168692e+01,1.116518e+01,1.155820e+01,3.603804e+00,4981,5548
313,1.336975e-01,1.234506e-01,1.235359e-01,8.076839e-01,8.019144e+01,2.970215e+01,1.162274e+01,1.303313e+01,3.896922e+00,4987,5519
314,1.337856e-01,1.242786e-01,1.209346e-01,8.361530e-01,6.474221e+01,3.650951e+01,1.300387e+01,1.461948e+01,3.779811e+00,4986,5569
315,1.365184e-01,1.305759e-01,1.225606e-01,9.024506e-01,8.361465e+01,3.564027e+01,1.433988e+01,1.482616e+01,3.778910e+00,4995,5560
316,1.411732e-01,1.258571e-01,1.226918e-01,9.093018e-01,8.651425e+01,8.124381e+01,1.452375e+01,1.637170e+01,3.842003e+00,4989,5518
317,1.451478e-01,1.252879e-01,1.223026e-01,1.112008e+00,1.090074e+02,3.387197e+01,1.589632e+01,1.919344e+01,3.831097e+00,4984,5500
318,1.465336e-01,1.330096e-01,1.232855e-01,9.500885e-01,1.040609e+02,7.097896e+01,1.814357e+01,1.803970e+01,3.887304e+00,4977,5547
319,1.479695e-01,1.265509e-01,1.228434e-01,9.760284e-01,1.005850e+02,3.404178e+01,1.771086e+01,1.879786e+01,4.180634e+00,4993,5534
320,1.470746e-01,1.285805e-01,1.237755e-01,9.644108e-01,8.322539e+01,8.533953e+01,1.765994e+01,2.085863e+01,4.472296e+00,5002,5526
321,1.465266e-01,1.306377e-01,1.224309e-01,1.020601e+00,8.496353e+01,7.640802e+01,1.906886e+01,1.756575e+01,3.553640e+00,5011,5481
322,1.478942e-01,1.362796e-01,1.223508e-01,1.018322e+00,9.694792e+01,3.654150e+01,1.844970e+01,2.139804e+01,4.808693e+00,4994,5510
323,1.453509e-01,1.370670e-01,1.223671e-01,1.013954e+00,8.974847e+01,8.761740e+01,1.811261e+01,1.928919e+01,4.818437e+00,5010,5466
324,1.449215e-01,1.402631e-01,1.221926e-01,1.007103e+00,8.896512e+01,7.635050e+01,1.754183e+01,1.884793e+01,3.604414e+00,4988,5491
325,1.438004e-01,1.477226e-01,1.215858e-01,1.240434e+00,8.530583e+01,3.113087e+01,1.649471e+01,1.938652e+01,3.617029e+00,4985,5502
326,1.424214e-01,1.432221e-01,1.199948e-01,9.899940e-01,7.810861e+01,3.026677e+01,1.630158e+01,1.651347e+01,3.790231e+00,5004,5504
327,1.453509e-01,1.517803e-01,1.248460e-01,9.459534e-01,8.339066e+01,2.943133e+01,1.484141e+01,1.867614e+01,3.205362e+00,4997,5498
328,1.496516e-01,1.485467e-01,1.240328e-01,9.185829e-01,8.053831e+01,6.147528e+01,1.474619e+01,1.536594e+01,3.060869e+00,4987,5505
329,1.535807e-01,1.499452e-01,1.229937e-01,1.626606e+00,8.567655e+01,5.046181e+01,1.346853e+01,1.717603e+01,3.353100e+00,5016,5459
330,1.554924e-01,1.549215e-01,1.214617e-01,1.342369e+00,1.438892e+02,3.406474e+01,1.327646e+01,1.496173e+01,3.114182e+00,5009,5480
331,1.581875e-01,1.475441e-01,1.270094e-01,8.279667e-01,1.151787e+02,3.347078e+01,1.253359e+01,1.403377e+01,3.723507e+00,4984,5529
332,1.614711e-01,1.552467e-01,1.194683e-01,1.017624e+00,9.521468e+01,3.284920e+01,1.287069e+01,1.414902e+01,3.307202e+00,4990,5495
333,1.624828e-01,1.506633e-01,1.252475e-01,9.073029e-01,9.036339e+01,3.720702e+01,1.249033e+01,1.360814e+01,2.901365e+00,5009,5504
334,1.639281e-01,1.514497e-01,1.240677e-01,1.276115e+00,9.593829e+01,3.274862e+01,1.228790e+01,1.360127e+01,2.682173e+00,5008,5464
335,1.659739e-01,1.529743e-01,1.224992e-01,1.250286e+00,9.626457e+01,2.398408e+01,1.188896e+01,1.357313e+01,3.027591e+00,4978,5503
336,1.658569e-01,1.538380e-01,1.225849e-01,7.887745e-01,9.919614e+01,3.728886e+01,1.195105e+01,1.375344e+01,2.693626e+00,4992,5507
337,1.681291e-01,1.531206e-01,1.217018e-01,6.761017e-01,8.459312e+01,2.965631e+01,1.129221e+01,1.219799e+01,2.973988e+00,4997,5456
338,1.693649e-01,1.560851e-01,1.204293e-01,6.360245e-01,7.897820e+01,2.897948e+01,1.087304e+01,1.222619e+01,3.497530e+00,5037,5421
339,1.704503e-01,1.548497e-01,1.148195e-01,7.095909e-01,8.712907e+01,2.828132e+01,1.031075e+01,1.119747e+01,3.015067e+00,5014,5436
340,1.707028e-01,1.558013e-01,1.202442e-01,1.422016e+00,7.795630e+01,3.471827e+01,1.011681e+01,1.080709e+01,2.694097e+00,4992,5489
341,1.718241e-01,1.556617e-01,1.195027e-01,5.020981e-01,6.621234e+01,3.397209e+01,9.915045e+00,1.060125e+01,3.005889e+00,4987,5476
342,1.726376e-01,1.564883e-01,1.183783e-01,5.142365e-01,8.180928e+01,3.323893e+01,1.012745e+01,1.059332e+01,2.804194e+00,4997,5467
343,1.723979e-01,1.554181e-01,1.144421e-01,5.321007e-01,7.438148e+01,3.233661e+01,9.681990e+00,9.695763e+00,2.979853e+00,4983,5496
344,1.734550e-01,1.558416e-01,1.145985e-01,5.789757e-01,6.745828e+01,2.483697e+01,9.546129e+00,9.563520e+00,2.623541e+00,4987,5522
345,1.728990e-01,1.571003e-01,1.140261e-01,5.227222e-01,6.096445e+01,3.647587e+01,9.358039e+00,8.458159e+00,2.915427e+00,4983,5531
346,1.725543e-01,1.549149e-01,1.174290e-01,4.204102e-01,6.060472e+01,3.016696e+01,9.347465e+00,8.431684e+00,3.336185e+00,4999,5460
