iter,umax,divmax,pmax,pargmax_i,pargmax_j,pargmax_k,force_lin_sum,force_lin_max
0,0.000000e+00,0.000000e+00,0.000000e+00,0,0,0,0.000000e+00,0.000000e+00
1,0.000000e+00,0.000000e+00,0.000000e+00,0,0,0,0.000000e+00,0.000000e+00
2,5.864698e-03,2.367700e-01,0.000000e+00,0,0,0,5.475250e-06,1.405829e-06
3,9.930683e-03,4.275475e-01,0.000000e+00,0,0,0,1.015535e-05,2.537361e-06
4,1.097789e-02,6.764612e-02,1.904994e+02,385,83,13,2.169870e+00,5.104828e-01
5,1.549357e-02,5.059385e-01,0.000000e+00,0,0,0,1.348038e-05,2.900368e-06
6,1.259982e-02,7.190844e-02,1.657495e+02,414,85,14,1.190718e+00,2.460573e-01
7,1.693168e-02,4.632936e-02,1.210096e+02,414,87,14,8.108437e-01,1.678566e-01
8,2.141274e-02,3.842294e-02,1.146064e+02,414,87,14,4.904947e-01,1.012217e-01
9,2.564704e-02,3.878263e-02,1.126511e+02,414,85,14,4.746720e-01,9.485219e-02
10,2.993256e-02,3.988150e-02,1.140756e+02,414,87,14,5.467080e-01,1.082619e-01
11,3.446040e-02,4.117247e-02,1.145053e+02,414,87,14,5.831628e-01,1.150740e-01
12,3.881888e-02,4.158688e-02,1.120032e+02,414,87,14,5.382787e-01,1.077845e-01
13,4.295298e-02,4.158938e-02,1.083519e+02,414,87,14,4.788601e-01,1.017332e-01
14,4.688799e-02,4.162627e-02,1.050585e+02,414,87,14,4.500083e-01,9.589619e-02
15,5.490525e-02,5.597835e-01,0.000000e+00,0,0,0,1.571111e-05,3.441962e-06
16,5.281324e-02,6.538385e-02,1.679033e+02,415,85,14,7.376601e-01,1.527316e-01
17,6.097154e-02,5.546449e-01,0.000000e+00,0,0,0,1.736131e-05,3.817373e-06
18,5.859979e-02,6.606543e-02,1.616051e+02,414,87,14,7.508534e-01,1.580859e-01
19,6.619508e-02,5.240712e-01,0.000000e+00,0,0,0,1.758886e-05,3.907840e-06
20,6.392770e-02,6.526512e-02,1.527872e+02,414,87,14,5.819361e-01,1.241552e-01
21,7.083342e-02,4.873213e-01,0.000000e+00,0,0,0,1.728299e-05,3.850735e-06
22,6.868754e-02,6.317639e-02,1.403010e+02,414,87,14,4.525267e-01,9.119900e-02
23,7.478792e-02,4.407633e-01,0.000000e+00,0,0,0,1.696220e-05,3.771127e-06
24,7.273432e-02,5.968249e-02,1.252540e+02,414,87,14,3.582358e-01,6.781454e-02
25,7.795055e-02,3.900162e-01,0.000000e+00,0,0,0,1.655072e-05,3.673182e-06
26,7.602747e-02,5.586207e-02,1.089722e+02,414,87,14,2.683612e-01,5.045461e-02
27,8.026749e-02,3.365524e-01,0.000000e+00,0,0,0,1.603908e-05,3.553617e-06
28,8.215758e-02,5.560862e-01,0.000000e+00,0,0,0,1.581933e-05,3.495387e-06
29,7.872737e-02,5.928060e-02,1.092999e+02,414,87,14,2.342103e-01,4.505099e-02
30,8.202592e-02,2.766102e-01,0.000000e+00,0,0,0,1.530405e-05,3.379796e-06
31,8.319178e-02,4.477820e-01,0.000000e+00,0,0,0,1.488731e-05,3.271862e-06
32,8.041470e-02,5.922800e-02,8.744778e+01,414,87,14,1.291676e-01,2.935466e-02
33,8.248519e-02,2.025675e-01,0.000000e+00,0,0,0,1.423038e-05,3.130764e-06
34,8.303143e-02,3.735264e-01,0.000000e+00,0,0,0,1.390985e-05,3.006446e-06
35,8.308033e-02,4.972824e-01,0.000000e+00,0,0,0,1.354741e-05,2.858767e-06
36,8.079534e-02,6.270128e-02,6.721429e+01,414,87,14,2.543933e-01,5.527848e-02
37,8.190107e-02,2.151962e-01,0.000000e+00,0,0,0,1.279863e-05,2.696262e-06
38,8.206456e-02,3.862591e-01,0.000000e+00,0,0,0,1.251505e-05,2.519568e-06
39,8.184609e-02,5.024236e-01,0.000000e+00,0,0,0,1.194035e-05,2.346216e-06
40,8.044874e-02,5.888072e-02,4.929872e+01,359,81,14,4.966986e-01,1.033190e-01
41,8.058424e-02,2.271272e-01,0.000000e+00,0,0,0,1.128666e-05,2.201543e-06
42,8.018737e-02,3.802403e-01,0.000000e+00,0,0,0,1.116333e-05,2.210414e-06
43,7.963649e-02,4.827907e-01,0.000000e+00,0,0,0,1.049343e-05,2.080985e-06
44,7.889696e-02,5.472943e-01,0.000000e+00,0,0,0,9.761460e-06,1.934211e-06
45,7.865800e-02,6.124514e-02,7.911610e+01,359,81,14,7.496668e-01,1.641981e-01
46,7.764669e-02,2.264380e-01,0.000000e+00,0,0,0,9.513315e-06,1.852742e-06
47,7.676055e-02,3.534384e-01,0.000000e+00,0,0,0,9.772612e-06,1.977751e-06
48,7.594402e-02,4.389387e-01,0.000000e+00,0,0,0,9.171949e-06,1.854312e-06
49,7.503852e-02,4.914607e-01,0.000000e+00,0,0,0,8.524233e-06,1.708587e-06
50,7.404451e-02,5.196439e-01,0.000000e+00,0,0,0,7.857629e-06,1.565462e-06
51,7.309396e-02,5.319446e-01,0.000000e+00,0,0,0,7.354413e-06,1.526226e-06
52,7.221845e-02,5.332810e-01,0.000000e+00,0,0,0,7.054352e-06,1.538229e-06
53,7.140069e-02,5.267909e-01,0.000000e+00,0,0,0,6.784599e-06,1.548562e-06
54,7.063197e-02,5.613483e-01,0.000000e+00,0,0,0,6.721115e-06,1.556738e-06
55,7.343123e-02,6.958285e-02,1.595800e+02,359,81,13,1.517425e+00,3.292959e-01
56,7.133906e-02,2.357565e-01,0.000000e+00,0,0,0,6.974486e-06,1.420863e-06
57,7.053579e-02,2.981533e-01,0.000000e+00,0,0,0,8.620988e-06,1.740210e-06
58,7.011860e-02,3.552524e-01,0.000000e+00,0,0,0,8.643105e-06,1.671558e-06
59,6.967038e-02,3.911751e-01,0.000000e+00,0,0,0,8.474191e-06,1.619516e-06
60,6.909696e-02,4.078059e-01,0.000000e+00,0,0,0,8.288895e-06,1.566822e-06
61,6.841099e-02,4.579348e-01,0.000000e+00,0,0,0,8.303629e-06,1.500126e-06
62,6.765369e-02,5.062832e-01,0.000000e+00,0,0,0,8.404625e-06,1.475489e-06
63,6.686769e-02,5.477962e-01,0.000000e+00,0,0,0,8.450407e-06,1.475661e-06
64,6.974097e-02,6.333657e-02,1.394971e+02,360,86,13,1.352325e+00,2.911479e-01
65,6.762332e-02,2.182147e-01,0.000000e+00,0,0,0,7.114484e-06,1.345394e-06
66,6.639512e-02,2.362882e-01,0.000000e+00,0,0,0,7.217278e-06,1.456672e-06
67,6.573451e-02,2.906863e-01,0.000000e+00,0,0,0,7.201239e-06,1.399376e-06
68,6.496325e-02,3.437088e-01,0.000000e+00,0,0,0,6.878434e-06,1.306575e-06
69,6.390262e-02,3.951910e-01,0.000000e+00,0,0,0,6.553034e-06,1.227834e-06
70,6.255375e-02,4.494343e-01,0.000000e+00,0,0,0,6.058582e-06,1.174876e-06
71,6.097729e-02,5.135688e-01,0.000000e+00,0,0,0,5.482497e-06,1.113962e-06
72,6.531414e-02,5.783789e-02,1.050558e+02,415,85,14,1.011364e+00,2.025954e-01
73,6.118046e-02,2.518013e-01,0.000000e+00,0,0,0,4.381780e-06,9.979312e-07
74,5.858673e-02,3.827541e-01,0.000000e+00,0,0,0,4.790034e-06,9.460146e-07
75,5.630765e-02,4.803060e-01,0.000000e+00,0,0,0,4.374740e-06,8.894638e-07
76,6.064023e-02,5.689374e-02,1.103189e+02,415,85,14,5.905449e-01,1.188813e-01
77,5.609849e-02,2.638659e-01,0.000000e+00,0,0,0,3.827146e-06,8.184080e-07
78,5.303991e-02,4.189832e-01,0.000000e+00,0,0,0,4.121739e-06,8.135005e-07
79,5.087196e-02,5.326020e-01,0.000000e+00,0,0,0,3.722887e-06,7.677372e-07
80,5.539762e-02,6.317061e-02,1.248414e+02,415,85,14,6.733421e-01,1.428902e-01
81,5.047936e-02,2.796159e-01,0.000000e+00,0,0,0,3.414696e-06,7.039200e-07
82,4.736011e-02,4.316280e-01,0.000000e+00,0,0,0,3.862738e-06,6.925204e-07
83,4.630767e-02,5.405791e-01,0.000000e+00,0,0,0,3.742462e-06,6.508054e-07
84,5.006157e-02,6.418263e-02,1.272741e+02,415,85,14,6.172230e-01,1.246997e-01
85,4.528096e-02,2.701976e-01,0.000000e+00,0,0,0,3.482581e-06,6.062936e-07
86,4.301326e-02,4.188352e-01,0.000000e+00,0,0,0,3.758976e-06,6.047080e-07
