iter,umax,divmax,pmax,pargmax_i,pargmax_j,pargmax_k,force_lin_sum,force_lin_max,visc_lin_max,pres_lin_max
79,5.167914e-02,7.234137e-02,1.813807e+02,414,85,14,1.222551e+00,4.493455e-01,1.074692e-06,4.493450e-01
80,4.837953e-02,2.974690e-01,0.000000e+00,0,0,0,7.656728e-06,2.088401e-06,2.088401e-06,0.000000e+00
81,4.689044e-02,3.933186e-01,0.000000e+00,0,0,0,7.242603e-06,1.196250e-06,1.196250e-06,0.000000e+00
82,4.554719e-02,4.788742e-01,0.000000e+00,0,0,0,6.892041e-06,1.532215e-06,1.532215e-06,0.000000e+00
83,4.422265e-02,5.624123e-01,0.000000e+00,0,0,0,8.472478e-06,1.696658e-06,1.696658e-06,0.000000e+00
84,4.445255e-02,7.775035e-02,2.046878e+02,414,85,14,1.156332e+00,3.070472e-01,1.168284e-06,3.070462e-01
85,4.179797e-02,3.111407e-01,0.000000e+00,0,0,0,9.408612e-06,2.209528e-06,2.209528e-06,0.000000e+00
86,4.044090e-02,3.981423e-01,0.000000e+00,0,0,0,6.522880e-06,1.541679e-06,1.541679e-06,0.000000e+00
87,3.930170e-02,4.666654e-01,0.000000e+00,0,0,0,8.096948e-06,1.876977e-06,1.876977e-06,0.000000e+00
88,3.820692e-02,5.332839e-01,0.000000e+00,0,0,0,9.690392e-06,2.033374e-06,2.033374e-06,0.000000e+00
89,3.856810e-02,7.330415e-02,1.854547e+02,414,85,14,1.042798e+00,3.155800e-01,1.446299e-06,3.155786e-01
90,3.630394e-02,2.728760e-01,0.000000e+00,0,0,0,1.020717e-05,2.530564e-06,2.530564e-06,0.000000e+00
91,3.515387e-02,3.563848e-01,0.000000e+00,0,0,0,6.802262e-06,1.619426e-06,1.619426e-06,0.000000e+00
92,3.427532e-02,4.070030e-01,0.000000e+00,0,0,0,8.303895e-06,1.923166e-06,1.923166e-06,0.000000e+00
93,3.359212e-02,4.547655e-01,0.000000e+00,0,0,0,9.778737e-06,2.080957e-06,2.080957e-06,0.000000e+00
94,3.346775e-02,5.000079e-01,0.000000e+00,0,0,0,1.102301e-05,2.452203e-06,2.452203e-06,0.000000e+00
95,3.334534e-02,5.513185e-01,0.000000e+00,0,0,0,1.189943e-05,3.000380e-06,3.000380e-06,0.000000e+00
96,3.296162e-02,6.983782e-02,1.810150e+02,414,88,14,1.070976e+00,3.308219e-01,1.940282e-06,3.308200e-01
97,3.108781e-02,2.318092e-01,0.000000e+00,0,0,0,1.071609e-05,2.646746e-06,2.646746e-06,0.000000e+00
98,3.032702e-02,2.834689e-01,0.000000e+00,0,0,0,6.931136e-06,1.770519e-06,1.770519e-06,0.000000e+00
99,3.002159e-02,2.720932e-01,0.000000e+00,0,0,0,9.440851e-06,2.266891e-06,2.266891e-06,0.000000e+00
100,2.995594e-02,2.637841e-01,0.000000e+00,0,0,0,1.245840e-05,2.741492e-06,2.741492e-06,0.000000e+00
101,3.005950e-02,2.718239e-01,0.000000e+00,0,0,0,1.531468e-05,3.179551e-06,3.179551e-06,0.000000e+00
102,3.028869e-02,2.691854e-01,0.000000e+00,0,0,0,1.786609e-05,3.574156e-06,3.574156e-06,0.000000e+00
103,3.061099e-02,2.585101e-01,0.000000e+00,0,0,0,2.008045e-05,4.028453e-06,4.028453e-06,0.000000e+00
104,3.157211e-02,2.417860e-01,0.000000e+00,0,0,0,2.196434e-05,4.621896e-06,4.621896e-06,0.000000e+00
105,3.267902e-02,2.360647e-01,0.000000e+00,0,0,0,2.354012e-05,5.105778e-06,5.105778e-06,0.000000e+00
106,3.378940e-02,2.523268e-01,0.000000e+00,0,0,0,2.483674e-05,5.486913e-06,5.486913e-06,0.000000e+00
107,3.489508e-02,2.664528e-01,0.000000e+00,0,0,0,2.588521e-05,5.774026e-06,5.774026e-06,0.000000e+00
108,3.599022e-02,2.818832e-01,0.000000e+00,0,0,0,2.671581e-05,5.976575e-06,5.976575e-06,0.000000e+00
109,3.707038e-02,3.008931e-01,0.000000e+00,0,0,0,2.735710e-05,6.104389e-06,6.104389e-06,0.000000e+00
110,3.813190e-02,3.192476e-01,0.000000e+00,0,0,0,2.783553e-05,6.167003e-06,6.167003e-06,0.000000e+00
111,3.917152e-02,3.369844e-01,0.000000e+00,0,0,0,2.817500e-05,6.173674e-06,6.173674e-06,0.000000e+00
112,4.018622e-02,3.726976e-01,0.000000e+00,0,0,0,2.839705e-05,6.133145e-06,6.133145e-06,0.000000e+00
