iter,umax,divmax,pmax,pargmax_i,pargmax_j,pargmax_k,force_lin_sum,force_lin_max,visc_lin_max,pres_lin_max
0,0.000000e+00,0.000000e+00,0.000000e+00,0,0,-1,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1,0.000000e+00,0.000000e+00,0.000000e+00,0,0,-1,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2,1.115494e+00,1.422490e+03,9.214032e+03,166,68,-1,2.470078e+02,6.575494e+01,1.870316e-03,6.575642e+01
3,6.107643e+02,7.459095e+05,7.341770e+06,102,60,-1,2.031145e+05,3.010432e+04,3.406767e+00,3.010484e+04
