iter,umax,divmax,pmax,pargmax_i,pargmax_j,pargmax_k,force_lin_sum,force_lin_max
0,0.000000e+00,0.000000e+00,0.000000e+00,0,0,0,0.000000e+00,0.000000e+00
1,0.000000e+00,0.000000e+00,0.000000e+00,0,0,0,0.000000e+00,0.000000e+00
2,6.309188e-03,2.410185e-01,0.000000e+00,0,0,0,1.525568e-05,2.776926e-06
3,1.046022e-02,4.010247e-01,0.000000e+00,0,0,0,2.534441e-05,4.732241e-06
4,1.186727e-02,6.635611e-02,2.458828e+02,362,81,14,3.466087e+00,1.049147e+00
5,1.601467e-02,5.947866e-02,1.536944e+02,411,87,14,1.868071e+00,7.043681e-01
6,1.895887e-02,5.814548e-02,1.386234e+02,412,87,14,9.174720e-01,2.682728e-01
7,2.619462e-02,5.502440e-01,0.000000e+00,0,0,0,2.388156e-05,4.466276e-06
8,2.458974e-02,9.489796e-02,2.092927e+02,414,85,14,8.053012e-01,2.940340e-01
9,2.915166e-02,6.069103e-02,1.429734e+02,412,87,14,6.318276e-01,2.172621e-01
10,3.343044e-02,5.978662e-02,1.300862e+02,414,87,14,7.094573e-01,1.988262e-01
11,4.133819e-02,5.560428e-01,0.000000e+00,0,0,0,2.900662e-05,6.753092e-06
12,3.953952e-02,9.446788e-02,2.042202e+02,414,85,14,1.343912e+00,4.819262e-01
13,4.414628e-02,6.072491e-02,1.358672e+02,414,87,14,9.687496e-01,3.631191e-01
14,5.195601e-02,5.469041e-01,0.000000e+00,0,0,0,3.275810e-05,8.018455e-06
15,5.000440e-02,8.713824e-02,1.886407e+02,414,85,14,1.047388e+00,2.838379e-01
16,5.770095e-02,5.262963e-01,0.000000e+00,0,0,0,3.395172e-05,8.243945e-06
17,5.569205e-02,8.271921e-02,1.809641e+02,414,87,14,1.065983e+00,2.738823e-01
18,6.301504e-02,5.028892e-01,0.000000e+00,0,0,0,3.516371e-05,8.730010e-06
19,6.105513e-02,8.000332e-02,1.729948e+02,414,87,14,9.937766e-01,2.687556e-01
20,6.809517e-02,4.895092e-01,0.000000e+00,0,0,0,3.548158e-05,8.891255e-06
21,6.610003e-02,7.720375e-02,1.650173e+02,414,87,14,8.029135e-01,2.099482e-01
22,7.268976e-02,4.662080e-01,0.000000e+00,0,0,0,3.522594e-05,8.826938e-06
23,7.065214e-02,7.257551e-02,1.529497e+02,414,87,14,6.485260e-01,1.564581e-01
24,7.658290e-02,4.313167e-01,0.000000e+00,0,0,0,3.482554e-05,8.752443e-06
25,7.457177e-02,6.699526e-02,1.382804e+02,414,87,14,5.244831e-01,1.237255e-01
26,7.975826e-02,3.913201e-01,0.000000e+00,0,0,0,3.433040e-05,8.681873e-06
27,7.783092e-02,6.240392e-02,1.228946e+02,414,87,14,4.332568e-01,1.005114e-01
28,8.226471e-02,3.505332e-01,0.000000e+00,0,0,0,3.369974e-05,8.561338e-06
29,8.410886e-02,5.475565e-01,0.000000e+00,0,0,0,3.374764e-05,8.560761e-06
30,8.051154e-02,6.484008e-02,1.280871e+02,414,87,14,4.092363e-01,9.440206e-02
31,8.455271e-02,3.234314e-01,0.000000e+00,0,0,0,3.292047e-05,8.395022e-06
32,8.601841e-02,4.979448e-01,0.000000e+00,0,0,0,3.262708e-05,8.289425e-06
33,8.274884e-02,6.193095e-02,1.126930e+02,414,87,14,2.605903e-01,7.996624e-02
34,8.591112e-02,2.737809e-01,0.000000e+00,0,0,0,3.127966e-05,7.946280e-06
35,8.698083e-02,4.270229e-01,0.000000e+00,0,0,0,3.053742e-05,7.660863e-06
36,8.740070e-02,5.138071e-01,0.000000e+00,0,0,0,2.964319e-05,7.292318e-06
37,8.410583e-02,5.903393e-02,1.029166e+02,414,87,14,2.488188e-01,1.113617e-01
38,8.683003e-02,2.487658e-01,0.000000e+00,0,0,0,2.766071e-05,6.704880e-06
39,8.752271e-02,3.786798e-01,0.000000e+00,0,0,0,2.681819e-05,6.433636e-06
40,8.755223e-02,4.426304e-01,0.000000e+00,0,0,0,2.574418e-05,6.031956e-06
41,8.733128e-02,4.777310e-01,0.000000e+00,0,0,0,2.446078e-05,5.522140e-06
42,8.697036e-02,4.963098e-01,0.000000e+00,0,0,0,2.302913e-05,4.938385e-06
43,8.649656e-02,5.031721e-01,0.000000e+00,0,0,0,2.150999e-05,4.307366e-06
44,8.591985e-02,5.009640e-01,0.000000e+00,0,0,0,2.001738e-05,3.845111e-06
45,8.525041e-02,4.916538e-01,0.000000e+00,0,0,0,1.863165e-05,3.681055e-06
46,8.450188e-02,4.768474e-01,0.000000e+00,0,0,0,1.725257e-05,3.535517e-06
47,8.369006e-02,4.686595e-01,0.000000e+00,0,0,0,1.588404e-05,3.407594e-06
48,8.283157e-02,5.056542e-01,0.000000e+00,0,0,0,1.454392e-05,3.295589e-06
49,8.194274e-02,5.475117e-01,0.000000e+00,0,0,0,1.326318e-05,3.197967e-06
50,7.971898e-02,8.352341e-02,1.817286e+02,360,81,14,2.080503e+00,9.886275e-01
51,7.995019e-02,1.138753e-01,0.000000e+00,0,0,0,1.479286e-05,3.287221e-06
52,7.986509e-02,1.888437e-01,0.000000e+00,0,0,0,1.737411e-05,3.621524e-06
53,7.982747e-02,2.446750e-01,0.000000e+00,0,0,0,1.884191e-05,4.409066e-06
54,7.972465e-02,2.808091e-01,0.000000e+00,0,0,0,1.902084e-05,4.480755e-06
55,7.943366e-02,2.972697e-01,0.000000e+00,0,0,0,1.824635e-05,4.071594e-06
56,7.890157e-02,3.432680e-01,0.000000e+00,0,0,0,1.685685e-05,3.370065e-06
57,7.813399e-02,3.865959e-01,0.000000e+00,0,0,0,1.522099e-05,2.827198e-06
58,7.716972e-02,4.280980e-01,0.000000e+00,0,0,0,1.392313e-05,2.720310e-06
59,7.606079e-02,4.677858e-01,0.000000e+00,0,0,0,1.261704e-05,2.585505e-06
60,7.486033e-02,5.054607e-01,0.000000e+00,0,0,0,1.212164e-05,2.436093e-06
61,7.361679e-02,5.405765e-01,0.000000e+00,0,0,0,1.275777e-05,2.282374e-06
62,7.431836e-02,7.062110e-02,1.541775e+02,380,82,13,2.695097e+00,8.698853e-01
63,7.181596e-02,1.408565e-01,0.000000e+00,0,0,0,1.040552e-05,2.050337e-06
64,7.061782e-02,1.944873e-01,0.000000e+00,0,0,0,1.143875e-05,2.105538e-06
65,7.021414e-02,2.219279e-01,0.000000e+00,0,0,0,1.235505e-05,2.215501e-06
66,7.003891e-02,2.413665e-01,0.000000e+00,0,0,0,1.266576e-05,2.311861e-06
67,6.945551e-02,2.893575e-01,0.000000e+00,0,0,0,1.206538e-05,2.254682e-06
68,6.832185e-02,3.356908e-01,0.000000e+00,0,0,0,1.094769e-05,2.078419e-06
69,6.670040e-02,3.803143e-01,0.000000e+00,0,0,0,9.552863e-06,1.822623e-06
70,6.470819e-02,4.255992e-01,0.000000e+00,0,0,0,8.526780e-06,1.671896e-06
71,6.246737e-02,5.094106e-01,0.000000e+00,0,0,0,8.671905e-06,1.698335e-06
72,6.564021e-02,6.002065e-02,1.927184e+02,412,84,14,2.017431e+00,5.769451e-01
73,5.982606e-02,2.626511e-01,0.000000e+00,0,0,0,6.985508e-06,1.490573e-06
74,5.805380e-02,3.748899e-01,0.000000e+00,0,0,0,5.482878e-06,1.200200e-06
75,5.661962e-02,4.547787e-01,0.000000e+00,0,0,0,5.088550e-06,1.066660e-06
76,5.530599e-02,5.395199e-01,0.000000e+00,0,0,0,5.265703e-06,1.064747e-06
77,5.713683e-02,6.794937e-02,1.918156e+02,414,85,14,1.135827e+00,2.834119e-01
78,5.298775e-02,2.775080e-01,0.000000e+00,0,0,0,6.023948e-06,1.152500e-06
79,5.126207e-02,4.007187e-01,0.000000e+00,0,0,0,6.184964e-06,1.100291e-06
80,4.985000e-02,4.806218e-01,0.000000e+00,0,0,0,6.723091e-06,1.107832e-06
81,4.854973e-02,5.486770e-01,0.000000e+00,0,0,0,7.520576e-06,1.570757e-06
82,4.939205e-02,7.583585e-02,2.023466e+02,414,85,14,1.248935e+00,3.962963e-01
83,4.626792e-02,2.947450e-01,0.000000e+00,0,0,0,7.558394e-06,1.677396e-06
84,4.460145e-02,4.217058e-01,0.000000e+00,0,0,0,7.358098e-06,1.472484e-06
85,4.329909e-02,4.972161e-01,0.000000e+00,0,0,0,7.666081e-06,1.545023e-06
86,4.215126e-02,5.551394e-01,0.000000e+00,0,0,0,8.417779e-06,1.873385e-06
