iter,umax,divmax,pmax,pargmax_i,pargmax_j,pargmax_k,force_lin_sum,force_lin_max
237,4.156904e-02,4.515112e-01,0.000000e+00,0,0,0,9.698942e-06,2.238502e-06
238,4.096995e-02,5.110239e-01,0.000000e+00,0,0,0,8.975032e-06,2.033336e-06
239,4.028340e-02,5.600729e-01,0.000000e+00,0,0,0,8.360229e-06,1.842978e-06
240,3.886564e-02,6.708857e-02,7.399145e+01,360,86,13,6.125927e-01,1.657207e-01
241,3.779767e-02,1.933030e-01,0.000000e+00,0,0,0,9.125639e-06,2.160270e-06
242,3.833745e-02,3.267964e-01,0.000000e+00,0,0,0,9.747659e-06,2.247999e-06
243,3.849445e-02,4.150626e-01,0.000000e+00,0,0,0,9.783410e-06,2.221105e-06
244,3.871050e-02,4.693801e-01,0.000000e+00,0,0,0,1.016824e-05,2.240117e-06
245,3.916880e-02,5.028855e-01,0.000000e+00,0,0,0,1.090804e-05,2.344968e-06
246,3.991577e-02,5.248873e-01,0.000000e+00,0,0,0,1.191524e-05,2.532195e-06
247,4.094832e-02,5.405570e-01,0.000000e+00,0,0,0,1.310951e-05,2.786308e-06
248,4.224461e-02,5.530344e-01,0.000000e+00,0,0,0,1.442867e-05,3.090643e-06
249,4.100891e-02,3.687873e-02,4.792536e+01,362,82,12,3.797646e-01,9.274159e-02
250,4.363668e-02,1.819454e-01,0.000000e+00,0,0,0,1.557922e-05,3.537741e-06
251,4.569051e-02,3.077329e-01,0.000000e+00,0,0,0,1.668567e-05,3.873032e-06
252,4.794265e-02,4.539695e-01,0.000000e+00,0,0,0,1.841274e-05,4.270706e-06
253,4.680844e-02,7.370993e-02,1.022190e+02,359,81,14,8.636415e-01,1.886162e-01
254,5.058010e-02,2.746718e-01,0.000000e+00,0,0,0,1.889139e-05,4.407610e-06
255,5.239386e-02,4.077323e-01,0.000000e+00,0,0,0,1.937305e-05,4.596185e-06
256,5.167001e-02,7.187602e-02,8.879823e+01,359,81,14,7.836655e-01,1.798466e-01
257,5.551751e-02,2.977648e-01,0.000000e+00,0,0,0,2.054949e-05,4.791149e-06
258,5.753759e-02,4.547308e-01,0.000000e+00,0,0,0,2.129163e-05,5.036801e-06
259,5.662866e-02,8.015171e-02,9.551221e+01,359,81,14,8.433486e-01,1.914433e-01
260,6.060481e-02,3.158975e-01,0.000000e+00,0,0,0,2.224427e-05,5.179730e-06
261,6.255735e-02,5.433192e-01,0.000000e+00,0,0,0,2.285761e-05,5.397487e-06
262,6.137548e-02,8.522868e-02,1.195122e+02,413,85,14,8.733895e-01,1.949212e-01
263,6.544502e-02,3.875357e-01,0.000000e+00,0,0,0,2.371176e-05,5.520767e-06
264,6.462687e-02,6.552213e-02,1.054594e+02,413,85,14,6.315503e-01,1.458156e-01
265,6.822477e-02,3.950994e-01,0.000000e+00,0,0,0,2.412417e-05,5.591304e-06
266,6.749673e-02,6.493855e-02,1.094652e+02,413,85,14,6.005613e-01,1.318769e-01
267,7.116009e-02,4.108109e-01,0.000000e+00,0,0,0,2.497918e-05,5.777853e-06
268,7.037665e-02,6.690761e-02,1.139525e+02,413,85,14,6.017872e-01,1.325369e-01
269,7.409523e-02,4.192421e-01,0.000000e+00,0,0,0,2.577054e-05,5.963666e-06
270,7.316139e-02,6.796592e-02,1.157388e+02,413,85,14,5.852824e-01,1.298829e-01
271,7.685647e-02,4.179036e-01,0.000000e+00,0,0,0,2.642922e-05,6.116283e-06
272,7.576898e-02,6.819421e-02,1.150474e+02,413,85,14,5.586714e-01,1.237239e-01
273,7.940107e-02,4.088532e-01,0.000000e+00,0,0,0,2.697871e-05,6.239636e-06
274,7.816163e-02,6.780851e-02,1.123822e+02,414,85,14,5.253888e-01,1.159385e-01
275,8.163668e-02,4.039769e-01,0.000000e+00,0,0,0,2.738320e-05,6.322246e-06
276,8.015681e-02,6.574088e-02,1.129718e+02,414,85,14,4.868698e-01,1.036093e-01
277,8.344549e-02,4.112963e-01,0.000000e+00,0,0,0,2.763939e-05,6.367832e-06
278,8.183371e-02,6.588852e-02,1.149029e+02,414,85,14,4.593630e-01,9.511129e-02
279,8.501258e-02,4.109957e-01,0.000000e+00,0,0,0,2.787647e-05,6.410371e-06
280,8.330349e-02,7.222801e-02,1.150173e+02,414,85,14,4.301805e-01,9.088875e-02
281,8.640485e-02,3.967469e-01,0.000000e+00,0,0,0,2.809248e-05,6.448388e-06
282,8.462232e-02,7.775837e-02,1.130772e+02,414,85,14,4.015328e-01,8.510271e-02
283,8.765667e-02,4.096993e-01,0.000000e+00,0,0,0,2.827545e-05,6.479526e-06
284,8.580472e-02,8.222777e-02,1.092273e+02,414,85,14,3.730300e-01,7.836401e-02
285,8.876696e-02,4.282256e-01,0.000000e+00,0,0,0,2.841566e-05,6.500908e-06
