iter,umax,divmax,pmax,pargmax_i,pargmax_j,pargmax_k,force_lin_sum,force_lin_max
248,2.904151e-01,4.848757e-01,1.987097e+01,50,44,26,8.882711e-03,4.561316e-04
249,2.901786e-01,4.887085e-01,1.996574e+01,50,44,26,8.844445e-03,4.382739e-04
250,2.898785e-01,4.970503e-01,2.031734e+01,50,44,26,8.933080e-03,4.612279e-04
251,2.895168e-01,5.047865e-01,2.057389e+01,50,44,26,8.970177e-03,4.658523e-04
252,2.890981e-01,5.039997e-01,2.062336e+01,50,44,26,8.980088e-03,4.556242e-04
253,2.888025e-01,4.932680e-01,2.043335e+01,50,44,26,9.005979e-03,4.527517e-04
254,2.889030e-01,4.892941e-01,1.917643e+01,52,45,26,8.980017e-03,4.419443e-04
255,2.890040e-01,4.806595e-01,1.920500e+01,51,45,26,8.915257e-03,4.491118e-04
256,2.890981e-01,4.682140e-01,1.919816e+01,51,45,26,8.862808e-03,4.476591e-04
257,2.891824e-01,4.532938e-01,1.980081e+01,51,45,26,8.870777e-03,4.608730e-04
258,2.892534e-01,4.324970e-01,1.962239e+01,51,45,26,8.882212e-03,4.643335e-04
259,2.893090e-01,4.174242e-01,1.934741e+01,51,45,26,8.712400e-03,4.119378e-04
260,2.893439e-01,4.069204e-01,1.910640e+01,51,45,26,8.667265e-03,4.088478e-04
261,2.893527e-01,4.010458e-01,1.910071e+01,51,45,26,8.652141e-03,4.236119e-04
262,2.893330e-01,4.048166e-01,1.915519e+01,51,45,26,8.596055e-03,4.145549e-04
263,2.892720e-01,4.125261e-01,1.937568e+01,51,45,26,8.601923e-03,4.280063e-04
264,2.891713e-01,4.188623e-01,2.000751e+01,51,45,26,8.808625e-03,4.440218e-04
265,2.890224e-01,4.359226e-01,2.143804e+01,51,45,26,9.087177e-03,4.659796e-04
266,2.887964e-01,4.451342e-01,2.210429e+01,51,45,26,9.222023e-03,4.920737e-04
267,2.884965e-01,4.459400e-01,2.255695e+01,51,45,26,9.380557e-03,5.007604e-04
268,2.881320e-01,4.471846e-01,2.294797e+01,51,45,26,9.466902e-03,5.139028e-04
269,2.877036e-01,4.432402e-01,2.316768e+01,51,45,26,9.527698e-03,5.352591e-04
270,2.872127e-01,4.361944e-01,2.326842e+01,51,45,26,9.588785e-03,5.367481e-04
271,2.866651e-01,4.474745e-01,2.319874e+01,51,45,26,9.495250e-03,5.302241e-04
272,2.860571e-01,4.473257e-01,2.150641e+01,48,44,26,9.267816e-03,4.544776e-04
273,2.860826e-01,4.471054e-01,2.173642e+01,48,44,26,9.274502e-03,4.778949e-04
274,2.864557e-01,4.544039e-01,2.211214e+01,48,44,26,9.285167e-03,4.845433e-04
275,2.868228e-01,4.574928e-01,2.238970e+01,48,44,26,9.187210e-03,4.876344e-04
276,2.871799e-01,4.568481e-01,2.257619e+01,48,44,26,9.139836e-03,4.742214e-04
277,2.875224e-01,4.552002e-01,2.285691e+01,48,44,26,9.145732e-03,4.811920e-04
278,2.878471e-01,4.543505e-01,2.319079e+01,48,44,26,9.106975e-03,4.850810e-04
279,2.881505e-01,4.581881e-01,2.342794e+01,48,44,26,9.175139e-03,5.160535e-04
280,2.884334e-01,4.611692e-01,2.354362e+01,48,44,26,9.163322e-03,5.645191e-04
281,2.886898e-01,4.622784e-01,2.328074e+01,50,45,26,9.016868e-03,5.361153e-04
282,2.888681e-01,4.600410e-01,2.310208e+01,48,44,26,8.780619e-03,5.042313e-04
283,2.889647e-01,4.586840e-01,2.369040e+01,48,44,26,8.939292e-03,5.055434e-04
284,2.889774e-01,4.681692e-01,2.451981e+01,48,44,26,9.126201e-03,4.678337e-04
