iter,umax,divmax,pmax,pargmax_i,pargmax_j,pargmax_k,force_lin_sum,force_lin_max,visc_lin_max,pres_lin_max
0,0.000000e+00,0.000000e+00,0.000000e+00,0,0,-1,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1,0.000000e+00,0.000000e+00,0.000000e+00,0,0,-1,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2,1.176100e+00,1.441935e+03,1.231797e+04,166,68,-1,5.259789e+02,8.535765e+01,2.414073e-03,8.535963e+01
3,6.336368e+02,7.795609e+05,5.479090e+06,102,60,-1,1.581237e+05,3.666280e+04,2.908529e+00,3.666354e+04
