iter,u_fl,u_bd,u_in,div_fl,div_bd,div_in,p_fl,p_bd,p_in,nin,nbd
375,1.436684e-01,1.132977e-01,9.730687e-02,4.767075e-01,3.697980e+01,2.964714e+01,8.099381e+00,3.391236e+00,1.841924e+00,5013,5510
376,1.433203e-01,1.115920e-01,9.721826e-02,4.705276e-01,3.263876e+01,1.736880e+01,8.082515e+00,3.244662e+00,1.776590e+00,5014,5515
377,1.427560e-01,1.099684e-01,9.607549e-02,4.757843e-01,3.216386e+01,1.749370e+01,8.023984e+00,3.337304e+00,1.933001e+00,4995,5558
378,1.419233e-01,1.087099e-01,9.658170e-02,4.610062e-01,3.225259e+01,2.243927e+01,7.959515e+00,3.280230e+00,2.048430e+00,4978,5560
379,1.411102e-01,1.081484e-01,9.709097e-02,4.601021e-01,3.085217e+01,2.267075e+01,7.914824e+00,3.176262e+00,2.194144e+00,4972,5568
380,1.409244e-01,1.072395e-01,9.755222e-02,4.572296e-01,3.310212e+01,3.076871e+01,7.823353e+00,3.242602e+00,2.370823e+00,4987,5552
381,1.405309e-01,1.083497e-01,9.817367e-02,4.519482e-01,3.614024e+01,2.368646e+01,7.686183e+00,3.464684e+00,2.455927e+00,4984,5537
382,1.399580e-01,1.073859e-01,9.916554e-02,4.506645e-01,3.483533e+01,1.936982e+01,7.652067e+00,3.750133e+00,2.591220e+00,4995,5507
383,1.396691e-01,1.066894e-01,9.985811e-02,4.493046e-01,3.438098e+01,2.766570e+01,7.669328e+00,3.844369e+00,2.662941e+00,4984,5510
384,1.394475e-01,1.071687e-01,1.037093e-01,4.458523e-01,3.475219e+01,1.687785e+01,7.641058e+00,4.199687e+00,2.871903e+00,4990,5506
385,1.389435e-01,1.068369e-01,1.020576e-01,4.405823e-01,3.432500e+01,2.596049e+01,7.605522e+00,4.726232e+00,2.974705e+00,4971,5514
386,1.387205e-01,1.063034e-01,1.051611e-01,4.363861e-01,3.778954e+01,3.140281e+01,7.497416e+00,5.157271e+00,2.988737e+00,4978,5549
387,1.387744e-01,1.079508e-01,1.067172e-01,4.379158e-01,4.261438e+01,3.009893e+01,7.386106e+00,5.422869e+00,3.076234e+00,4985,5532
388,1.386988e-01,1.088315e-01,1.077638e-01,4.372368e-01,4.019338e+01,2.733932e+01,7.246918e+00,5.423790e+00,3.022700e+00,4974,5551
389,1.385449e-01,1.114784e-01,1.090522e-01,5.034103e-01,4.051572e+01,1.961537e+01,7.257117e+00,5.780732e+00,3.151047e+00,4970,5537
390,1.383953e-01,1.130164e-01,1.105340e-01,4.296761e-01,4.191342e+01,1.798443e+01,7.272217e+00,6.163198e+00,3.423374e+00,4986,5516
391,1.383280e-01,1.146886e-01,1.141228e-01,4.481573e-01,4.416862e+01,3.726798e+01,7.270803e+00,7.129158e+00,3.571228e+00,4980,5561
392,1.381548e-01,1.155029e-01,1.160698e-01,4.888563e-01,5.177785e+01,3.719705e+01,7.148024e+00,6.875958e+00,3.456804e+00,5003,5551
393,1.384084e-01,1.164796e-01,1.177393e-01,5.587234e-01,5.368381e+01,2.675010e+01,7.141987e+00,7.309722e+00,3.570787e+00,5019,5563
394,1.385283e-01,1.201142e-01,1.208039e-01,4.893570e-01,4.819558e+01,3.712579e+01,7.116114e+00,7.471251e+00,4.003315e+00,5018,5561
395,1.386162e-01,1.218922e-01,1.226564e-01,5.320721e-01,5.209201e+01,2.850705e+01,7.542968e+00,8.030019e+00,4.085309e+00,5006,5561
396,1.388446e-01,1.238605e-01,1.231807e-01,6.055870e-01,5.978944e+01,2.849192e+01,7.304755e+00,8.193190e+00,3.823243e+00,4993,5584
397,1.390234e-01,1.256271e-01,1.243428e-01,6.258736e-01,6.798014e+01,2.863513e+01,7.858972e+00,8.549160e+00,3.931256e+00,5008,5525
398,1.391138e-01,1.272947e-01,1.259566e-01,6.697116e-01,6.854144e+01,3.378702e+01,8.443726e+00,9.835736e+00,4.353911e+00,5013,5510
399,1.391254e-01,1.283808e-01,1.288321e-01,1.026325e+00,7.862521e+01,3.291879e+01,9.008340e+00,1.098737e+01,4.268294e+00,5018,5505
400,1.390362e-01,1.304217e-01,1.294484e-01,7.070808e-01,7.497477e+01,3.184653e+01,9.817966e+00,1.254001e+01,4.182835e+00,5043,5495
401,1.393011e-01,1.316720e-01,1.328120e-01,7.453914e-01,6.500111e+01,6.552527e+01,1.189763e+01,1.262521e+01,4.250468e+00,5038,5494
402,1.395150e-01,1.301429e-01,1.321825e-01,8.154135e-01,7.516942e+01,3.570752e+01,1.233138e+01,1.400664e+01,4.298417e+00,5013,5486
403,1.397023e-01,1.349387e-01,1.325250e-01,8.685474e-01,9.099678e+01,3.467120e+01,1.381120e+01,1.612479e+01,4.404548e+00,5014,5488
404,1.397983e-01,1.316800e-01,1.360931e-01,1.184710e+00,8.957677e+01,3.323261e+01,1.597241e+01,1.589366e+01,4.265964e+00,5003,5527
405,1.397755e-01,1.306413e-01,1.338604e-01,9.536467e-01,9.605988e+01,3.173111e+01,1.584991e+01,1.761333e+01,3.798576e+00,5002,5530
406,1.397521e-01,1.345124e-01,1.329621e-01,9.781094e-01,8.625191e+01,1.084077e+02,1.664446e+01,2.017475e+01,4.189392e+00,4983,5509
407,1.397010e-01,1.336386e-01,1.342935e-01,1.101468e+00,1.076181e+02,3.516848e+01,1.927983e+01,1.824527e+01,3.959404e+00,4997,5539
408,1.398446e-01,1.336494e-01,1.345366e-01,1.199954e+00,1.077845e+02,1.058398e+02,1.876457e+01,2.081699e+01,3.837745e+00,4998,5510
409,1.399416e-01,1.339431e-01,1.310497e-01,1.112770e+00,1.092158e+02,9.681628e+01,1.802425e+01,2.051854e+01,3.373551e+00,4967,5527
410,1.438114e-01,1.373037e-01,1.293927e-01,9.557209e-01,1.061161e+02,3.068226e+01,1.799439e+01,1.867681e+01,3.419627e+00,4967,5545
411,1.478902e-01,1.368571e-01,1.330440e-01,9.540806e-01,1.000808e+02,7.458711e+01,1.772645e+01,2.079251e+01,3.863452e+00,5000,5533
412,1.505789e-01,1.416152e-01,1.330810e-01,9.650078e-01,9.030544e+01,3.416914e+01,1.711416e+01,1.752248e+01,4.012800e+00,5015,5483
413,1.549097e-01,1.419037e-01,1.327101e-01,9.917202e-01,9.023318e+01,8.223338e+01,1.621481e+01,1.977547e+01,3.942936e+00,4996,5489
414,1.582064e-01,1.459353e-01,1.305130e-01,8.986664e-01,9.231793e+01,6.996674e+01,1.626408e+01,1.642008e+01,3.497004e+00,4997,5485
415,1.604373e-01,1.467666e-01,1.370293e-01,8.906860e-01,8.477617e+01,2.659408e+01,1.483914e+01,1.803120e+01,3.341360e+00,4990,5456
416,1.649503e-01,1.478030e-01,1.355544e-01,9.397430e-01,8.096947e+01,3.272494e+01,1.455814e+01,1.533756e+01,3.733222e+00,5025,5408
417,1.660178e-01,1.510505e-01,1.353928e-01,8.911667e-01,8.325163e+01,3.168691e+01,1.348909e+01,1.549856e+01,3.243162e+00,5031,5406
418,1.687398e-01,1.494830e-01,1.325979e-01,8.866119e-01,9.088901e+01,5.237515e+01,1.364494e+01,1.498519e+01,3.532864e+00,5026,5417
419,1.712701e-01,1.550947e-01,1.319214e-01,8.020592e-01,9.345103e+01,4.174585e+01,1.301831e+01,1.375945e+01,3.208866e+00,4989,5457
420,1.724256e-01,1.529959e-01,1.366859e-01,1.656610e+00,9.728799e+01,3.577158e+01,1.299502e+01,1.446467e+01,3.659032e+00,4963,5486
421,1.742783e-01,1.562785e-01,1.382741e-01,7.728958e-01,8.890856e+01,3.470571e+01,1.222117e+01,1.315004e+01,3.136295e+00,4959,5532
422,1.765629e-01,1.574480e-01,1.353240e-01,7.554178e-01,1.059554e+02,4.159002e+01,1.210258e+01,1.385117e+01,3.725111e+00,4963,5516
423,1.793073e-01,1.560697e-01,1.356441e-01,7.216682e-01,1.006428e+02,3.930594e+01,1.211476e+01,1.369146e+01,3.106298e+00,4982,5548
424,1.796872e-01,1.583550e-01,1.316185e-01,1.294487e+00,9.504659e+01,3.865217e+01,1.186938e+01,1.367589e+01,3.677096e+00,4959,5563
425,1.821281e-01,1.586521e-01,1.328735e-01,1.021351e+00,9.634909e+01,3.743114e+01,1.150148e+01,1.260827e+01,3.104429e+00,4987,5475
426,1.831018e-01,1.591994e-01,1.327143e-01,6.959324e-01,1.048469e+02,2.919163e+01,1.100556e+01,1.170317e+01,3.545230e+00,5002,5472
427,1.829995e-01,1.618102e-01,1.321558e-01,8.133736e-01,9.589379e+01,3.730101e+01,1.078940e+01,1.114208e+01,4.092490e+00,5023,5444
428,1.845072e-01,1.595670e-01,1.263363e-01,1.233238e+00,8.720284e+01,3.479491e+01,1.062912e+01,1.077163e+01,3.385932e+00,4997,5517
429,1.836918e-01,1.594823e-01,1.312531e-01,5.579567e-01,7.789397e+01,3.288106e+01,1.030279e+01,1.024597e+01,3.946833e+00,4985,5488
430,1.839436e-01,1.581490e-01,1.308874e-01,1.647013e+00,1.000290e+02,3.169924e+01,1.042497e+01,1.009684e+01,3.343100e+00,5003,5458
431,1.842388e-01,1.609428e-01,1.300425e-01,1.461196e+00,8.299421e+01,3.416550e+01,1.027352e+01,9.803751e+00,3.765519e+00,5011,5447
432,1.849025e-01,1.583624e-01,1.285798e-01,1.002259e+00,7.963731e+01,3.155031e+01,9.979969e+00,9.204123e+00,3.158435e+00,4968,5523
433,1.833596e-01,1.592935e-01,1.266132e-01,4.651909e-01,8.470590e+01,3.493777e+01,9.777184e+00,8.948090e+00,3.500458e+00,4978,5528
434,1.835724e-01,1.564976e-01,1.258689e-01,8.180389e-01,7.989987e+01,3.367880e+01,9.706069e+00,8.601061e+00,3.992667e+00,5007,5494
435,1.830000e-01,1.546091e-01,1.253991e-01,5.260677e-01,7.820955e+01,3.223782e+01,9.676082e+00,7.924566e+00,3.422889e+00,5040,5433
436,1.803315e-01,1.563071e-01,1.280823e-01,5.039921e-01,6.253058e+01,3.434624e+01,9.709015e+00,8.265783e+00,3.439566e+00,5038,5371
437,1.800464e-01,1.550435e-01,1.271017e-01,6.800194e-01,5.918782e+01,2.352634e+01,9.687265e+00,7.395372e+00,3.137726e+00,5023,5444
438,1.786112e-01,1.517442e-01,1.219827e-01,5.247498e-01,5.984138e+01,2.894983e+01,9.506560e+00,6.479826e+00,3.449601e+00,4997,5476
439,1.764810e-01,1.535563e-01,1.143989e-01,5.190353e-01,6.160022e+01,2.752979e+01,9.571488e+00,6.905271e+00,3.802110e+00,4994,5505
440,1.745912e-01,1.508571e-01,1.200996e-01,5.209961e-01,5.625232e+01,2.999198e+01,9.760379e+00,6.323842e+00,3.251426e+00,4978,5579
441,1.734980e-01,1.475758e-01,1.203157e-01,5.236588e-01,4.889442e+01,2.738968e+01,9.720485e+00,5.675460e+00,3.084508e+00,4965,5576
442,1.725303e-01,1.496124e-01,1.197050e-01,5.205173e-01,4.942607e+01,2.985039e+01,9.482462e+00,5.786168e+00,2.855739e+00,4953,5525
443,1.709227e-01,1.473866e-01,1.210696e-01,5.127163e-01,5.267875e+01,2.860622e+01,9.310705e+00,5.676678e+00,3.147715e+00,4947,5545
444,1.690418e-01,1.436645e-01,1.200143e-01,5.206871e-01,4.515186e+01,2.251486e+01,9.490054e+00,5.500438e+00,3.363675e+00,4990,5518
445,1.672362e-01,1.439082e-01,1.190903e-01,6.715202e-01,3.944091e+01,2.846336e+01,9.513741e+00,5.284862e+00,2.579800e+00,5000,5457
446,1.659895e-01,1.443293e-01,1.178947e-01,6.784554e-01,5.585796e+01,2.616574e+01,9.381405e+00,5.251393e+00,2.805161e+00,5005,5468
447,1.650430e-01,1.420083e-01,1.167935e-01,5.292454e-01,4.733567e+01,2.386860e+01,9.150131e+00,5.111597e+00,2.862360e+00,5025,5429
448,1.636568e-01,1.382295e-01,1.154624e-01,5.194054e-01,4.125208e+01,2.277398e+01,9.073869e+00,5.023691e+00,2.643205e+00,5022,5506
449,1.632366e-01,1.370617e-01,1.141674e-01,5.262451e-01,3.809240e+01,2.913118e+01,9.142628e+00,4.699857e+00,2.053807e+00,4991,5547
450,1.625203e-01,1.384868e-01,1.134742e-01,5.314789e-01,3.087875e+01,2.205904e+01,9.067896e+00,4.521577e+00,2.323041e+00,4997,5547
451,1.614878e-01,1.376111e-01,1.129839e-01,5.320053e-01,3.695176e+01,2.451927e+01,8.997108e+00,4.644473e+00,2.685594e+00,4999,5517
452,1.599603e-01,1.344726e-01,1.123517e-01,5.281296e-01,3.926466e+01,2.346325e+01,9.025321e+00,4.341428e+00,2.316568e+00,4999,5491
453,1.590698e-01,1.306887e-01,1.117732e-01,5.216446e-01,3.601737e+01,2.513058e+01,9.110283e+00,4.307509e+00,1.906732e+00,4992,5500
454,1.578984e-01,1.284651e-01,1.117367e-01,5.278702e-01,3.180039e+01,2.308262e+01,9.121664e+00,3.935770e+00,1.996194e+00,5005,5465
455,1.560079e-01,1.309389e-01,1.111659e-01,5.296478e-01,3.409711e+01,2.112654e+01,9.000835e+00,3.826571e+00,2.158394e+00,4977,5528
456,1.548649e-01,1.309928e-01,1.107154e-01,5.279541e-01,3.185929e+01,2.002561e+01,8.906116e+00,3.834530e+00,2.215569e+00,4961,5591
457,1.533767e-01,1.298154e-01,1.101362e-01,5.233574e-01,3.131371e+01,1.931246e+01,8.816383e+00,3.723529e+00,2.238877e+00,4976,5576
458,1.524852e-01,1.278042e-01,1.095833e-01,5.182037e-01,3.014641e+01,2.008702e+01,8.887748e+00,3.672682e+00,2.232612e+00,4993,5536
459,1.515281e-01,1.252367e-01,1.091408e-01,5.221634e-01,2.880179e+01,1.846025e+01,8.892460e+00,3.827979e+00,2.224437e+00,4973,5564
460,1.501846e-01,1.229775e-01,1.088779e-01,5.230179e-01,3.297467e+01,2.159766e+01,8.858024e+00,3.762725e+00,1.964130e+00,4977,5523
461,1.490593e-01,1.203971e-01,1.082941e-01,5.200348e-01,3.401424e+01,2.127369e+01,8.719185e+00,3.513392e+00,1.868588e+00,4994,5471
462,1.481040e-01,1.210913e-01,1.076761e-01,5.144463e-01,3.124799e+01,2.244928e+01,8.602385e+00,3.664215e+00,2.027973e+00,4997,5496
463,1.474427e-01,1.219624e-01,1.077093e-01,5.062981e-01,3.172054e+01,2.114638e+01,8.457949e+00,3.355837e+00,1.971428e+00,4961,5531
464,1.466013e-01,1.220982e-01,1.078598e-01,4.959946e-01,2.999343e+01,1.993253e+01,8.437637e+00,3.369151e+00,2.058270e+00,4997,5534
465,1.455394e-01,1.222402e-01,1.081408e-01,4.838295e-01,3.046640e+01,2.087726e+01,8.422574e+00,3.253673e+00,2.231117e+00,4974,5544
466,1.450600e-01,1.209714e-01,1.083093e-01,4.830170e-01,3.513630e+01,3.567877e+01,8.367633e+00,3.372347e+00,2.245491e+00,4979,5549
467,1.444854e-01,1.205822e-01,1.085619e-01,4.822998e-01,3.350208e+01,2.553681e+01,8.274980e+00,3.152807e+00,2.310722e+00,5001,5524
468,1.437652e-01,1.197820e-01,1.089753e-01,4.794083e-01,3.432909e+01,2.069621e+01,8.256060e+00,3.300377e+00,2.509092e+00,4992,5520
469,1.429039e-01,1.186804e-01,1.098470e-01,4.743881e-01,3.363862e+01,1.954671e+01,8.155853e+00,3.398607e+00,2.592427e+00,5007,5482
470,1.420045e-01,1.183823e-01,1.105943e-01,4.694176e-01,3.256116e+01,2.197004e+01,8.032860e+00,3.516602e+00,2.739520e+00,4978,5516
471,1.419101e-01,1.175560e-01,1.114298e-01,4.682388e-01,3.427299e+01,2.655519e+01,7.904248e+00,3.969910e+00,2.932446e+00,5002,5495
472,1.417620e-01,1.174191e-01,1.121970e-01,4.648933e-01,3.311034e+01,2.523274e+01,7.896037e+00,4.369410e+00,2.889938e+00,4996,5519
473,1.414964e-01,1.166995e-01,1.129490e-01,4.600067e-01,3.854295e+01,2.357483e+01,7.883979e+00,4.538163e+00,3.066567e+00,5008,5514
474,1.410121e-01,1.185347e-01,1.139943e-01,4.530869e-01,3.809062e+01,2.686306e+01,7.849122e+00,5.036498e+00,3.100345e+00,4988,5539
475,1.409974e-01,1.168266e-01,1.151484e-01,4.696064e-01,3.886140e+01,2.857525e+01,7.782319e+00,5.253034e+00,3.165027e+00,4990,5520
476,1.410139e-01,1.189214e-01,1.160091e-01,4.634247e-01,4.617318e+01,2.368600e+01,7.697866e+00,5.664588e+00,3.285423e+00,4995,5484
477,1.409180e-01,1.210294e-01,1.192000e-01,5.894470e-01,3.572644e+01,1.904878e+01,7.592688e+00,6.251987e+00,3.253286e+00,5000,5503
478,1.406781e-01,1.246883e-01,1.198552e-01,4.574995e-01,4.275282e+01,2.470638e+01,7.479352e+00,6.018654e+00,3.183791e+00,4992,5511
479,1.402056e-01,1.262407e-01,1.211072e-01,4.396286e-01,4.637439e+01,2.471413e+01,7.420267e+00,6.454127e+00,3.314176e+00,4958,5559
480,1.398600e-01,1.251190e-01,1.221413e-01,5.006943e-01,5.803078e+01,2.195139e+01,7.425923e+00,6.847348e+00,3.597440e+00,4976,5576
481,1.399233e-01,1.295770e-01,1.263492e-01,5.080910e-01,4.418122e+01,4.448713e+01,7.412788e+00,7.598968e+00,3.668744e+00,4976,5555
482,1.399416e-01,1.284768e-01,1.316535e-01,6.051559e-01,4.629730e+01,4.453121e+01,7.326941e+00,7.473754e+00,3.453442e+00,5000,5508
483,1.398871e-01,1.344069e-01,1.279576e-01,1.180084e+00,5.548036e+01,2.927402e+01,7.269079e+00,7.730053e+00,3.790957e+00,4985,5547
484,1.397680e-01,1.326258e-01,1.315020e-01,1.006126e+00,6.104303e+01,4.489014e+01,7.569227e+00,8.174882e+00,3.894858e+00,5006,5517
485,1.395391e-01,1.355528e-01,1.320820e-01,6.389644e-01,6.106261e+01,2.841081e+01,8.197940e+00,8.994463e+00,3.808431e+00,5006,5510
486,1.391750e-01,1.401545e-01,1.324338e-01,6.693530e-01,6.310355e+01,3.036006e+01,8.612974e+00,1.017795e+01,3.834785e+00,5006,5504
487,1.387268e-01,1.364428e-01,1.332204e-01,7.181748e-01,5.352348e+01,3.287851e+01,9.550541e+00,9.963239e+00,3.902712e+00,4988,5545
488,1.383642e-01,1.384029e-01,1.442689e-01,7.772911e-01,6.142661e+01,6.796721e+01,9.696178e+00,1.102224e+01,3.967698e+00,4992,5542
489,1.384279e-01,1.417236e-01,1.364427e-01,7.895477e-01,8.728527e+01,3.039509e+01,1.113166e+01,1.424466e+01,3.943287e+00,4985,5542
490,1.385918e-01,1.453319e-01,1.394653e-01,1.216110e+00,9.011671e+01,3.056842e+01,1.212943e+01,1.545295e+01,4.207444e+00,5004,5477
491,1.386473e-01,1.461121e-01,1.384898e-01,9.213295e-01,8.965499e+01,3.411497e+01,1.520952e+01,1.436310e+01,4.121450e+00,4988,5502
492,1.386075e-01,1.414446e-01,1.385426e-01,9.242663e-01,9.589330e+01,3.272407e+01,1.530631e+01,1.655340e+01,3.914633e+00,4972,5528
493,1.385256e-01,1.399671e-01,1.368368e-01,9.662728e-01,1.113103e+02,3.433401e+01,1.605536e+01,1.913167e+01,3.943450e+00,4987,5512
494,1.384553e-01,1.416518e-01,1.389624e-01,1.034046e+00,1.040163e+02,9.924274e+01,1.764596e+01,1.773676e+01,3.881335e+00,4988,5491
495,1.384033e-01,1.405143e-01,1.376927e-01,1.064930e+00,9.370039e+01,3.442357e+01,1.731446e+01,1.862514e+01,4.285775e+00,4972,5514
496,1.385332e-01,1.425536e-01,1.378786e-01,1.045753e+00,8.106202e+01,8.200241e+01,1.712674e+01,1.807515e+01,4.264693e+00,5005,5481
497,1.410100e-01,1.445213e-01,1.388642e-01,9.348564e-01,8.630257e+01,7.176825e+01,1.721116e+01,2.063725e+01,4.173717e+00,4997,5504
498,1.447354e-01,1.439217e-01,1.389910e-01,9.098778e-01,8.560616e+01,9.249120e+01,1.892316e+01,1.882034e+01,3.821635e+00,4972,5518
499,1.487580e-01,1.468689e-01,1.393287e-01,9.427433e-01,7.814511e+01,8.029494e+01,1.785567e+01,1.875292e+01,4.310104e+00,5000,5472
500,1.531515e-01,1.500845e-01,1.391897e-01,9.192772e-01,1.565294e+02,3.351702e+01,1.676592e+01,1.920704e+01,3.841216e+00,4993,5469
501,1.562094e-01,1.517631e-01,1.387448e-01,9.422264e-01,7.981418e+01,5.714996e+01,1.626265e+01,1.563383e+01,3.642947e+00,4989,5482
502,1.596880e-01,1.549650e-01,1.384832e-01,9.125900e-01,7.505546e+01,7.543707e+01,1.592292e+01,1.860132e+01,4.272131e+00,4980,5505
503,1.636518e-01,1.555711e-01,1.443504e-01,1.096239e+00,1.080881e+02,6.357377e+01,1.536430e+01,1.548399e+01,3.981745e+00,5017,5448
504,1.666404e-01,1.590785e-01,1.427865e-01,9.129791e-01,1.244087e+02,3.534193e+01,1.435153e+01,1.694233e+01,3.529831e+00,4987,5523
505,1.686504e-01,1.583892e-01,1.435213e-01,1.286003e+00,1.139063e+02,4.155874e+01,1.432810e+01,1.503911e+01,4.299536e+00,4998,5497
506,1.718628e-01,1.619461e-01,1.432035e-01,8.867569e-01,8.792574e+01,3.982518e+01,1.394389e+01,1.543202e+01,3.861146e+00,5004,5485
507,1.743378e-01,1.632191e-01,1.426096e-01,1.214436e+00,8.932064e+01,3.747627e+01,1.316083e+01,1.450082e+01,3.747357e+00,5020,5454
508,1.765659e-01,1.632300e-01,1.423937e-01,8.361864e-01,8.690324e+01,3.103201e+01,1.315556e+01,1.428005e+01,4.146489e+00,5023,5452
509,1.795014e-01,1.662816e-01,1.421674e-01,1.381598e+00,8.961934e+01,2.991801e+01,1.310676e+01,1.339189e+01,3.494159e+00,5011,5494
510,1.831877e-01,1.668263e-01,1.422001e-01,1.022072e+00,9.182624e+01,3.743624e+01,1.223654e+01,1.317857e+01,4.404102e+00,4996,5525
511,1.837173e-01,1.663395e-01,1.422864e-01,7.440910e-01,9.479953e+01,3.501124e+01,1.192022e+01,1.310573e+01,3.625665e+00,4994,5481
512,1.856368e-01,1.701370e-01,1.422625e-01,7.646465e-01,8.246889e+01,3.387475e+01,1.182906e+01,1.328395e+01,3.702234e+00,4999,5474
513,1.875698e-01,1.702753e-01,1.411439e-01,1.152657e+00,9.081528e+01,3.269006e+01,1.146903e+01,1.195216e+01,4.420212e+00,5010,5457
514,1.872742e-01,1.694820e-01,1.375847e-01,7.541561e-01,8.738168e+01,2.695351e+01,1.117959e+01,1.168134e+01,3.802818e+00,4993,5499
515,1.878313e-01,1.708446e-01,1.426074e-01,5.758667e-01,7.713859e+01,2.370888e+01,1.116163e+01,1.095552e+01,4.609938e+00,4953,5542
516,1.873306e-01,1.717865e-01,1.420865e-01,6.294098e-01,8.476021e+01,3.552235e+01,1.081882e+01,1.113245e+01,3.813868e+00,4998,5507
517,1.880978e-01,1.703002e-01,1.411766e-01,5.511513e-01,7.550356e+01,2.810510e+01,1.090260e+01,1.031489e+01,3.870023e+00,4966,5507
518,1.864925e-01,1.717606e-01,1.404338e-01,5.033951e-01,6.588210e+01,2.694835e+01,1.083024e+01,1.056729e+01,3.768440e+00,4957,5529
519,1.860694e-01,1.697309e-01,1.355983e-01,9.952736e-01,7.591062e+01,3.390363e+01,1.065309e+01,9.601485e+00,3.946320e+00,4956,5572
520,1.848294e-01,1.699496e-01,1.389959e-01,5.098152e-01,8.232193e+01,3.155318e+01,1.070238e+01,8.839730e+00,4.617563e+00,4977,5543
521,1.859978e-01,1.686492e-01,1.386486e-01,5.349236e-01,6.476115e+01,3.028842e+01,1.050165e+01,9.149197e+00,3.816324e+00,4970,5526
522,1.863039e-01,1.677786e-01,1.376698e-01,6.210203e-01,7.106413e+01,2.259235e+01,1.046936e+01,8.222157e+00,4.595777e+00,4987,5521
523,1.845801e-01,1.677123e-01,1.395557e-01,7.729568e-01,7.673293e+01,2.167838e+01,1.036491e+01,7.790518e+00,3.702137e+00,5015,5439
524,1.847949e-01,1.668589e-01,1.352884e-01,7.087474e-01,6.469035e+01,2.682164e+01,1.036669e+01,7.836755e+00,2.891984e+00,5007,5472
525,1.843391e-01,1.655860e-01,1.316979e-01,9.582722e-01,6.783186e+01,2.956007e+01,1.030072e+01,6.993244e+00,3.348502e+00,5010,5501
526,1.815892e-01,1.641509e-01,1.289441e-01,5.728073e-01,5.641139e+01,2.453692e+01,1.039998e+01,6.749147e+00,3.686385e+00,5004,5480
527,1.801103e-01,1.637969e-01,1.259551e-01,5.688972e-01,5.862239e+01,3.017273e+01,1.035237e+01,6.853296e+00,4.240861e+00,4993,5470
528,1.789468e-01,1.618555e-01,1.242443e-01,6.208382e-01,5.054906e+01,2.831629e+01,1.031755e+01,6.530575e+00,3.384397e+00,4961,5570
529,1.784126e-01,1.587646e-01,1.237310e-01,5.703888e-01,4.537533e+01,2.715181e+01,1.025724e+01,6.495096e+00,3.949731e+00,4942,5599
530,1.767526e-01,1.593389e-01,1.227565e-01,5.774231e-01,4.190952e+01,2.020018e+01,1.031033e+01,6.475646e+00,3.047589e+00,4952,5587
531,1.740037e-01,1.583975e-01,1.221866e-01,5.780640e-01,4.773566e+01,1.917987e+01,1.026831e+01,6.187459e+00,3.471265e+00,4971,5541
532,1.726466e-01,1.550471e-01,1.216324e-01,5.721703e-01,4.278904e+01,2.370007e+01,1.015826e+01,6.238777e+00,3.650027e+00,4976,5532
533,1.710059e-01,1.515288e-01,1.213856e-01,5.598259e-01,3.962446e+01,2.502090e+01,1.002718e+01,5.800758e+00,2.918044e+00,4994,5575
534,1.705476e-01,1.532465e-01,1.288314e-01,6.853037e-01,4.501055e+01,2.154492e+01,1.001263e+01,5.843356e+00,3.474786e+00,4991,5540
535,1.691506e-01,1.531177e-01,1.274889e-01,5.643158e-01,4.112247e+01,2.559483e+01,9.904128e+00,5.596832e+00,2.668404e+00,5034,5481
536,1.680180e-01,1.513748e-01,1.206524e-01,5.755386e-01,4.137104e+01,2.438352e+01,9.750644e+00,5.511700e+00,3.097681e+00,5009,5477
537,1.674052e-01,1.470460e-01,1.257629e-01,5.769653e-01,4.502957e+01,2.343551e+01,9.921355e+00,5.453790e+00,2.433039e+00,4994,5461
538,1.660607e-01,1.427981e-01,1.245938e-01,5.693741e-01,3.785483e+01,1.771186e+01,1.002754e+01,5.408731e+00,2.917948e+00,4997,5476
539,1.633817e-01,1.447573e-01,1.205421e-01,5.713959e-01,3.890692e+01,2.508231e+01,9.973860e+00,5.336601e+00,3.017102e+00,5000,5540
540,1.622485e-01,1.450388e-01,1.203980e-01,5.669098e-01,4.210180e+01,2.062725e+01,9.866938e+00,4.802376e+00,2.425846e+00,5016,5543
541,1.611537e-01,1.446871e-01,1.199988e-01,5.619736e-01,3.875830e+01,1.978040e+01,9.693889e+00,4.754552e+00,2.938041e+00,4990,5525
542,1.596735e-01,1.422248e-01,1.207759e-01,5.567017e-01,3.201669e+01,1.896472e+01,9.652078e+00,4.666869e+00,2.369613e+00,4991,5552
543,1.590356e-01,1.401080e-01,1.204023e-01,5.632553e-01,3.503505e+01,1.464075e+01,9.743534e+00,4.701782e+00,2.907487e+00,4993,5529
544,1.582188e-01,1.371149e-01,1.201081e-01,5.656281e-01,3.598951e+01,1.375350e+01,9.719131e+00,4.672106e+00,2.340450e+00,4970,5548
545,1.568673e-01,1.343708e-01,1.197637e-01,5.637703e-01,4.015232e+01,2.773077e+01,9.624137e+00,4.360008e+00,2.091112e+00,4948,5562
546,1.550211e-01,1.331441e-01,1.192865e-01,5.582428e-01,3.353443e+01,1.638059e+01,9.467975e+00,4.431291e+00,1.903244e+00,4964,5548
547,1.539087e-01,1.342852e-01,1.172660e-01,5.496025e-01,3.099750e+01,1.590427e+01,9.327659e+00,4.420393e+00,2.292378e+00,4984,5516
548,1.530214e-01,1.346066e-01,1.165303e-01,5.438766e-01,3.505189e+01,2.013709e+01,9.292439e+00,4.050542e+00,2.099824e+00,4990,5532
