iter,u_fl,u_bd,u_in,div_fl,div_bd,div_in,p_fl,p_bd,p_in,nin,nbd
764,1.830482e-01,1.671516e-01,1.618362e-01,9.299707e-01,1.039007e+02,3.911172e+01,1.624802e+01,1.854003e+01,5.357052e+00,5003,5480
765,1.865664e-01,1.678766e-01,1.626206e-01,9.556961e-01,1.060163e+02,6.873550e+01,1.543001e+01,1.516548e+01,4.656518e+00,5029,5468
766,1.867387e-01,1.715998e-01,1.617768e-01,1.594257e+00,8.060466e+01,5.656099e+01,1.488202e+01,1.761382e+01,5.446673e+00,5019,5412
767,1.912259e-01,1.718164e-01,1.626526e-01,1.515938e+00,1.208891e+02,2.630111e+01,1.496231e+01,1.583525e+01,4.845861e+00,5035,5367
768,1.904994e-01,1.753265e-01,1.611997e-01,7.956076e-01,1.090540e+02,3.199293e+01,1.433245e+01,1.682515e+01,5.827629e+00,5034,5396
769,1.939576e-01,1.765474e-01,1.618801e-01,1.468904e+00,8.210751e+01,4.907072e+01,1.455985e+01,1.499566e+01,4.999644e+00,5033,5363
770,1.963809e-01,1.791453e-01,1.616410e-01,8.367310e-01,1.223831e+02,3.813567e+01,1.380757e+01,1.406813e+01,5.975173e+00,5001,5454
771,2.012633e-01,1.792738e-01,1.677019e-01,6.982493e-01,1.156606e+02,3.394579e+01,1.270679e+01,1.342483e+01,5.372685e+00,4963,5530
772,2.045524e-01,1.813277e-01,1.625843e-01,8.469200e-01,8.940669e+01,3.652993e+01,1.276696e+01,1.351499e+01,5.948399e+00,4944,5510
773,2.054839e-01,1.827111e-01,1.623160e-01,8.988419e-01,8.790198e+01,3.768590e+01,1.240358e+01,1.389338e+01,5.613383e+00,4944,5597
774,2.099549e-01,1.829176e-01,1.671208e-01,7.173214e-01,1.076266e+02,3.580706e+01,1.213273e+01,1.303050e+01,5.574458e+00,4963,5562
775,2.087404e-01,1.823786e-01,1.628475e-01,6.245422e-01,9.043574e+01,4.209361e+01,1.196542e+01,1.272363e+01,5.646879e+00,4981,5579
776,2.092649e-01,1.855531e-01,1.633218e-01,9.920654e-01,8.227180e+01,3.901035e+01,1.175477e+01,1.147710e+01,4.642353e+00,4965,5540
777,2.080734e-01,1.835321e-01,1.630451e-01,6.185608e-01,7.824896e+01,3.742076e+01,1.167626e+01,1.244834e+01,5.377541e+00,4971,5531
778,2.057153e-01,1.842119e-01,1.665387e-01,1.335277e+00,8.097567e+01,2.832279e+01,1.176104e+01,1.086454e+01,5.220641e+00,4994,5479
779,2.073204e-01,1.854700e-01,1.596605e-01,6.375575e-01,7.601057e+01,3.635420e+01,1.147782e+01,1.081461e+01,5.915762e+00,4971,5496
780,2.061885e-01,1.836195e-01,1.636450e-01,9.182739e-01,7.007080e+01,3.290899e+01,1.150657e+01,9.978569e+00,5.053278e+00,4986,5501
781,2.072612e-01,1.852302e-01,1.633127e-01,8.850783e-01,8.317285e+01,2.992026e+01,1.149312e+01,9.821277e+00,5.834714e+00,4964,5490
782,2.072121e-01,1.831856e-01,1.627558e-01,5.452499e-01,6.989188e+01,3.342897e+01,1.143102e+01,9.479155e+00,4.773241e+00,4940,5517
783,2.080586e-01,1.848500e-01,1.617516e-01,5.704422e-01,6.886022e+01,3.309937e+01,1.143683e+01,9.132640e+00,5.373938e+00,4924,5553
784,2.067462e-01,1.811793e-01,1.585359e-01,8.786011e-01,7.488686e+01,3.122680e+01,1.122459e+01,9.218234e+00,5.287584e+00,4953,5592
785,2.065099e-01,1.826106e-01,1.581365e-01,9.415092e-01,6.519133e+01,3.026643e+01,1.158640e+01,9.257811e+00,4.658782e+00,4950,5588
786,2.038092e-01,1.813598e-01,1.601104e-01,7.183285e-01,7.810151e+01,3.380362e+01,1.176480e+01,8.857678e+00,4.993399e+00,4941,5528
787,2.017820e-01,1.781866e-01,1.593538e-01,6.498566e-01,7.210484e+01,2.582078e+01,1.150425e+01,8.797193e+00,5.641005e+00,4965,5510
788,1.996103e-01,1.800470e-01,1.582280e-01,6.446991e-01,6.182714e+01,3.326153e+01,1.126514e+01,8.824473e+00,4.606041e+00,5003,5456
789,1.992404e-01,1.785475e-01,1.565050e-01,6.428108e-01,7.155829e+01,2.241916e+01,1.139167e+01,8.933095e+00,4.928303e+00,4987,5495
790,1.982546e-01,1.745355e-01,1.513654e-01,1.116588e+00,6.081422e+01,2.681100e+01,1.135329e+01,8.743596e+00,5.047060e+00,4965,5555
791,1.971351e-01,1.752118e-01,1.489034e-01,6.414871e-01,6.061823e+01,2.509440e+01,1.152489e+01,8.899975e+00,5.717083e+00,4957,5567
792,1.971969e-01,1.759936e-01,1.470416e-01,6.472778e-01,5.828971e+01,2.918841e+01,1.145740e+01,8.252024e+00,4.602585e+00,4957,5532
793,1.936892e-01,1.733397e-01,1.454536e-01,6.418991e-01,5.804736e+01,2.742496e+01,1.123067e+01,8.352635e+00,5.031404e+00,4984,5527
794,1.925710e-01,1.689155e-01,1.445577e-01,6.454697e-01,4.287713e+01,2.566267e+01,1.099532e+01,8.278824e+00,3.977204e+00,4997,5552
795,1.904825e-01,1.706064e-01,1.435766e-01,6.681824e-01,4.200606e+01,1.875738e+01,1.124881e+01,8.399487e+00,4.232315e+00,4966,5549
796,1.894411e-01,1.704431e-01,1.429379e-01,6.775742e-01,4.416991e+01,2.252795e+01,1.120138e+01,7.792987e+00,4.392167e+00,4989,5510
797,1.877739e-01,1.682224e-01,1.423701e-01,6.752663e-01,4.018588e+01,2.100671e+01,1.102576e+01,7.518281e+00,4.984333e+00,4986,5456
798,1.851480e-01,1.646194e-01,1.416472e-01,6.787128e-01,4.430880e+01,2.487852e+01,1.076880e+01,7.505913e+00,4.109406e+00,4971,5488
799,1.821421e-01,1.615247e-01,1.413938e-01,6.501541e-01,3.955451e+01,2.299018e+01,1.072207e+01,7.619747e+00,4.476127e+00,4955,5614
800,1.813497e-01,1.640741e-01,1.409829e-01,6.525497e-01,3.519045e+01,2.154200e+01,1.068885e+01,7.363448e+00,3.572828e+00,4972,5606
801,1.798881e-01,1.639708e-01,1.406016e-01,6.465683e-01,3.143814e+01,2.627084e+01,1.056603e+01,7.437447e+00,3.711010e+00,4985,5616
802,1.772338e-01,1.626878e-01,1.402390e-01,6.332474e-01,3.358876e+01,2.322885e+01,1.054617e+01,7.090339e+00,3.988799e+00,4957,5618
803,1.763198e-01,1.599969e-01,1.400705e-01,6.214218e-01,3.595945e+01,2.190974e+01,1.063865e+01,6.659091e+00,3.343868e+00,4979,5573
804,1.739852e-01,1.576540e-01,1.399103e-01,6.192322e-01,3.667077e+01,2.325007e+01,1.056732e+01,6.736866e+00,3.748637e+00,4978,5544
805,1.715669e-01,1.538970e-01,1.397755e-01,6.152725e-01,3.044832e+01,2.095280e+01,1.044283e+01,6.942490e+00,4.339808e+00,4983,5501
806,1.707532e-01,1.533769e-01,1.398875e-01,6.072121e-01,3.576730e+01,1.874221e+01,1.024211e+01,6.785944e+00,3.484857e+00,4987,5523
807,1.689424e-01,1.553373e-01,1.397486e-01,5.955811e-01,3.346472e+01,1.746523e+01,1.005896e+01,6.136014e+00,3.127113e+00,4982,5526
808,1.668241e-01,1.547926e-01,1.395193e-01,5.839005e-01,3.309108e+01,2.963138e+01,1.010297e+01,6.400537e+00,3.919020e+00,4981,5567
809,1.655499e-01,1.544439e-01,1.392567e-01,5.830460e-01,3.041996e+01,1.961643e+01,1.007629e+01,6.182737e+00,3.401931e+00,4969,5564
810,1.637191e-01,1.537042e-01,1.388550e-01,5.779266e-01,3.379667e+01,1.880590e+01,9.965221e+00,6.007862e+00,3.968323e+00,4980,5538
811,1.616766e-01,1.522839e-01,1.384796e-01,5.692711e-01,3.181208e+01,1.723572e+01,9.788323e+00,5.812102e+00,3.321086e+00,4981,5538
812,1.598402e-01,1.511070e-01,1.381245e-01,5.662193e-01,3.512286e+01,1.943118e+01,9.691965e+00,6.225703e+00,4.012515e+00,4970,5529
813,1.587109e-01,1.496407e-01,1.378043e-01,5.637398e-01,3.449565e+01,1.702356e+01,9.555688e+00,6.098164e+00,3.360456e+00,4981,5529
814,1.575779e-01,1.482878e-01,1.376094e-01,5.584526e-01,2.907836e+01,2.045183e+01,9.490864e+00,5.513882e+00,3.048183e+00,5001,5504
815,1.572141e-01,1.472121e-01,1.374893e-01,5.505829e-01,3.085522e+01,1.904917e+01,9.465283e+00,5.859279e+00,2.635176e+00,4983,5520
816,1.568788e-01,1.462308e-01,1.377323e-01,5.400133e-01,3.202240e+01,2.017729e+01,9.410028e+00,5.873799e+00,3.043176e+00,4990,5532
817,1.565236e-01,1.456233e-01,1.379936e-01,5.358124e-01,3.427092e+01,3.522314e+01,9.337869e+00,5.487009e+00,3.801767e+00,4995,5508
818,1.564731e-01,1.450994e-01,1.379974e-01,5.367222e-01,3.214417e+01,2.353202e+01,9.261340e+00,5.485527e+00,3.280602e+00,5005,5506
819,1.563193e-01,1.441013e-01,1.368986e-01,5.355587e-01,3.768246e+01,1.855665e+01,9.249024e+00,5.653163e+00,3.031646e+00,5010,5497
820,1.560102e-01,1.443349e-01,1.383720e-01,5.319309e-01,3.296422e+01,2.003581e+01,9.200631e+00,5.436484e+00,3.729742e+00,5007,5520
821,1.562602e-01,1.444085e-01,1.392240e-01,5.263734e-01,3.324362e+01,2.449199e+01,9.113666e+00,5.139238e+00,3.279346e+00,5014,5530
822,1.565185e-01,1.441304e-01,1.386079e-01,5.189216e-01,3.042975e+01,3.100250e+01,9.046151e+00,5.473817e+00,3.131219e+00,5003,5551
823,1.566627e-01,1.430210e-01,1.393032e-01,5.098581e-01,3.700696e+01,2.426941e+01,8.980094e+00,5.563378e+00,3.890654e+00,4966,5599
824,1.565634e-01,1.441139e-01,1.431455e-01,5.051708e-01,3.576896e+01,3.592451e+01,8.892281e+00,5.240386e+00,3.508294e+00,4993,5556
825,1.563517e-01,1.458075e-01,1.416989e-01,5.046988e-01,3.729107e+01,2.081756e+01,8.927042e+00,5.426789e+00,3.488170e+00,4997,5511
826,1.566650e-01,1.450933e-01,1.425943e-01,5.573864e-01,3.723820e+01,2.359507e+01,8.861622e+00,5.814230e+00,3.362113e+00,4979,5526
827,1.574018e-01,1.455349e-01,1.433716e-01,5.255165e-01,3.873611e+01,1.985090e+01,8.848653e+00,5.802588e+00,4.054624e+00,4988,5509
828,1.581022e-01,1.486499e-01,1.477758e-01,6.590385e-01,3.729923e+01,3.826952e+01,8.771321e+00,5.969656e+00,3.752566e+00,4987,5522
829,1.586390e-01,1.514613e-01,1.454943e-01,4.852381e-01,4.441077e+01,2.579248e+01,8.688043e+00,6.142222e+00,3.731704e+00,4969,5553
830,1.590531e-01,1.484145e-01,1.463676e-01,5.363655e-01,4.622075e+01,2.228745e+01,8.593486e+00,6.282981e+00,3.687160e+00,4964,5575
831,1.591667e-01,1.520399e-01,1.520113e-01,4.855843e-01,4.450623e+01,4.506522e+01,8.655035e+00,7.368001e+00,4.367808e+00,4994,5541
832,1.589037e-01,1.551311e-01,1.542529e-01,5.192690e-01,4.513612e+01,4.398284e+01,8.609430e+00,7.329187e+00,4.020442e+00,4987,5558
833,1.591293e-01,1.571504e-01,1.500102e-01,5.680809e-01,5.594279e+01,3.457576e+01,8.614687e+00,7.595729e+00,3.901612e+00,4980,5557
834,1.598644e-01,1.566022e-01,1.505624e-01,6.221371e-01,6.629616e+01,2.825804e+01,8.601479e+00,7.928738e+00,4.120488e+00,4990,5563
835,1.602429e-01,1.550879e-01,1.602428e-01,6.974297e-01,6.880392e+01,5.678491e+01,8.653430e+00,8.586493e+00,4.580560e+00,5008,5517
836,1.604390e-01,1.586610e-01,1.532589e-01,7.138948e-01,6.554806e+01,3.236695e+01,8.695022e+00,8.846030e+00,4.401130e+00,4999,5504
837,1.604272e-01,1.606669e-01,1.566860e-01,1.787788e+00,7.160796e+01,3.081881e+01,8.781496e+00,9.845470e+00,3.969868e+00,4994,5504
838,1.609146e-01,1.624741e-01,1.567898e-01,1.405877e+00,8.735500e+01,3.119621e+01,9.381752e+00,1.102441e+01,5.077536e+00,5001,5519
839,1.611329e-01,1.587659e-01,1.566409e-01,7.868133e-01,7.433996e+01,3.409835e+01,1.026655e+01,1.290702e+01,4.801821e+00,4990,5503
840,1.611621e-01,1.675500e-01,1.573783e-01,8.434920e-01,8.142651e+01,3.339664e+01,1.208221e+01,1.301195e+01,4.236535e+00,4982,5511
841,1.621055e-01,1.616630e-01,1.583074e-01,1.042435e+00,7.865164e+01,8.066910e+01,1.218059e+01,1.350548e+01,5.388764e+00,4990,5511
842,1.632505e-01,1.616616e-01,1.582832e-01,9.560051e-01,9.169807e+01,7.972240e+01,1.281172e+01,1.712739e+01,5.010553e+00,4996,5485
843,1.638191e-01,1.620656e-01,1.595742e-01,9.376392e-01,1.036401e+02,3.302943e+01,1.670094e+01,1.711292e+01,4.345087e+00,4997,5469
844,1.640484e-01,1.613634e-01,1.595886e-01,9.975300e-01,9.826497e+01,9.603153e+01,1.644812e+01,1.665420e+01,5.485013e+00,5014,5476
845,1.641262e-01,1.610897e-01,1.584026e-01,9.598265e-01,7.124844e+01,3.556836e+01,1.604132e+01,1.896836e+01,4.980563e+00,4985,5482
846,1.637132e-01,1.633010e-01,1.594486e-01,8.649678e-01,7.708627e+01,7.830064e+01,1.707055e+01,1.776011e+01,5.690984e+00,4983,5487
847,1.643912e-01,1.648259e-01,1.583633e-01,8.762827e-01,9.622013e+01,9.864425e+01,1.622836e+01,1.945003e+01,5.262502e+00,4991,5498
848,1.648890e-01,1.674200e-01,1.606303e-01,9.324408e-01,8.670525e+01,3.443597e+01,1.739568e+01,1.598273e+01,4.675178e+00,4978,5487
849,1.689262e-01,1.675353e-01,1.612105e-01,9.621525e-01,7.526631e+01,3.422246e+01,1.696573e+01,2.058406e+01,5.855156e+00,5005,5472
850,1.721369e-01,1.680275e-01,1.622736e-01,8.260193e-01,8.915445e+01,6.380183e+01,1.812357e+01,1.807614e+01,4.994176e+00,4994,5463
851,1.754583e-01,1.706622e-01,1.632779e-01,8.584166e-01,7.962131e+01,3.659282e+01,1.703206e+01,1.822266e+01,6.178260e+00,4991,5516
852,1.789743e-01,1.734152e-01,1.636649e-01,9.001637e-01,7.755089e+01,3.486954e+01,1.572753e+01,1.782719e+01,5.455035e+00,5000,5480
853,1.803187e-01,1.735863e-01,1.641597e-01,9.121609e-01,9.108463e+01,5.799103e+01,1.576215e+01,1.729143e+01,4.584361e+00,4979,5504
854,1.836019e-01,1.778038e-01,1.645858e-01,7.908611e-01,1.272015e+02,4.607724e+01,1.463028e+01,1.548630e+01,5.687700e+00,4992,5519
855,1.883859e-01,1.788356e-01,1.649201e-01,7.863045e-01,1.414023e+02,3.040679e+01,1.402714e+01,1.586163e+01,4.903206e+00,4971,5507
856,1.914088e-01,1.808960e-01,1.659447e-01,8.215961e-01,7.989386e+01,5.157874e+01,1.396390e+01,1.498032e+01,6.025989e+00,4984,5514
857,1.939908e-01,1.818639e-01,1.663343e-01,8.774757e-01,1.038699e+02,2.633461e+01,1.326158e+01,1.475727e+01,5.173483e+00,5003,5490
858,1.953052e-01,1.861590e-01,1.659420e-01,7.730179e-01,8.958033e+01,3.220657e+01,1.343331e+01,1.465608e+01,6.301539e+00,4999,5481
859,1.987208e-01,1.847507e-01,1.678899e-01,1.475891e+00,8.873236e+01,3.047978e+01,1.308314e+01,1.432851e+01,5.421827e+00,5001,5515
860,1.975342e-01,1.867326e-01,1.680212e-01,1.215794e+00,9.725560e+01,3.630552e+01,1.268589e+01,1.288585e+01,4.660832e+00,5005,5473
861,2.005726e-01,1.886177e-01,1.683152e-01,8.170471e-01,8.795586e+01,3.458360e+01,1.267212e+01,1.408677e+01,5.676910e+00,4989,5501
862,2.038313e-01,1.899516e-01,1.677678e-01,7.758560e-01,9.531572e+01,2.615756e+01,1.245085e+01,1.239637e+01,4.856288e+00,4996,5465
863,2.033592e-01,1.907859e-01,1.656651e-01,1.054030e+00,9.031947e+01,2.479085e+01,1.229335e+01,1.228033e+01,5.774096e+00,4978,5522
864,2.060174e-01,1.912283e-01,1.697692e-01,6.090240e-01,8.931774e+01,3.646247e+01,1.212863e+01,1.170186e+01,5.004301e+00,5003,5500
865,2.055055e-01,1.901608e-01,1.703541e-01,5.900421e-01,8.318529e+01,2.772943e+01,1.181751e+01,1.149559e+01,5.845153e+00,5015,5474
866,2.053487e-01,1.912531e-01,1.701385e-01,5.647888e-01,6.392584e+01,3.767680e+01,1.182944e+01,1.061146e+01,5.069679e+00,4988,5483
867,2.044298e-01,1.911697e-01,1.641518e-01,5.623817e-01,7.702814e+01,3.156253e+01,1.200065e+01,1.062168e+01,5.961666e+00,4973,5480
868,2.036403e-01,1.897660e-01,1.652483e-01,7.258434e-01,7.064511e+01,2.985465e+01,1.223736e+01,1.032021e+01,5.030557e+00,4979,5512
869,2.043227e-01,1.911718e-01,1.650567e-01,6.267166e-01,5.226226e+01,3.499471e+01,1.208660e+01,9.948611e+00,6.006313e+00,4996,5487
870,2.041210e-01,1.911629e-01,1.647842e-01,6.567574e-01,7.947110e+01,3.330766e+01,1.197163e+01,9.978298e+00,4.892216e+00,5004,5431
871,2.045947e-01,1.886825e-01,1.666908e-01,6.678391e-01,6.090720e+01,3.138229e+01,1.195170e+01,9.362511e+00,5.717069e+00,5032,5407
872,2.032931e-01,1.901644e-01,1.657441e-01,1.009092e+00,7.739843e+01,2.399522e+01,1.185043e+01,9.537365e+00,5.309379e+00,5022,5430
873,2.014735e-01,1.881929e-01,1.617601e-01,7.964219e-01,6.264801e+01,2.833604e+01,1.214843e+01,9.622054e+00,6.112593e+00,5001,5503
874,1.999350e-01,1.854001e-01,1.585073e-01,6.796646e-01,7.030737e+01,2.982689e+01,1.218029e+01,9.498776e+00,5.087936e+00,4985,5555
875,1.992144e-01,1.868569e-01,1.543498e-01,6.556892e-01,5.855673e+01,2.507002e+01,1.207880e+01,9.604734e+00,5.967266e+00,4949,5563
876,1.986511e-01,1.849872e-01,1.531228e-01,6.632752e-01,6.401184e+01,2.973077e+01,1.177125e+01,9.179822e+00,4.817870e+00,4926,5589
877,1.978350e-01,1.807754e-01,1.516986e-01,6.691706e-01,5.017776e+01,2.809805e+01,1.164094e+01,9.136039e+00,5.518745e+00,4934,5607
878,1.948349e-01,1.818504e-01,1.507676e-01,6.599474e-01,5.049113e+01,2.079852e+01,1.161018e+01,9.150898e+00,5.164280e+00,4938,5591
879,1.940508e-01,1.820534e-01,1.502212e-01,6.575108e-01,4.634568e+01,1.915909e+01,1.162579e+01,9.308683e+00,5.860874e+00,4947,5577
880,1.921985e-01,1.807818e-01,1.492445e-01,6.675491e-01,4.648841e+01,2.344696e+01,1.177559e+01,8.911487e+00,4.773152e+00,4959,5477
881,1.910007e-01,1.773425e-01,1.491792e-01,6.640816e-01,5.355113e+01,2.197575e+01,1.165760e+01,8.904554e+00,5.526356e+00,4973,5504
882,1.887703e-01,1.747962e-01,1.486935e-01,6.802216e-01,4.413643e+01,2.690990e+01,1.138567e+01,8.418327e+00,4.467024e+00,4973,5547
883,1.879018e-01,1.762249e-01,1.482859e-01,6.902847e-01,4.700241e+01,2.441331e+01,1.120315e+01,8.417729e+00,5.029135e+00,4954,5569
884,1.871865e-01,1.756977e-01,1.544477e-01,6.847992e-01,4.288780e+01,2.281474e+01,1.126488e+01,8.272152e+00,4.425538e+00,4943,5588
885,1.862219e-01,1.743684e-01,1.475842e-01,6.807127e-01,4.096188e+01,1.820493e+01,1.122719e+01,8.557296e+00,4.468148e+00,4928,5616
886,1.842960e-01,1.702769e-01,1.474224e-01,6.692047e-01,4.679422e+01,2.026690e+01,1.102576e+01,8.022586e+00,4.324710e+00,4942,5583
887,1.825184e-01,1.664418e-01,1.472638e-01,6.681519e-01,4.195259e+01,2.212736e+01,1.107944e+01,7.768199e+00,5.055025e+00,4950,5548
888,1.806727e-01,1.662498e-01,1.473404e-01,6.684113e-01,3.889859e+01,1.778864e+01,1.102938e+01,7.601323e+00,4.183383e+00,4979,5519
889,1.800646e-01,1.674652e-01,1.470201e-01,6.606598e-01,4.046068e+01,2.112912e+01,1.087165e+01,7.452852e+00,4.786193e+00,4990,5531
890,1.783391e-01,1.674054e-01,1.465991e-01,6.439743e-01,3.534393e+01,1.994768e+01,1.073177e+01,7.404127e+00,3.829554e+00,4967,5567
891,1.765106e-01,1.658779e-01,1.460066e-01,6.356745e-01,3.533935e+01,2.185172e+01,1.051385e+01,7.631926e+00,4.479941e+00,5018,5508
892,1.753290e-01,1.647645e-01,1.461347e-01,6.254425e-01,3.714194e+01,2.240277e+01,1.053984e+01,7.415828e+00,3.946026e+00,4990,5530
893,1.730519e-01,1.621518e-01,1.460456e-01,6.226463e-01,4.126752e+01,2.025069e+01,1.050222e+01,6.689629e+00,3.337277e+00,4992,5545
894,1.714338e-01,1.600183e-01,1.455883e-01,6.154785e-01,3.331291e+01,1.588167e+01,1.039332e+01,7.003426e+00,3.986926e+00,4989,5538
895,1.689630e-01,1.576333e-01,1.432183e-01,6.074963e-01,3.831920e+01,1.989815e+01,1.018309e+01,6.641773e+00,3.477157e+00,4998,5552
896,1.678027e-01,1.568709e-01,1.424535e-01,6.055260e-01,3.462554e+01,1.816424e+01,1.004705e+01,6.547717e+00,4.056612e+00,4985,5548
897,1.663049e-01,1.553858e-01,1.439800e-01,6.003237e-01,2.874218e+01,1.590399e+01,9.933735e+00,6.424511e+00,3.530797e+00,4981,5534
898,1.643972e-01,1.550353e-01,1.424795e-01,5.946045e-01,3.130631e+01,2.176362e+01,9.841218e+00,6.793703e+00,4.120770e+00,4979,5530
899,1.625115e-01,1.540322e-01,1.424757e-01,5.945625e-01,3.374955e+01,1.242558e+01,9.759835e+00,6.427837e+00,3.446690e+00,4938,5571
900,1.612915e-01,1.530950e-01,1.427167e-01,5.913277e-01,3.200528e+01,2.914709e+01,9.744674e+00,6.298790e+00,3.062168e+00,4957,5565
901,1.592259e-01,1.538973e-01,1.419443e-01,5.850410e-01,3.483184e+01,1.571786e+01,9.667976e+00,6.503307e+00,3.566958e+00,4954,5572
902,1.586847e-01,1.528597e-01,1.416462e-01,5.755901e-01,3.283098e+01,1.917283e+01,9.556425e+00,6.120811e+00,3.106630e+00,4989,5568
903,1.571877e-01,1.525811e-01,1.418437e-01,5.693674e-01,2.972652e+01,1.903544e+01,9.606387e+00,5.880221e+00,3.734676e+00,5009,5524
904,1.566531e-01,1.521961e-01,1.422345e-01,5.642319e-01,2.929016e+01,1.615509e+01,9.646011e+00,6.206096e+00,3.399133e+00,5011,5517
905,1.565045e-01,1.504022e-01,1.425432e-01,5.641479e-01,3.317206e+01,2.301435e+01,9.691730e+00,6.028685e+00,4.176508e+00,4993,5539
906,1.568755e-01,1.506694e-01,1.426698e-01,5.612106e-01,3.428299e+01,3.162840e+01,9.623403e+00,5.576543e+00,3.633656e+00,4985,5536
907,1.571342e-01,1.494225e-01,1.426216e-01,5.560074e-01,3.562699e+01,1.912779e+01,9.529011e+00,6.003367e+00,3.381581e+00,4988,5526
908,1.573319e-01,1.485395e-01,1.429695e-01,5.483131e-01,3.397852e+01,2.378485e+01,9.423805e+00,5.851285e+00,4.157559e+00,4969,5560
909,1.576711e-01,1.478015e-01,1.433413e-01,5.389462e-01,3.232896e+01,2.408843e+01,9.321485e+00,5.419380e+00,3.683208e+00,4968,5562
910,1.586129e-01,1.477327e-01,1.442565e-01,5.289536e-01,3.781265e+01,2.406657e+01,9.244737e+00,5.805405e+00,3.507097e+00,4973,5544
911,1.591523e-01,1.486997e-01,1.451705e-01,5.288868e-01,3.749174e+01,2.839621e+01,9.272598e+00,5.840011e+00,4.345228e+00,4981,5537
912,1.593219e-01,1.491582e-01,1.470628e-01,5.267754e-01,3.808230e+01,2.567978e+01,9.275886e+00,5.496661e+00,3.955271e+00,4982,5522
913,1.605133e-01,1.497563e-01,1.481678e-01,5.226173e-01,3.723463e+01,2.187941e+01,9.249599e+00,5.779013e+00,3.597608e+00,4993,5504
914,1.621714e-01,1.498161e-01,1.490018e-01,5.165281e-01,3.984169e+01,3.091209e+01,9.176505e+00,5.977246e+00,3.498535e+00,4978,5529
915,1.636970e-01,1.509590e-01,1.496925e-01,5.090513e-01,4.034128e+01,3.972246e+01,9.088923e+00,5.803238e+00,4.386415e+00,4979,5543
916,1.649422e-01,1.514368e-01,1.513356e-01,5.251255e-01,4.465751e+01,2.062774e+01,9.026629e+00,5.933295e+00,3.993682e+00,4977,5525
917,1.656327e-01,1.524428e-01,1.521638e-01,4.901624e-01,4.343061e+01,2.377153e+01,9.084270e+00,6.232930e+00,3.953741e+00,4964,5566
918,1.655874e-01,1.532288e-01,1.543953e-01,4.805298e-01,4.334334e+01,2.787946e+01,9.139865e+00,6.907071e+00,3.974968e+00,4971,5566
919,1.655469e-01,1.542738e-01,1.544203e-01,5.352020e-01,5.259053e+01,4.586671e+01,9.082302e+00,6.965854e+00,4.492359e+00,4984,5546
920,1.679889e-01,1.557830e-01,1.548855e-01,5.852070e-01,5.645249e+01,2.918697e+01,9.057061e+00,7.487136e+00,4.416879e+00,4983,5553
921,1.695091e-01,1.567280e-01,1.586396e-01,6.384382e-01,5.223091e+01,4.439003e+01,9.197392e+00,8.031488e+00,3.996160e+00,4971,5558
922,1.702919e-01,1.573713e-01,1.589152e-01,6.727152e-01,5.627171e+01,2.762027e+01,9.245355e+00,8.426905e+00,4.958826e+00,4959,5574
923,1.702463e-01,1.584482e-01,1.591845e-01,7.045765e-01,6.716201e+01,2.637833e+01,9.310930e+00,9.096101e+00,4.446134e+00,4963,5580
924,1.691925e-01,1.607396e-01,1.594457e-01,7.656021e-01,6.868312e+01,3.764673e+01,9.298925e+00,9.327557e+00,4.296364e+00,4981,5556
925,1.705941e-01,1.607005e-01,1.610430e-01,8.468094e-01,8.414464e+01,2.913326e+01,9.597276e+00,1.040074e+01,5.298321e+00,4977,5544
926,1.724460e-01,1.640155e-01,1.617038e-01,7.878075e-01,7.254104e+01,3.035998e+01,9.829320e+00,1.103407e+01,4.656806e+00,4988,5583
927,1.730607e-01,1.611840e-01,1.652343e-01,8.001041e-01,7.172565e+01,3.860945e+01,1.026577e+01,1.136450e+01,4.407830e+00,5004,5538
928,1.728232e-01,1.624096e-01,1.646487e-01,8.582134e-01,8.201101e+01,8.642920e+01,1.119618e+01,1.529073e+01,5.397569e+00,5017,5499
929,1.715090e-01,1.633034e-01,1.634962e-01,8.925366e-01,8.711774e+01,3.429167e+01,1.476500e+01,1.573724e+01,4.981678e+00,5017,5498
930,1.720044e-01,1.640723e-01,1.645135e-01,9.138069e-01,8.406387e+01,8.785419e+01,1.432214e+01,1.476327e+01,6.068641e+00,5020,5467
931,1.739286e-01,1.643527e-01,1.652977e-01,9.273748e-01,9.118658e+01,2.963899e+01,1.439849e+01,1.742415e+01,5.424261e+00,5015,5501
932,1.741826e-01,1.656189e-01,1.662743e-01,9.492130e-01,8.490306e+01,3.407189e+01,1.626227e+01,1.683686e+01,4.807193e+00,5026,5476
933,1.746890e-01,1.641166e-01,1.666697e-01,9.955006e-01,1.043307e+02,3.534262e+01,1.548065e+01,1.851127e+01,5.785179e+00,5037,5468
934,1.736068e-01,1.660732e-01,1.647760e-01,1.054639e+00,9.614939e+01,3.323996e+01,1.692231e+01,1.582262e+01,5.214519e+00,4997,5479
935,1.750809e-01,1.688608e-01,1.643748e-01,1.194848e+00,8.797956e+01,8.512594e+01,1.672696e+01,2.070659e+01,6.328033e+00,4996,5472
936,1.804893e-01,1.680076e-01,1.633238e-01,9.369659e-01,9.466982e+01,3.611446e+01,1.899962e+01,1.841969e+01,5.635595e+00,4973,5539
937,1.841933e-01,1.697463e-01,1.672967e-01,8.508148e-01,8.772710e+01,9.213743e+01,1.785506e+01,1.938503e+01,4.792831e+00,4968,5545
