iter,umax,divmax,pmax,pargmax_i,pargmax_j,pargmax_k,force_lin_sum,force_lin_max,visc_lin_max,pres_lin_max
0,0.000000e+00,0.000000e+00,0.000000e+00,0,0,-1,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1,0.000000e+00,0.000000e+00,0.000000e+00,0,0,-1,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2,1.115494e+00,1.422490e+03,9.214032e+03,166,68,-1,1.556066e+02,3.429448e+01,1.626489e-03,3.429404e+01
3,6.107643e+02,7.459095e+05,7.341770e+06,102,60,-1,1.447731e+05,1.887535e+04,2.579961e+00,1.887790e+04
