iter,umax,divmax,pmax,pargmax_i,pargmax_j,pargmax_k,force_lin_sum,force_lin_max,visc_lin_max,pres_lin_max
0,0.000000e+00,0.000000e+00,0.000000e+00,0,0,0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1,0.000000e+00,0.000000e+00,0.000000e+00,0,0,0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2,0.000000e+00,0.000000e+00,0.000000e+00,0,0,0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3,8.970621e-04,1.666331e+00,1.123989e+00,23,66,34,1.487350e-05,2.838323e-06,1.737978e-08,2.822492e-06
4,2.877667e-03,4.494928e+00,3.186433e+00,22,66,34,4.377584e-05,8.093150e-06,6.314000e-08,8.043568e-06
5,5.424875e-03,7.763374e+00,5.650702e+00,21,66,34,8.602416e-05,1.386294e-05,7.563601e-08,1.380567e-05
6,8.422832e-03,1.069157e+01,5.904335e+00,18,66,34,1.092178e-04,1.376683e-05,1.181250e-07,1.368803e-05
7,1.191634e-02,1.344410e+01,6.363518e+00,18,66,34,1.290583e-04,1.541883e-05,1.594700e-07,1.535052e-05
8,1.623738e-02,1.605076e+01,8.083830e+00,16,64,33,1.429852e-04,2.768421e-05,2.034734e-07,2.748085e-05
9,2.062593e-02,1.859178e+01,8.658771e+00,21,66,34,1.450157e-04,2.888746e-05,2.360482e-07,2.865170e-05
10,2.367188e-02,2.113225e+01,6.610769e+00,49,61,34,1.943051e-04,3.468783e-05,2.505575e-07,3.443801e-05
11,2.595238e-02,2.344289e+01,8.041283e+00,49,61,34,2.055714e-04,2.874399e-05,2.555510e-07,2.855997e-05
12,2.891724e-02,2.543780e+01,6.009319e+00,18,66,34,1.649873e-04,3.392589e-05,2.654669e-07,3.366163e-05
13,3.344234e-02,2.321900e+01,9.586690e+00,23,66,34,1.552987e-04,4.761009e-05,2.988486e-07,4.731213e-05
14,3.854435e-02,2.466482e+01,8.895355e+00,16,66,36,2.074600e-04,4.909507e-05,3.456195e-07,4.875008e-05
