iter,umax,divmax,pmax,pargmax_i,pargmax_j,pargmax_k,force_lin_sum,force_lin_max,visc_lin_max,pres_lin_max
121,9.779679e-02,2.802446e+01,4.784667e+00,27,58,33,2.289471e-04,2.740645e-05,1.423911e-06,2.730416e-05
122,9.754316e-02,2.898049e+01,5.053683e+00,27,58,33,2.397365e-04,2.716412e-05,1.482710e-06,2.703185e-05
123,9.714478e-02,2.942603e+01,5.249675e+00,27,58,34,2.511494e-04,2.720621e-05,1.543502e-06,2.713896e-05
124,9.666127e-02,3.007979e+01,5.501043e+00,26,58,33,2.626317e-04,2.782458e-05,1.606551e-06,2.782626e-05
125,9.678169e-02,3.250866e+01,5.798682e+00,26,58,34,2.724493e-04,2.952664e-05,1.670028e-06,2.953580e-05
126,9.689192e-02,3.659644e+01,6.178829e+00,26,58,34,2.825762e-04,3.085840e-05,1.739888e-06,3.084538e-05
127,9.696835e-02,4.042579e+01,6.471595e+00,26,58,33,2.931391e-04,3.197238e-05,1.810911e-06,3.193488e-05
128,9.699996e-02,4.054636e+01,6.889324e+00,24,57,34,3.026985e-04,3.307248e-05,1.890573e-06,3.263961e-05
129,9.696716e-02,4.024064e+01,7.361624e+00,24,57,34,3.120461e-04,3.581112e-05,1.969596e-06,3.521562e-05
130,9.723154e-02,4.394278e+01,7.614387e+00,24,57,34,3.200550e-04,3.853732e-05,2.033958e-06,3.790747e-05
131,9.787662e-02,5.525898e+01,8.077469e+00,24,57,34,3.272034e-04,4.127737e-05,2.095006e-06,4.062761e-05
132,9.869877e-02,5.756920e+01,8.428810e+00,19,55,35,3.337904e-04,4.428903e-05,2.153214e-06,4.361668e-05
133,1.014543e-01,5.612974e+01,9.281189e+00,19,55,37,3.404029e-04,4.739066e-05,2.205172e-06,4.670207e-05
134,1.049957e-01,5.716469e+01,9.682249e+00,19,55,37,3.471543e-04,5.059479e-05,2.250708e-06,4.987955e-05
135,1.087071e-01,6.859116e+01,1.028095e+01,20,56,30,3.536714e-04,5.414392e-05,2.308110e-06,5.340316e-05
136,1.128118e-01,7.195689e+01,1.230638e+01,20,56,29,3.598594e-04,5.776798e-05,2.375055e-06,5.700310e-05
137,1.174078e-01,9.133066e+01,1.424959e+01,20,56,32,3.643300e-04,6.155019e-05,2.443556e-06,6.076947e-05
138,1.220040e-01,7.671652e+01,1.482130e+01,20,56,32,3.670154e-04,6.581683e-05,2.465133e-06,6.502835e-05
139,1.256465e-01,7.353902e+01,1.476492e+01,20,56,33,3.689000e-04,6.947458e-05,2.443372e-06,6.867676e-05
140,1.275689e-01,8.001540e+01,1.536976e+01,20,57,30,3.704893e-04,7.301966e-05,2.437412e-06,7.220879e-05
141,1.300338e-01,8.577279e+01,1.914927e+01,20,57,32,3.712024e-04,7.733090e-05,2.496021e-06,7.650107e-05
142,1.336160e-01,8.602129e+01,1.859139e+01,20,57,34,3.684399e-04,8.020815e-05,2.489750e-06,7.936688e-05
143,1.366844e-01,7.814452e+01,1.793959e+01,19,57,37,3.651106e-04,8.172395e-05,2.428932e-06,8.086714e-05
144,1.372717e-01,1.045388e+02,2.093171e+01,20,58,33,3.616069e-04,8.421499e-05,2.497833e-06,8.334464e-05
145,1.369989e-01,9.330742e+01,2.028864e+01,19,58,37,3.560371e-04,8.438100e-05,2.449577e-06,8.349525e-05
146,1.372284e-01,8.881145e+01,1.990384e+01,19,58,37,3.511619e-04,8.444457e-05,2.462515e-06,8.354061e-05
147,1.354646e-01,8.015550e+01,1.998664e+01,20,59,33,3.449960e-04,8.412589e-05,2.482091e-06,8.321299e-05
148,1.331694e-01,9.927410e+01,2.198992e+01,19,59,37,3.358841e-04,8.299130e-05,2.483154e-06,8.204560e-05
