iter,umax,divmax,pmax,pargmax_i,pargmax_j,pargmax_k,force_lin_sum,force_lin_max
0,0.000000e+00,0.000000e+00,0.000000e+00,0,0,0,0.000000e+00,0.000000e+00
1,0.000000e+00,0.000000e+00,0.000000e+00,0,0,0,0.000000e+00,0.000000e+00
2,6.309188e-03,2.410185e-01,0.000000e+00,0,0,0,1.525568e-05,2.776926e-06
3,1.046022e-02,4.010247e-01,0.000000e+00,0,0,0,2.534441e-05,4.732241e-06
4,1.186726e-02,6.635604e-02,3.004560e+02,363,83,14,7.488654e+00,2.019806e+00
5,1.601460e-02,5.947829e-02,1.942029e+02,362,84,14,4.158379e+00,1.307731e+00
6,1.188967e-02,6.597758e-02,6.257966e+02,362,83,14,6.815483e+00,3.314458e+00
7,1.909195e-02,7.027915e-02,4.287035e+02,362,83,14,5.759879e+00,2.907398e+00
8,2.764531e-02,1.447138e-01,1.338603e+03,362,83,14,1.323437e+01,7.039308e+00
9,6.888061e-02,2.053543e-01,1.429474e+03,362,83,14,1.762615e+01,8.940522e+00
10,2.233474e-02,2.447570e-01,2.290869e+03,362,83,14,1.931859e+01,1.138076e+01
11,1.182220e-01,4.946342e-01,3.532527e+03,362,83,14,4.019744e+01,2.115022e+01
12,2.792009e-02,4.034024e-01,3.908081e+03,362,83,14,2.844932e+01,1.866934e+01
13,2.886721e-01,1.673157e-01,8.737809e+03,362,83,14,9.427661e+01,5.357778e+01
14,9.718388e-02,5.241379e-01,5.629965e+03,362,83,14,3.449940e+01,2.654818e+01
15,5.770981e-01,3.773990e-01,2.045337e+04,363,83,14,2.071411e+02,1.243786e+02
16,2.805422e-01,1.254630e-01,6.636336e+03,363,83,14,5.409635e+01,3.096783e+01
17,1.277222e+00,5.355759e-01,4.824029e+04,362,83,14,4.436541e+02,2.808467e+02
18,9.235432e-01,1.838307e-01,3.490745e+03,362,84,14,8.800981e+01,2.606191e+01
19,2.461169e+00,4.444256e-01,9.674076e+04,363,83,14,9.052877e+02,5.946230e+02
20,2.475811e+00,4.940567e-01,1.795449e+04,363,82,14,3.939611e+02,1.375338e+02
21,4.960753e+00,9.596405e-01,2.271125e+05,362,83,14,1.829279e+03,1.253955e+03
22,6.524783e+00,8.777838e-01,8.572919e+04,362,85,14,1.259806e+03,5.913749e+02
23,8.449903e+00,1.960281e+00,4.209771e+05,362,84,14,3.521405e+03,2.479821e+03
24,1.617566e+01,2.126663e+00,3.234162e+05,363,82,14,3.634794e+03,1.979468e+03
25,1.418258e+01,3.393295e+00,8.177124e+05,363,83,14,6.580850e+03,4.722902e+03
26,3.794703e+01,5.664459e+00,1.007935e+06,362,86,14,9.669266e+03,5.764931e+03
27,3.483160e+01,6.358856e+00,1.810461e+06,361,85,14,1.214487e+04,8.741283e+03
28,9.220558e+01,1.950238e+01,2.493656e+06,359,77,13,2.147628e+04,1.250668e+04
29,1.479530e+02,1.503223e+01,3.333108e+06,361,80,13,2.684512e+04,1.451477e+04
