iter,umax,divmax,pmax,pargmax_i,pargmax_j,pargmax_k,force_lin_sum,force_lin_max,visc_lin_max,pres_lin_max
48,8.534662e-02,1.808695e+01,1.481701e+01,20,67,34,2.692086e-04,4.720443e-05,9.540103e-07,4.680997e-05
49,8.896764e-02,1.855804e+01,1.554306e+01,20,67,34,2.755502e-04,4.947319e-05,9.774390e-07,4.901643e-05
50,9.316775e-02,1.899846e+01,1.447193e+01,20,69,34,2.706976e-04,5.931528e-05,1.009317e-06,5.878200e-05
51,9.767228e-02,1.936425e+01,1.553999e+01,18,68,35,2.689665e-04,6.691373e-05,1.043423e-06,6.631762e-05
52,1.026388e-01,1.966556e+01,1.700869e+01,18,68,35,2.742856e-04,7.365364e-05,1.060217e-06,7.299359e-05
53,1.083116e-01,1.990004e+01,2.502839e+01,17,70,34,3.445768e-04,8.023961e-05,1.076700e-06,7.948354e-05
54,3.985704e+00,3.236244e+04,2.724257e+03,51,59,31,2.088475e-03,5.059910e-04,9.767562e-06,5.157056e-04
55,7.050826e+00,2.019780e+01,8.171973e+03,51,59,31,1.829272e-03,7.820151e-04,3.351777e-06,7.803984e-04
56,8.448811e+01,2.038985e+01,8.763834e+03,51,59,30,2.392525e-03,1.046007e-03,8.895684e-06,1.049388e-03
57,9.257874e+03,1.960514e+01,8.093241e+05,51,58,32,1.018071e-01,5.020460e-02,9.153269e-04,5.052049e-02
