0.010,1.3,0.7,0.7,0.7,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0
0.017,1.3,0.0,0.7,0.7,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0
0.024,1.3,0.0,0.7,0.7,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0
0.031,1.3,0.7,0.7,0.7,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0
0.038,2.0,0.7,0.7,0.7,0.7,0.7,0.7,0.0,0.7,0.7,0.7,0.7
0.045,2.0,1.3,0.7,0.7,0.7,0.7,1.3,0.0,0.7,0.7,0.7,0.7
0.052,2.0,2.0,0.7,0.7,0.7,0.7,1.3,0.7,0.7,0.7,0.7,0.7
0.059,2.0,2.7,0.7,0.7,0.7,0.7,1.3,0.7,0.7,0.7,0.7,0.7
0.066,2.7,3.3,0.7,0.7,0.7,0.7,1.3,1.3,0.7,0.7,0.7,0.7
0.073,2.7,4.0,0.7,0.7,0.7,0.7,2.0,1.3,0.7,0.7,0.7,0.7
0.080,2.7,4.7,1.3,0.7,0.7,0.7,2.0,2.0,0.7,0.7,0.7,0.7
0.087,2.7,5.3,1.3,0.7,0.7,0.7,2.0,2.0,0.7,0.7,0.7,0.7
0.094,2.7,6.0,1.3,0.7,0.7,0.0,2.0,2.7,0.7,0.7,0.7,0.7
0.101,2.7,6.7,1.3,0.7,0.0,0.0,2.0,4.0,0.7,0.7,0.7,0.0
0.108,2.7,6.7,1.3,0.0,0.0,0.0,2.0,4.7,0.7,0.7,0.7,0.0
0.115,2.7,7.3,1.3,0.0,0.0,0.0,2.0,5.3,0.7,0.7,0.7,0.0
0.122,2.7,8.0,1.3,0.0,0.0,0.0,2.0,6.0,0.7,0.7,0.7,0.0
0.129,2.7,8.0,1.3,0.0,0.0,0.0,2.0,6.0,0.7,0.0,0.0,0.0
0.136,2.0,8.0,1.3,0.0,0.0,0.0,2.0,6.7,0.7,0.0,0.0,0.0
0.143,2.0,8.0,1.3,0.0,0.0,0.0,2.0,7.3,0.7,0.0,0.0,0.0
0.150,2.0,8.0,1.3,0.0,0.0,0.0,2.0,8.0,0.7,0.0,0.0,0.0
